NumberLetter,corrAns,Correct,StimFile,Correct_StimFile,False_StimFile,Version,Block,TrialNumber_session,n,Stim.started_mean,Stim.started_raw,Stim.started_std,Stim.stopped_raw,key_resp_2.corr_mean,key_resp_2.corr_raw,key_resp_2.corr_std,key_resp_2.keys_raw,key_resp_2.rt_raw,key_resp_2.started_mean,key_resp_2.started_raw,key_resp_2.started_std,key_resp_2.stopped_raw,order
1,['2'],2,TMTstop-control_1_4.png,TMTstop-control_1_4.png,TMTstop-control_1_4.png,TMT_Control,4,76,1.0,56.51210021972656,56.51210021972656,0.0,,1.0,1.0,0.0,2,1.3360524000017904,56.51210021972656,56.51210021972656,0.0,,0.0
2,['1'],1,TMTstop-control_1_4.png,TMTstop-control_1_4firstgreen.png,TMTstop-control_1_4firstred.png,TMT_Control,4,77,1.0,57.95188903808594,57.95188903808594,0.0,,0.0,0.0,0.0,3,0.7533251999993809,57.95188903808594,57.95188903808594,0.0,,1.0
3,['3'],3,TMTstop-control_1_4linestimulus0.png,TMTstop-control_1_4greenlinestimulus0.png,TMTstop-control_1_4redlinestimulus0.png,TMT_Control,4,78,0.0,,,,'--',,,,'--','--',,,,'--',
4,['1'],1,TMTstop-control_1_4linestimulus1.png,TMTstop-control_1_4greenlinestimulus1.png,TMTstop-control_1_4redlinestimulus1.png,TMT_Control,4,79,0.0,,,,'--',,,,'--','--',,,,'--',
5,['3'],3,TMTstop-control_1_4linestimulus2.png,TMTstop-control_1_4greenlinestimulus2.png,TMTstop-control_1_4redlinestimulus2.png,TMT_Control,4,80,0.0,,,,'--',,,,'--','--',,,,'--',
6,['1'],1,TMTstop-control_1_4linestimulus3.png,TMTstop-control_1_4greenlinestimulus3.png,TMTstop-control_1_4redlinestimulus3.png,TMT_Control,4,81,0.0,,,,'--',,,,'--','--',,,,'--',
7,['3'],3,TMTstop-control_1_4linestimulus4.png,TMTstop-control_1_4greenlinestimulus4.png,TMTstop-control_1_4redlinestimulus4.png,TMT_Control,4,82,0.0,,,,'--',,,,'--','--',,,,'--',
8,['1'],1,TMTstop-control_1_4linestimulus4.png,TMTstop-control_1_4greenlinestimulus5.png,TMTstop-control_1_4redlinestimulus5.png,TMT_Control,4,83,0.0,,,,'--',,,,'--','--',,,,'--',
9,['3'],3,TMTstop-control_1_4linestimulus6.png,TMTstop-control_1_4greenlinestimulus6.png,TMTstop-control_1_4redlinestimulus6.png,TMT_Control,4,84,0.0,,,,'--',,,,'--','--',,,,'--',
10,['2'],2,TMTstop-control_1_4linestimulus7.png,TMTstop-control_1_4greenlinestimulus7.png,TMTstop-control_1_4redlinestimulus7.png,TMT_Control,4,85,0.0,,,,'--',,,,'--','--',,,,'--',
11,['1'],1,TMTstop-control_1_4linestimulus8.png,TMTstop-control_1_4greenlinestimulus8.png,TMTstop-control_1_4redlinestimulus8.png,TMT_Control,4,86,0.0,,,,'--',,,,'--','--',,,,'--',
12,['3'],3,TMTstop-control_1_4linestimulus9.png,TMTstop-control_1_4greenlinestimulus9.png,TMTstop-control_1_4redlinestimulus9.png,TMT_Control,4,87,0.0,,,,'--',,,,'--','--',,,,'--',
13,['2'],2,TMTstop-control_1_4linestimulus10.png,TMTstop-control_1_4greenlinestimulus10.png,TMTstop-control_1_4redlinestimulus10.png,TMT_Control,4,88,0.0,,,,'--',,,,'--','--',,,,'--',
14,['3'],3,TMTstop-control_1_4linestimulus11.png,TMTstop-control_1_4greenlinestimulus11.png,TMTstop-control_1_4redlinestimulus11.png,TMT_Control,4,89,0.0,,,,'--',,,,'--','--',,,,'--',
15,['2'],2,TMTstop-control_1_4linestimulus12.png,TMTstop-control_1_4greenlinestimulus12.png,TMTstop-control_1_4redlinestimulus12.png,TMT_Control,4,90,0.0,,,,'--',,,,'--','--',,,,'--',
16,['1'],1,TMTstop-control_1_4linestimulus13.png,TMTstop-control_1_4greenlinestimulus13.png,TMTstop-control_1_4redlinestimulus13.png,TMT_Control,4,91,0.0,,,,'--',,,,'--','--',,,,'--',
17,['3'],3,TMTstop-control_1_4linestimulus14.png,TMTstop-control_1_4greenlinestimulus14.png,TMTstop-control_1_4redlinestimulus14.png,TMT_Control,4,92,0.0,,,,'--',,,,'--','--',,,,'--',
18,['1'],1,TMTstop-control_1_4linestimulus15.png,TMTstop-control_1_4greenlinestimulus15.png,TMTstop-control_1_4redlinestimulus15.png,TMT_Control,4,93,0.0,,,,'--',,,,'--','--',,,,'--',
19,['2'],2,TMTstop-control_1_4linestimulus16.png,TMTstop-control_1_4greenlinestimulus16.png,TMTstop-control_1_4redlinestimulus16.png,TMT_Control,4,94,0.0,,,,'--',,,,'--','--',,,,'--',
20,['1'],1,TMTstop-control_1_4linestimulus17.png,TMTstop-control_1_4greenlinestimulus17.png,TMTstop-control_1_4redlinestimulus17.png,TMT_Control,4,95,0.0,,,,'--',,,,'--','--',,,,'--',
21,['2'],2,TMTstop-control_1_4linestimulus18.png,TMTstop-control_1_4greenlinestimulus18.png,TMTstop-control_1_4redlinestimulus18.png,TMT_Control,4,96,0.0,,,,'--',,,,'--','--',,,,'--',
22,['1'],1,TMTstop-control_1_4linestimulus19.png,TMTstop-control_1_4greenlinestimulus19.png,TMTstop-control_1_4redlinestimulus19.png,TMT_Control,4,97,0.0,,,,'--',,,,'--','--',,,,'--',
23,['2'],2,TMTstop-control_1_4linestimulus20.png,TMTstop-control_1_4greenlinestimulus20.png,TMTstop-control_1_4redlinestimulus20.png,TMT_Control,4,98,0.0,,,,'--',,,,'--','--',,,,'--',
24,['1'],1,TMTstop-control_1_4linestimulus21.png,TMTstop-control_1_4greenlinestimulus21.png,TMTstop-control_1_4redlinestimulus21.png,TMT_Control,4,99,0.0,,,,'--',,,,'--','--',,,,'--',
25,['2'],2,TMTstop-control_1_4linestimulus22.png,TMTstop-control_1_4greenlinestimulus22.png,TMTstop-control_1_4redlinestimulus22.png,TMT_Control,4,100,0.0,,,,'--',,,,'--','--',,,,'--',
None,None,None,TMTstop-control_1_4linestimulus23.png,TMTstop-control_1_4greenlinestimulus23.png,TMTstop-control_1_4redlinestimulus23.png,TMT_Control,4,Feedback_last,0.0,,,,'--',,,,'--','--',,,,'--',

extraInfo
participant,
session,001
date,2022_May_10_1103
expName,TMT_fmri
psychopyVersion,2021.2.3
frameRate,122.47592429899386
