NumberLetter,corrAns,Correct,StimFile,Correct_StimFile,False_StimFile,Version,Paper,TrialNumber_Version,Round,Block,n,Stim_2.started_mean,Stim_2.started_raw,Stim_2.started_std,Stim_2.stopped_raw,key_resp_8.corr_mean,key_resp_8.corr_raw,key_resp_8.corr_std,key_resp_8.keys_raw,key_resp_8.rt_raw,key_resp_8.started_mean,key_resp_8.started_raw,key_resp_8.started_std,key_resp_8.stopped_raw,order
15,['3'],3,TMTstop-control_1_1linestimulus12.png,TMTstop-control_1_1greenlinestimulus12.png,TMTstop-control_1_1redlinestimulus12.png,TMT_Control,C1,15,None,1,0.0,,,,'--',,,,'--','--',,,,'--',
16,['2'],2,TMTstop-control_1_1linestimulus13.png,TMTstop-control_1_1greenlinestimulus13.png,TMTstop-control_1_1redlinestimulus13.png,TMT_Control,C1,16,None,1,0.0,,,,'--',,,,'--','--',,,,'--',
17,['3'],3,TMTstop-control_1_1linestimulus14.png,TMTstop-control_1_1greenlinestimulus14.png,TMTstop-control_1_1redlinestimulus14.png,TMT_Control,C1,17,None,1,0.0,,,,'--',,,,'--','--',,,,'--',
18,['2'],2,TMTstop-control_1_1linestimulus15.png,TMTstop-control_1_1greenlinestimulus15.png,TMTstop-control_1_1redlinestimulus15.png,TMT_Control,C1,18,None,1,0.0,,,,'--',,,,'--','--',,,,'--',
19,['1'],1,TMTstop-control_1_1linestimulus16.png,TMTstop-control_1_1greenlinestimulus16.png,TMTstop-control_1_1redlinestimulus16.png,TMT_Control,C1,19,None,1,0.0,,,,'--',,,,'--','--',,,,'--',
20,['3'],3,TMTstop-control_1_1linestimulus17.png,TMTstop-control_1_1greenlinestimulus17.png,TMTstop-control_1_1redlinestimulus17.png,TMT_Control,C1,20,None,1,0.0,,,,'--',,,,'--','--',,,,'--',
21,['1'],1,TMTstop-control_1_1linestimulus18.png,TMTstop-control_1_1greenlinestimulus18.png,TMTstop-control_1_1redlinestimulus18.png,TMT_Control,C1,21,None,1,0.0,,,,'--',,,,'--','--',,,,'--',
22,['2'],2,TMTstop-control_1_1linestimulus19.png,TMTstop-control_1_1greenlinestimulus19.png,TMTstop-control_1_1redlinestimulus19.png,TMT_Control,C1,22,None,1,0.0,,,,'--',,,,'--','--',,,,'--',
23,['3'],3,TMTstop-control_1_1linestimulus20.png,TMTstop-control_1_1greenlinestimulus20.png,TMTstop-control_1_1redlinestimulus20.png,TMT_Control,C1,23,None,1,0.0,,,,'--',,,,'--','--',,,,'--',
24,['2'],2,TMTstop-control_1_1linestimulus21.png,TMTstop-control_1_1greenlinestimulus21.png,TMTstop-control_1_1redlinestimulus21.png,TMT_Control,C1,24,None,1,0.0,,,,'--',,,,'--','--',,,,'--',
25,['1'],1,TMTstop-control_1_1linestimulus22.png,TMTstop-control_1_1greenlinestimulus22.png,TMTstop-control_1_1redlinestimulus22.png,TMT_Control,C1,25,None,1,0.0,,,,'--',,,,'--','--',,,,'--',
None,None,None,TMTstop-control_1_1linestimulus23.png,TMTstop-control_1_1greenlinestimulus23.png,TMTstop-control_1_1redlinestimulus23.png,TMT_Control,C1,Feedback_last,None,1,0.0,,,,'--',,,,'--','--',,,,'--',

extraInfo
participant,
session,001
date,2022_Nov_17_2124
expName,TMT_fmri
psychopyVersion,2021.2.3
frameRate,59.923513627298405
