NumberLetter,corrAns,StimFile,Correct_StimFile,False_StimFile,DurationTrial,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,Instruct.started,Instruct.stopped,text_2.started,text_2.stopped,Stim.started,Stim.stopped,key_resp_2.keys,key_resp_2.corr,key_resp_2.rt,key_resp_2.started,key_resp_2.stopped,polygon.started,polygon.stopped,participant,session,date,expName,psychopyVersion,frameRate,
6,['3'],TMTstop-B_1_2linestimulus8.png,TMTstop-B_1_2greenlinestimulus8.png,TMTstop-B_1_2redlinestimulus8.png,10,,,,,0,10,10,10,,,,,29.196313700056635,None,"['2', '3']",1,"[-0.0008131000213325024, 0.1036775999236852]",29.196313700056635,None,,,,001,2021_Nov_03_1621,TMTAB,2021.2.3,145.403575045794,
F,['1'],TMTstop-B_1_2linestimulus9.png,TMTstop-B_1_2greenlinestimulus9.png,TMTstop-B_1_2redlinestimulus9.png,10,,,,,0,11,11,11,,,,,29.397592299967073,None,"['2', '3', '1']",1,"[0.11522490007337183, 0.236553700058721, 0.3775958000915125]",29.397592299967073,None,,,,001,2021_Nov_03_1621,TMTAB,2021.2.3,145.403575045794,
7,['3'],TMTstop-B_1_2linestimulus10.png,TMTstop-B_1_2greenlinestimulus10.png,TMTstop-B_1_2redlinestimulus10.png,1,,,,,0,12,12,12,,,,,29.883885800023563,None,"['2', '3']",1,"[-0.020971100078895688, 0.07583109999541193]",29.883885800023563,None,,,,001,2021_Nov_03_1621,TMTAB,2021.2.3,145.403575045794,
G,['2'],TMTstop-B_1_2linestimulus11.png,TMTstop-B_1_2greenlinestimulus11.png,TMTstop-B_1_2redlinestimulus11.png,None,,,,,0,13,13,13,,,,,30.043513800017536,None,"['1', '2']",1,"[0.09236340003553778, 0.1942509999498725]",30.043513800017536,None,,,,001,2021_Nov_03_1621,TMTAB,2021.2.3,145.403575045794,
8,['3'],TMTstop-B_1_2linestimulus12.png,TMTstop-B_1_2greenlinestimulus12.png,TMTstop-B_1_2redlinestimulus12.png,None,,,,,0,14,14,14,,,,,30.34258699999191,None,['3'],1,[0.009848600020632148],30.34258699999191,None,,,,001,2021_Nov_03_1621,TMTAB,2021.2.3,145.403575045794,
H,['2'],TMTstop-B_1_2linestimulus13.png,TMTstop-B_1_2greenlinestimulus13.png,TMTstop-B_1_2redlinestimulus13.png,None,,,,,0,15,15,15,,,,,30.425434399978258,None,"['1', '2']",1,"[0.06827799999155104, 0.16532530006952584]",30.425434399978258,None,,,,001,2021_Nov_03_1621,TMTAB,2021.2.3,145.403575045794,
9,['3'],TMTstop-B_1_2linestimulus14.png,TMTstop-B_1_2greenlinestimulus14.png,TMTstop-B_1_2redlinestimulus14.png,None,,,,,0,16,16,16,,,,,30.709948200033978,None,['3'],1,[0.008446999941952527],30.709948200033978,None,,,,001,2021_Nov_03_1621,TMTAB,2021.2.3,145.403575045794,
I,['1'],TMTstop-B_1_2linestimulus15.png,TMTstop-B_1_2greenlinestimulus15.png,TMTstop-B_1_2redlinestimulus15.png,None,,,,,0,17,17,17,,,,,30.807157000061125,None,['1'],1,[0.04828649992123246],30.807157000061125,None,,,,001,2021_Nov_03_1621,TMTAB,2021.2.3,145.403575045794,
10,['2'],TMTstop-B_1_2linestimulus16.png,TMTstop-B_1_2greenlinestimulus16.png,TMTstop-B_1_2redlinestimulus16.png,None,,,,,0,18,18,18,,,,,30.939589599962346,None,['2'],1,[-3.4400029107928276e-05],30.939589599962346,None,,,,001,2021_Nov_03_1621,TMTAB,2021.2.3,145.403575045794,
J,['3'],TMTstop-B_1_2linestimulus17.png,TMTstop-B_1_2greenlinestimulus17.png,TMTstop-B_1_2redlinestimulus17.png,None,,,,,0,19,19,19,,,,,31.01563270005863,None,['3'],1,[0.05880949995480478],31.01563270005863,None,,,,001,2021_Nov_03_1621,TMTAB,2021.2.3,145.403575045794,
11,['2'],TMTstop-B_1_2linestimulus18.png,TMTstop-B_1_2greenlinestimulus18.png,TMTstop-B_1_2redlinestimulus18.png,None,,,,,0,20,20,20,,,,,31.1616799000185,None,"['1', '2']",1,"[0.07738360005896538, 0.14992989995516837]",31.1616799000185,None,,,,001,2021_Nov_03_1621,TMTAB,2021.2.3,145.403575045794,
K,['3'],TMTstop-B_1_2linestimulus19.png,TMTstop-B_1_2greenlinestimulus19.png,TMTstop-B_1_2redlinestimulus19.png,None,,,,,0,21,21,21,,,,,31.404479300021194,None,"['1', '2', '3']",1,"[0.37520519993267953, 0.4761655000038445, 0.5697415999602526]",31.404479300021194,None,,,,001,2021_Nov_03_1621,TMTAB,2021.2.3,145.403575045794,
12,['1'],TMTstop-B_1_2linestimulus20.png,TMTstop-B_1_2greenlinestimulus20.png,TMTstop-B_1_2redlinestimulus20.png,None,,,,,0,22,22,22,,,,,32.06423649995122,None,"['3', '3', '1']",1,"[0.35743079998064786, 0.754541999893263, 1.0204025999410078]",32.06423649995122,None,,,,001,2021_Nov_03_1621,TMTAB,2021.2.3,145.403575045794,
L,['2'],TMTstop-B_1_2linestimulus21.png,TMTstop-B_1_2greenlinestimulus21.png,TMTstop-B_1_2redlinestimulus21.png,None,,,,,0,23,23,23,,,,,33.175318800029345,None,"['3', '2']",1,"[0.4306980000110343, 0.8224884000374004]",33.175318800029345,None,,,,001,2021_Nov_03_1621,TMTAB,2021.2.3,145.403575045794,
13,['3'],TMTstop-B_1_2linestimulus22.png,TMTstop-B_1_2greenlinestimulus22.png,TMTstop-B_1_2redlinestimulus22.png,None,,,,,0,24,24,24,,,,,34.09922920004465,None,['3'],1,[0.6263878999743611],34.09922920004465,None,,,,001,2021_Nov_03_1621,TMTAB,2021.2.3,145.403575045794,
None,None,TMTstop-B_1_2linestimulus23.png,TMTstop-B_1_2greenlinestimulus23.png,TMTstop-B_1_2redlinestimulus23.png,None,,,,,0,25,25,25,,,,,34.80743899999652,None,None,1,,34.80743899999652,None,,,,001,2021_Nov_03_1621,TMTAB,2021.2.3,145.403575045794,
