NumberLetter,corrAns,StimFile,Correct_StimFile,False_StimFile,DurationTrial,Block_file,Condition_rows,Correct,restartpractice.thisRepN,restartpractice.thisTrialN,restartpractice.thisN,restartpractice.thisIndex,trials_practice.thisRepN,trials_practice.thisTrialN,trials_practice.thisN,trials_practice.thisIndex,Blocks_loop.thisRepN,Blocks_loop.thisTrialN,Blocks_loop.thisN,Blocks_loop.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,key_resp_6.keys,key_resp_6.rt,key_resp_6.started,key_resp_6.stopped,Stim_practice.started,Stim_practice.stopped,key_resp_practice.keys,key_resp_practice.rt,key_resp_practice.started,key_resp_practice.stopped,key_resp_5.keys,key_resp_5.rt,key_resp_5.started,key_resp_5.stopped,Attempts,First_attempt,Stim.started,Stim.stopped,key_resp_2.keys,key_resp_2.corr,key_resp_2.rt,key_resp_2.started,key_resp_2.stopped,participant,session,date,expName,psychopyVersion,frameRate,
None,None,TMTstop-A_1_practicelinestimulus10.png,TMTstop-A_1_practicegreenlinestimulus10.png,TMTstop-A_1_practiceredlinestimulus10.png,None,,,,0,0,0,0,0,12,12,12,,,,,,,,,,,,,15.48627930006478,None,2,0.5549792000092566,15.48627930006478,None,,,,,,,,,,,,,,,001,2022_Jan_24_1508,TMTAstop-A,2021.2.3,59.861492455473574,
,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,2,0.5928314999910071,16.583671399974264,None,,,,,,,,,,,001,2022_Jan_24_1508,TMTAstop-A,2021.2.3,59.861492455473574,
1,['2'],TMTstop-A_1_1.png,TMTstop-A_1_1.png,TMTstop-A_1_1.png,10,TMTstop-A_1_1.xlsx,0:26,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,1,1,20.321342800045386,None,['2'],1,[0.5128991999663413],20.321342800045386,None,,001,2022_Jan_24_1508,TMTAstop-A,2021.2.3,59.861492455473574,
2,['1'],TMTstop-A_1_1.png,TMTstop-A_1_1firstgreen.png,TMTstop-A_1_1firstred.png,10,TMTstop-A_1_1.xlsx,0:26,,,,,,,,,,0,0,0,0,0,1,1,1,,,,,,,,,,,,,,,2,1,20.922189900069498,None,"['3', '1']",1,"[0.15434210002422333, 0.3477229999843985]",20.922189900069498,None,,001,2022_Jan_24_1508,TMTAstop-A,2021.2.3,59.861492455473574,
3,['2'],TMTstop-A_1_1linestimulus0.png,TMTstop-A_1_1greenlinestimulus0.png,TMTstop-A_1_1redlinestimulus0.png,10,TMTstop-A_1_1.xlsx,0:26,,,,,,,,,,0,0,0,0,0,2,2,2,,,,,,,,,,,,,,,1,1,21.37268450006377,None,['2'],1,[0.0006479000439867377],21.37268450006377,None,,001,2022_Jan_24_1508,TMTAstop-A,2021.2.3,59.861492455473574,
4,['3'],TMTstop-A_1_1linestimulus1.png,TMTstop-A_1_1greenlinestimulus1.png,TMTstop-A_1_1redlinestimulus1.png,10,TMTstop-A_1_1.xlsx,0:26,,,,,,,,,,0,0,0,0,0,3,3,3,,,,,,,,,,,,,,,1,1,21.455786400008947,None,['3'],1,[0.0599145001033321],21.455786400008947,None,,001,2022_Jan_24_1508,TMTAstop-A,2021.2.3,59.861492455473574,
5,['2'],TMTstop-A_1_1linestimulus2.png,TMTstop-A_1_1greenlinestimulus2.png,TMTstop-A_1_1redlinestimulus2.png,10,TMTstop-A_1_1.xlsx,0:26,,,,,,,,,,0,0,0,0,0,4,4,4,,,,,,,,,,,,,,,2,1,21.60620789998211,None,"['1', '2']",1,"[0.047171899932436645, 0.14051729999482632]",21.60620789998211,None,,001,2022_Jan_24_1508,TMTAstop-A,2021.2.3,59.861492455473574,
6,['3'],TMTstop-A_1_1linestimulus3.png,TMTstop-A_1_1greenlinestimulus3.png,TMTstop-A_1_1redlinestimulus3.png,10,TMTstop-A_1_1.xlsx,0:26,,,,,,,,,,0,0,0,0,0,5,5,5,,,,,,,,,,,,,,,1,1,21.83930049999617,None,['3'],1,[0.06766360008623451],21.83930049999617,None,,001,2022_Jan_24_1508,TMTAstop-A,2021.2.3,59.861492455473574,
7,['2'],TMTstop-A_1_1linestimulus4.png,TMTstop-A_1_1greenlinestimulus4.png,TMTstop-A_1_1redlinestimulus4.png,10,TMTstop-A_1_1.xlsx,0:26,,,,,,,,,,0,0,0,0,0,6,6,6,,,,,,,,,,,,,,,2,1,21.989832499995828,None,"['1', '2']",1,"[0.11095459992066026, 0.22572280000895262]",21.989832499995828,None,,001,2022_Jan_24_1508,TMTAstop-A,2021.2.3,59.861492455473574,
8,['1'],TMTstop-A_1_1linestimulus5.png,TMTstop-A_1_1greenlinestimulus5.png,TMTstop-A_1_1redlinestimulus5.png,10,TMTstop-A_1_1.xlsx,0:26,,,,,,,,,,0,0,0,0,0,7,7,7,,,,,,,,,,,,,,,1,1,22.339590099989437,None,['1'],1,[0.16807320003863424],22.339590099989437,None,,001,2022_Jan_24_1508,TMTAstop-A,2021.2.3,59.861492455473574,
9,['2'],TMTstop-A_1_1linestimulus6.png,TMTstop-A_1_1greenlinestimulus6.png,TMTstop-A_1_1redlinestimulus6.png,10,TMTstop-A_1_1.xlsx,0:26,,,,,,,,,,0,0,0,0,0,8,8,8,,,,,,,,,,,,,,,1,1,22.58977890003007,None,['2'],1,[0.0066627999767661095],22.58977890003007,None,,001,2022_Jan_24_1508,TMTAstop-A,2021.2.3,59.861492455473574,
10,['1'],TMTstop-A_1_1linestimulus7.png,TMTstop-A_1_1greenlinestimulus7.png,TMTstop-A_1_1redlinestimulus7.png,10,TMTstop-A_1_1.xlsx,0:26,,,,,,,,,,0,0,0,0,0,9,9,9,,,,,,,,,,,,,,,2,1,22.68962590000592,None,"['3', '1']",1,"[0.006862600101158023, 0.1768548000836745]",22.68962590000592,None,,001,2022_Jan_24_1508,TMTAstop-A,2021.2.3,59.861492455473574,
11,['2'],TMTstop-A_1_1linestimulus8.png,TMTstop-A_1_1greenlinestimulus8.png,TMTstop-A_1_1redlinestimulus8.png,10,TMTstop-A_1_1.xlsx,0:26,,,,,,,,,,0,0,0,0,0,10,10,10,,,,,,,,,,,,,,,1,1,22.989791400032118,None,['2'],1,[0.05837069998960942],22.989791400032118,None,,001,2022_Jan_24_1508,TMTAstop-A,2021.2.3,59.861492455473574,
12,['3'],TMTstop-A_1_1linestimulus9.png,TMTstop-A_1_1greenlinestimulus9.png,TMTstop-A_1_1redlinestimulus9.png,10,TMTstop-A_1_1.xlsx,0:26,,,,,,,,,,0,0,0,0,0,11,11,11,,,,,,,,,,,,,,,3,1,23.13988899998367,None,"['1', '2', '3']",1,"[0.10399340000003576, 0.19635569991078228, 0.3035348999546841]",23.13988899998367,None,,001,2022_Jan_24_1508,TMTAstop-A,2021.2.3,59.861492455473574,
13,['2'],TMTstop-A_1_1linestimulus10.png,TMTstop-A_1_1greenlinestimulus10.png,TMTstop-A_1_1redlinestimulus10.png,1,TMTstop-A_1_1.xlsx,0:26,,,,,,,,,,0,0,0,0,0,12,12,12,,,,,,,,,,,,,,,2,1,23.540110200061463,None,"['1', '2']",1,"[0.09068090002983809, 0.20762600004673004]",23.540110200061463,None,,001,2022_Jan_24_1508,TMTAstop-A,2021.2.3,59.861492455473574,
14,['3'],TMTstop-A_1_1linestimulus11.png,TMTstop-A_1_1greenlinestimulus11.png,TMTstop-A_1_1redlinestimulus11.png,None,TMTstop-A_1_1.xlsx,0:26,,,,,,,,,,0,0,0,0,0,13,13,13,,,,,,,,,,,,,,,1,1,23.873477900051512,None,['3'],1,[-0.05020069994498044],23.873477900051512,None,,001,2022_Jan_24_1508,TMTAstop-A,2021.2.3,59.861492455473574,
15,['1'],TMTstop-A_1_1linestimulus12.png,TMTstop-A_1_1greenlinestimulus12.png,TMTstop-A_1_1redlinestimulus12.png,None,TMTstop-A_1_1.xlsx,0:26,,,,,,,,,,0,0,0,0,0,14,14,14,,,,,,,,,,,,,,,1,1,23.956992199993692,None,['1'],1,[0.012844999902881682],23.956992199993692,None,,001,2022_Jan_24_1508,TMTAstop-A,2021.2.3,59.861492455473574,
16,['3'],TMTstop-A_1_1linestimulus13.png,TMTstop-A_1_1greenlinestimulus13.png,TMTstop-A_1_1redlinestimulus13.png,None,TMTstop-A_1_1.xlsx,0:26,,,,,,,,,,0,0,0,0,0,15,15,15,,,,,,,,,,,,,,,2,1,24.05703689996153,None,"['2', '3']",1,"[-0.016957800020463765, 0.08142950001638383]",24.05703689996153,None,,001,2022_Jan_24_1508,TMTAstop-A,2021.2.3,59.861492455473574,
17,['2'],TMTstop-A_1_1linestimulus14.png,TMTstop-A_1_1greenlinestimulus14.png,TMTstop-A_1_1redlinestimulus14.png,None,TMTstop-A_1_1.xlsx,0:26,,,,,,,,,,0,0,0,0,0,16,16,16,,,,,,,,,,,,,,,2,1,24.240494800033048,None,"['1', '2']",1,"[0.4129016000078991, 0.5308297000592574]",24.240494800033048,None,,001,2022_Jan_24_1508,TMTAstop-A,2021.2.3,59.861492455473574,
18,['3'],TMTstop-A_1_1linestimulus15.png,TMTstop-A_1_1greenlinestimulus15.png,TMTstop-A_1_1redlinestimulus15.png,None,TMTstop-A_1_1.xlsx,0:26,,,,,,,,,,0,0,0,0,0,17,17,17,,,,,,,,,,,,,,,1,1,24.890771300066262,None,['3'],1,[-0.06025099998805672],24.890771300066262,None,,001,2022_Jan_24_1508,TMTAstop-A,2021.2.3,59.861492455473574,
19,['1'],TMTstop-A_1_1linestimulus16.png,TMTstop-A_1_1greenlinestimulus16.png,TMTstop-A_1_1redlinestimulus16.png,None,TMTstop-A_1_1.xlsx,0:26,,,,,,,,,,0,0,0,0,0,18,18,18,,,,,,,,,,,,,,,1,1,24.974316800013185,None,['1'],1,[0.07609190000221133],24.974316800013185,None,,001,2022_Jan_24_1508,TMTAstop-A,2021.2.3,59.861492455473574,
20,['3'],TMTstop-A_1_1linestimulus17.png,TMTstop-A_1_1greenlinestimulus17.png,TMTstop-A_1_1redlinestimulus17.png,None,TMTstop-A_1_1.xlsx,0:26,,,,,,,,,,0,0,0,0,0,19,19,19,,,,,,,,,,,,,,,2,1,25.140918700024486,None,"['2', '3']",1,"[-0.002838199958205223, 0.09276190004311502]",25.140918700024486,None,,001,2022_Jan_24_1508,TMTAstop-A,2021.2.3,59.861492455473574,
21,['1'],TMTstop-A_1_1linestimulus18.png,TMTstop-A_1_1greenlinestimulus18.png,TMTstop-A_1_1redlinestimulus18.png,None,TMTstop-A_1_1.xlsx,0:26,,,,,,,,,,0,0,0,0,0,20,20,20,,,,,,,,,,,,,,,1,1,25.32436890003737,None,['1'],1,[0.06491870002355427],25.32436890003737,None,,001,2022_Jan_24_1508,TMTAstop-A,2021.2.3,59.861492455473574,
22,['3'],TMTstop-A_1_1linestimulus19.png,TMTstop-A_1_1greenlinestimulus19.png,TMTstop-A_1_1redlinestimulus19.png,None,TMTstop-A_1_1.xlsx,0:26,,,,,,,,,,0,0,0,0,0,21,21,21,,,,,,,,,,,,,,,2,1,25.474299800000153,None,"['2', '3']",1,"[0.014214500086382031, 0.08745890005957335]",25.474299800000153,None,,001,2022_Jan_24_1508,TMTAstop-A,2021.2.3,59.861492455473574,
23,['1'],TMTstop-A_1_1linestimulus20.png,TMTstop-A_1_1greenlinestimulus20.png,TMTstop-A_1_1redlinestimulus20.png,None,TMTstop-A_1_1.xlsx,0:26,,,,,,,,,,0,0,0,0,0,22,22,22,,,,,,,,,,,,,,,1,1,25.674396499991417,None,['1'],1,[0.04790409991983324],25.674396499991417,None,,001,2022_Jan_24_1508,TMTAstop-A,2021.2.3,59.861492455473574,
24,['2'],TMTstop-A_1_1linestimulus21.png,TMTstop-A_1_1greenlinestimulus21.png,TMTstop-A_1_1redlinestimulus21.png,None,TMTstop-A_1_1.xlsx,0:26,,,,,,,,,,0,0,0,0,0,23,23,23,,,,,,,,,,,,,,,1,1,25.80782830005046,None,['2'],1,[-0.004714200040325522],25.80782830005046,None,,001,2022_Jan_24_1508,TMTAstop-A,2021.2.3,59.861492455473574,
25,['3'],TMTstop-A_1_1linestimulus22.png,TMTstop-A_1_1greenlinestimulus22.png,TMTstop-A_1_1redlinestimulus22.png,None,TMTstop-A_1_1.xlsx,0:26,,,,,,,,,,0,0,0,0,0,24,24,24,,,,,,,,,,,,,,,1,1,25.89120329997968,None,['3'],1,[-0.0020650000078603625],25.89120329997968,None,,001,2022_Jan_24_1508,TMTAstop-A,2021.2.3,59.861492455473574,
None,None,TMTstop-A_1_1linestimulus23.png,TMTstop-A_1_1greenlinestimulus23.png,TMTstop-A_1_1redlinestimulus23.png,None,TMTstop-A_1_1.xlsx,0:26,,,,,,,,,,0,0,0,0,0,25,25,25,,,,,,,,,,,,,,,0,1,25.974504700046964,None,None,1,,25.974504700046964,None,,001,2022_Jan_24_1508,TMTAstop-A,2021.2.3,59.861492455473574,
,,,,,,TMTstop-A_1_1.xlsx,0:26,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2022_Jan_24_1508,TMTAstop-A,2021.2.3,59.861492455473574,
1,['3'],TMTstop-A_1_2.png,TMTstop-A_1_2.png,TMTstop-A_1_2.png,10,TMTstop-A_1_2.xlsx,26:52,3,,,,,,,,,0,1,1,1,0,0,0,0,,,,,,,,,,,,,,,4,1,30.059842000016943,None,"['2', '1', '2', '3']",1,"[0.5174141000024974, 0.9591908000875264, 1.0512170000001788, 1.154957800055854]",30.059842000016943,None,,001,2022_Jan_24_1508,TMTAstop-A,2021.2.3,59.861492455473574,
2,['2'],TMTstop-A_1_2.png,TMTstop-A_1_2firstgreen.png,TMTstop-A_1_2firstred.png,10,TMTstop-A_1_2.xlsx,26:52,2,,,,,,,,,0,1,1,1,0,1,1,1,,,,,,,,,,,,,,,2,1,31.294105699984357,None,"['1', '2']",1,"[0.0761133999330923, 0.13625919993501157]",31.294105699984357,None,,001,2022_Jan_24_1508,TMTAstop-A,2021.2.3,59.861492455473574,
3,['3'],TMTstop-A_1_2linestimulus0.png,TMTstop-A_1_2greenlinestimulus0.png,TMTstop-A_1_2redlinestimulus0.png,10,TMTstop-A_1_2.xlsx,26:52,3,,,,,,,,,0,1,1,1,0,2,2,2,,,,,,,,,,,,,,,1,1,31.560585199971683,None,['3'],1,[-0.029771700035780668],31.560585199971683,None,,001,2022_Jan_24_1508,TMTAstop-A,2021.2.3,59.861492455473574,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,,,,,,,,,,,,,,
