NumberLetter,corrAns,StimFile,Correct_StimFile,False_StimFile,DurationTrial,Correct,restartpractice.thisRepN,restartpractice.thisTrialN,restartpractice.thisN,restartpractice.thisIndex,trials_practice.thisRepN,trials_practice.thisTrialN,trials_practice.thisN,trials_practice.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,trials_4.thisRepN,trials_4.thisTrialN,trials_4.thisN,trials_4.thisIndex,trials_5.thisRepN,trials_5.thisTrialN,trials_5.thisN,trials_5.thisIndex,Instruct.started,Instruct.stopped,image_2.started,image_2.stopped,key_resp_6.keys,key_resp_6.rt,key_resp_6.started,key_resp_6.stopped,polygon.started,polygon.stopped,Stim_practice.started,Stim_practice.stopped,key_resp_practice.keys,key_resp_practice.rt,key_resp_practice.started,key_resp_practice.stopped,text_5.started,text_5.stopped,key_resp_5.keys,key_resp_5.rt,key_resp_5.started,key_resp_5.stopped,Stim.started,Stim.stopped,key_resp_2.keys,key_resp_2.corr,key_resp_2.rt,key_resp_2.started,key_resp_2.stopped,participant,session,date,expName,psychopyVersion,frameRate,
21,['1'],TMTstop-A_1_1linestimulus18.png,TMTstop-A_1_1greenlinestimulus18.png,TMTstop-A_1_1redlinestimulus18.png,None,,,,,,,,,,0,20,20,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.01318769995123,None,['1'],1,[0.046980699989944696],22.01318769995123,None,,001,2022_Jan_12_1640,TMTAstop-A,2021.2.3,143.82715411510353,
22,['3'],TMTstop-A_1_1linestimulus19.png,TMTstop-A_1_1greenlinestimulus19.png,TMTstop-A_1_1redlinestimulus19.png,None,,,,,,,,,,0,21,21,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.145124499918893,None,"['2', '3']",1,"[-0.013569100061431527, 0.12495389999821782]",22.145124499918893,None,,001,2022_Jan_12_1640,TMTAstop-A,2021.2.3,143.82715411510353,
23,['1'],TMTstop-A_1_1linestimulus20.png,TMTstop-A_1_1greenlinestimulus20.png,TMTstop-A_1_1redlinestimulus20.png,None,,,,,,,,,,0,22,22,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.3463854000438,None,['1'],1,[0.0692296999040991],22.3463854000438,None,,001,2022_Jan_12_1640,TMTAstop-A,2021.2.3,143.82715411510353,
24,['2'],TMTstop-A_1_1linestimulus21.png,TMTstop-A_1_1greenlinestimulus21.png,TMTstop-A_1_1redlinestimulus21.png,None,,,,,,,,,,0,23,23,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.492280300008133,None,['2'],1,[-0.015936699928715825],22.492280300008133,None,,001,2022_Jan_12_1640,TMTAstop-A,2021.2.3,143.82715411510353,
25,['3'],TMTstop-A_1_1linestimulus22.png,TMTstop-A_1_1greenlinestimulus22.png,TMTstop-A_1_1redlinestimulus22.png,None,,,,,,,,,,0,24,24,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.575572399888188,None,['3'],1,[0.6405620998702943],22.575572399888188,None,,001,2022_Jan_12_1640,TMTAstop-A,2021.2.3,143.82715411510353,
None,None,TMTstop-A_1_1linestimulus23.png,TMTstop-A_1_1greenlinestimulus23.png,TMTstop-A_1_1redlinestimulus23.png,None,,,,,,,,,,0,25,25,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.29071979993023,None,None,1,,23.29071979993023,None,,001,2022_Jan_12_1640,TMTAstop-A,2021.2.3,143.82715411510353,
1,['3'],TMTstop-A_1_2.png,TMTstop-A_1_2.png,TMTstop-A_1_2.png,10,3,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,24.350442599970847,None,,,,,,,,,,,,,27.374385399976745,None,"['1', '2', '3']",1,"[0.3582342998124659, 0.498519399901852, 0.5551351998001337]",27.374385399976745,None,,001,2022_Jan_12_1640,TMTAstop-A,2021.2.3,143.82715411510353,
2,['2'],TMTstop-A_1_2.png,TMTstop-A_1_2firstgreen.png,TMTstop-A_1_2firstred.png,10,2,,,,,,,,,,,,,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.006173300091177,None,"['1', '2']",1,"[0.09346699994057417, 0.16702409996651113]",28.006173300091177,None,,001,2022_Jan_12_1640,TMTAstop-A,2021.2.3,143.82715411510353,
3,['3'],TMTstop-A_1_2linestimulus0.png,TMTstop-A_1_2greenlinestimulus0.png,TMTstop-A_1_2redlinestimulus0.png,10,3,,,,,,,,,,,,,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.25777280004695,None,['3'],1,[-0.02058420004323125],28.25777280004695,None,,001,2022_Jan_12_1640,TMTAstop-A,2021.2.3,143.82715411510353,
4,['1'],TMTstop-A_1_2linestimulus1.png,TMTstop-A_1_2greenlinestimulus1.png,TMTstop-A_1_2redlinestimulus1.png,10,1,,,,,,,,,,,,,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.32578990003094,None,['1'],1,[0.06714940001256764],28.32578990003094,None,,001,2022_Jan_12_1640,TMTAstop-A,2021.2.3,143.82715411510353,
5,['2'],TMTstop-A_1_2linestimulus2.png,TMTstop-A_1_2greenlinestimulus2.png,TMTstop-A_1_2redlinestimulus2.png,10,2,,,,,,,,,,,,,0,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.46435229992494,None,['2'],1,[-0.01340059982612729],28.46435229992494,None,,001,2022_Jan_12_1640,TMTAstop-A,2021.2.3,143.82715411510353,
6,['3'],TMTstop-A_1_2linestimulus3.png,TMTstop-A_1_2greenlinestimulus3.png,TMTstop-A_1_2redlinestimulus3.png,10,3,,,,,,,,,,,,,0,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.533847799990326,None,['3'],1,[0.056931099854409695],28.533847799990326,None,,001,2022_Jan_12_1640,TMTAstop-A,2021.2.3,143.82715411510353,
7,['2'],TMTstop-A_1_2linestimulus4.png,TMTstop-A_1_2greenlinestimulus4.png,TMTstop-A_1_2redlinestimulus4.png,10,2,,,,,,,,,,,,,0,6,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.672597700031474,None,"['1', '2']",1,"[0.04971339995972812, 0.1084793999325484]",28.672597700031474,None,,001,2022_Jan_12_1640,TMTAstop-A,2021.2.3,143.82715411510353,
8,['1'],TMTstop-A_1_2linestimulus5.png,TMTstop-A_1_2greenlinestimulus5.png,TMTstop-A_1_2redlinestimulus5.png,10,1,,,,,,,,,,,,,0,7,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.88140819990076,None,"['3', '1']",1,"[0.012413399992510676, 0.16677529993467033]",28.88140819990076,None,,001,2022_Jan_12_1640,TMTAstop-A,2021.2.3,143.82715411510353,
