NumberLetter,corrAns,StimFile,Correct_StimFile,False_StimFile,DurationTrial,Block_file,Condition_rows,Correct,restartpractice.thisRepN,restartpractice.thisTrialN,restartpractice.thisN,restartpractice.thisIndex,trials_practice.thisRepN,trials_practice.thisTrialN,trials_practice.thisN,trials_practice.thisIndex,Blocks_loop.thisRepN,Blocks_loop.thisTrialN,Blocks_loop.thisN,Blocks_loop.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,Instruct.started,Instruct.stopped,image_2.started,image_2.stopped,key_resp_6.keys,key_resp_6.rt,key_resp_6.started,key_resp_6.stopped,polygon.started,polygon.stopped,Stim_practice.started,Stim_practice.stopped,key_resp_practice.keys,key_resp_practice.rt,key_resp_practice.started,key_resp_practice.stopped,text_5.started,text_5.stopped,key_resp_5.keys,key_resp_5.rt,key_resp_5.started,key_resp_5.stopped,Stim.started,Stim.stopped,key_resp_2.keys,key_resp_2.corr,key_resp_2.rt,key_resp_2.started,key_resp_2.stopped,participant,session,date,expName,psychopyVersion,frameRate,
None,None,TMTstop-A_1_4linestimulus23.png,TMTstop-A_1_4greenlinestimulus23.png,TMTstop-A_1_4redlinestimulus23.png,None,TMTstop-A_1_4.xlsx,78:104,,,,,,,,,,0,3,3,3,0,25,25,25,,,,,,,,,,,,,,,,,,,,,,,62.03229040000588,None,"['3', '1', '2', '3']",0,"[0.02132170007098466, 0.15362310002092272, 0.21805220004171133, 0.3421036000363529]",62.03229040000588,None,,001,2022_Jan_24_1136,TMTAstop-A,2021.2.3,59.92706873222702,
,,,,,,TMTstop-A_1_4.xlsx,78:104,,,,,,,,,,0,3,3,3,,,,,,,,,,,,,63.16395930002909,None,,,,,,,,,,,,,,,,,,,,,001,2022_Jan_24_1136,TMTAstop-A,2021.2.3,59.92706873222702,
1,['2'],TMTstop-A_1_5.png,TMTstop-A_1_5.png,TMTstop-A_1_5.png,10,TMTstop-A_1_5.xlsx,104:130,,,,,,,,,,0,4,4,4,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,66.10053110006265,None,"['1', '2']",1,"[0.5591166999656707, 0.67048510001041]",66.10053110006265,None,,001,2022_Jan_24_1136,TMTAstop-A,2021.2.3,59.92706873222702,
2,['1'],TMTstop-A_1_5.png,TMTstop-A_1_5firstgreen.png,TMTstop-A_1_5firstred.png,10,TMTstop-A_1_5.xlsx,104:130,,,,,,,,,,0,4,4,4,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,66.85087059997022,None,"['3', '1']",1,"[-0.011191099998541176, 0.15738669992424548]",66.85087059997022,None,,001,2022_Jan_24_1136,TMTAstop-A,2021.2.3,59.92706873222702,
3,['3'],TMTstop-A_1_5linestimulus0.png,TMTstop-A_1_5greenlinestimulus0.png,TMTstop-A_1_5redlinestimulus0.png,10,TMTstop-A_1_5.xlsx,104:130,,,,,,,,,,0,4,4,4,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,67.13414980005473,None,"['2', '3']",1,"[-0.04830629995558411, 0.039242499973624945]",67.13414980005473,None,,001,2022_Jan_24_1136,TMTAstop-A,2021.2.3,59.92706873222702,
4,['2'],TMTstop-A_1_5linestimulus1.png,TMTstop-A_1_5greenlinestimulus1.png,TMTstop-A_1_5redlinestimulus1.png,10,TMTstop-A_1_5.xlsx,104:130,,,,,,,,,,0,4,4,4,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,,67.26771919999737,None,"['1', '2']",1,"[0.053358999895863235, 0.12817969999741763]",67.26771919999737,None,,001,2022_Jan_24_1136,TMTAstop-A,2021.2.3,59.92706873222702,
5,['3'],TMTstop-A_1_5linestimulus2.png,TMTstop-A_1_5greenlinestimulus2.png,TMTstop-A_1_5redlinestimulus2.png,10,TMTstop-A_1_5.xlsx,104:130,,,,,,,,,,0,4,4,4,0,4,4,4,,,,,,,,,,,,,,,,,,,,,,,67.50139390002005,None,['3'],1,[-0.028258799924515188],67.50139390002005,None,,001,2022_Jan_24_1136,TMTAstop-A,2021.2.3,59.92706873222702,
6,['1'],TMTstop-A_1_5linestimulus3.png,TMTstop-A_1_5greenlinestimulus3.png,TMTstop-A_1_5redlinestimulus3.png,10,TMTstop-A_1_5.xlsx,104:130,,,,,,,,,,0,4,4,4,0,5,5,5,,,,,,,,,,,,,,,,,,,,,,,67.58441060001496,None,['1'],1,[0.017580200103111565],67.58441060001496,None,,001,2022_Jan_24_1136,TMTAstop-A,2021.2.3,59.92706873222702,
7,['3'],TMTstop-A_1_5linestimulus4.png,TMTstop-A_1_5greenlinestimulus4.png,TMTstop-A_1_5redlinestimulus4.png,10,TMTstop-A_1_5.xlsx,104:130,,,,,,,,,,0,4,4,4,0,6,6,6,,,,,,,,,,,,,,,,,,,,,,,67.68462760001421,None,"['2', '3']",1,"[0.0027709000278264284, 0.08676660002674907]",67.68462760001421,None,,001,2022_Jan_24_1136,TMTAstop-A,2021.2.3,59.92706873222702,
8,['2'],TMTstop-A_1_5linestimulus5.png,TMTstop-A_1_5greenlinestimulus5.png,TMTstop-A_1_5redlinestimulus5.png,10,TMTstop-A_1_5.xlsx,104:130,,,,,,,,,,0,4,4,4,0,7,7,7,,,,,,,,,,,,,,,,,,,,,,,67.88455980003346,None,"['1', '2']",1,"[0.025109100039117038, 0.09910770005080849]",67.88455980003346,None,,001,2022_Jan_24_1136,TMTAstop-A,2021.2.3,59.92706873222702,
9,['1'],TMTstop-A_1_5linestimulus6.png,TMTstop-A_1_5greenlinestimulus6.png,TMTstop-A_1_5redlinestimulus6.png,10,TMTstop-A_1_5.xlsx,104:130,,,,,,,,,,0,4,4,4,0,8,8,8,,,,,,,,,,,,,,,,,,,,,,,68.10153210000135,None,"['3', '1']",1,"[-0.02720379992388189, 0.11063580005429685]",68.10153210000135,None,,001,2022_Jan_24_1136,TMTAstop-A,2021.2.3,59.92706873222702,
10,['3'],TMTstop-A_1_5linestimulus7.png,TMTstop-A_1_5greenlinestimulus7.png,TMTstop-A_1_5redlinestimulus7.png,10,TMTstop-A_1_5.xlsx,104:130,,,,,,,,,,0,4,4,4,0,9,9,9,,,,,,,,,,,,,,,,,,,,,,,68.33488260000013,None,"['2', '3']",1,"[-0.05042790004517883, 0.060473699937574565]",68.33488260000013,None,,001,2022_Jan_24_1136,TMTAstop-A,2021.2.3,59.92706873222702,
11,['2'],TMTstop-A_1_5linestimulus8.png,TMTstop-A_1_5greenlinestimulus8.png,TMTstop-A_1_5redlinestimulus8.png,10,TMTstop-A_1_5.xlsx,104:130,,,,,,,,,,0,4,4,4,0,10,10,10,,,,,,,,,,,,,,,,,,,,,,,68.51830290001817,None,"['1', '2']",1,"[-0.004114100011065602, 0.06697280006483197]",68.51830290001817,None,,001,2022_Jan_24_1136,TMTAstop-A,2021.2.3,59.92706873222702,
12,['3'],TMTstop-A_1_5linestimulus9.png,TMTstop-A_1_5greenlinestimulus9.png,TMTstop-A_1_5redlinestimulus9.png,10,TMTstop-A_1_5.xlsx,104:130,,,,,,,,,,0,4,4,4,0,11,11,11,,,,,,,,,,,,,,,,,,,,,,,68.70187009999063,None,['3'],1,[-0.03506560006644577],68.70187009999063,None,,001,2022_Jan_24_1136,TMTAstop-A,2021.2.3,59.92706873222702,
13,['1'],TMTstop-A_1_5linestimulus10.png,TMTstop-A_1_5greenlinestimulus10.png,TMTstop-A_1_5redlinestimulus10.png,1,TMTstop-A_1_5.xlsx,104:130,,,,,,,,,,0,4,4,4,0,12,12,12,,,,,,,,,,,,,,,,,,,,,,,68.78528499999084,None,['1'],1,[0.00608500000089407],68.78528499999084,None,,001,2022_Jan_24_1136,TMTAstop-A,2021.2.3,59.92706873222702,
14,['3'],TMTstop-A_1_5linestimulus11.png,TMTstop-A_1_5greenlinestimulus11.png,TMTstop-A_1_5redlinestimulus11.png,None,TMTstop-A_1_5.xlsx,104:130,,,,,,,,,,0,4,4,4,0,13,13,13,,,,,,,,,,,,,,,,,,,,,,,68.88506840006448,None,"['2', '3']",1,"[-0.02035699994303286, 0.06075730000156909]",68.88506840006448,None,,001,2022_Jan_24_1136,TMTAstop-A,2021.2.3,59.92706873222702,
15,['1'],TMTstop-A_1_5linestimulus12.png,TMTstop-A_1_5greenlinestimulus12.png,TMTstop-A_1_5redlinestimulus12.png,None,TMTstop-A_1_5.xlsx,104:130,,,,,,,,,,0,4,4,4,0,14,14,14,,,,,,,,,,,,,,,,,,,,,,,69.05132920003962,None,['1'],1,[0.03743600007146597],69.05132920003962,None,,001,2022_Jan_24_1136,TMTAstop-A,2021.2.3,59.92706873222702,
16,['3'],TMTstop-A_1_5linestimulus13.png,TMTstop-A_1_5greenlinestimulus13.png,TMTstop-A_1_5redlinestimulus13.png,None,TMTstop-A_1_5.xlsx,104:130,,,,,,,,,,0,4,4,4,0,15,15,15,,,,,,,,,,,,,,,,,,,,,,,69.20190089999232,None,"['2', '3']",1,"[-0.03918970003724098, 0.04289659997448325]",69.20190089999232,None,,001,2022_Jan_24_1136,TMTAstop-A,2021.2.3,59.92706873222702,
17,['2'],TMTstop-A_1_5linestimulus14.png,TMTstop-A_1_5greenlinestimulus14.png,TMTstop-A_1_5redlinestimulus14.png,None,TMTstop-A_1_5.xlsx,104:130,,,,,,,,,,0,4,4,4,0,16,16,16,,,,,,,,,,,,,,,,,,,,,,,69.33542739995755,None,"['1', '2']",1,"[0.04722780000884086, 0.10628820001147687]",69.33542739995755,None,,001,2022_Jan_24_1136,TMTAstop-A,2021.2.3,59.92706873222702,
18,['1'],TMTstop-A_1_5linestimulus15.png,TMTstop-A_1_5greenlinestimulus15.png,TMTstop-A_1_5redlinestimulus15.png,None,TMTstop-A_1_5.xlsx,104:130,,,,,,,,,,0,4,4,4,0,17,17,17,,,,,,,,,,,,,,,,,,,,,,,69.56883730005939,None,"['3', '1']",1,"[0.005597400013357401, 0.1500629000365734]",69.56883730005939,None,,001,2022_Jan_24_1136,TMTAstop-A,2021.2.3,59.92706873222702,
19,['3'],TMTstop-A_1_5linestimulus16.png,TMTstop-A_1_5greenlinestimulus16.png,TMTstop-A_1_5redlinestimulus16.png,None,TMTstop-A_1_5.xlsx,104:130,,,,,,,,,,0,4,4,4,0,18,18,18,,,,,,,,,,,,,,,,,,,,,,,69.81897190003656,None,"['2', '3']",1,"[-0.019596599973738194, 0.06773620005697012]",69.81897190003656,None,,001,2022_Jan_24_1136,TMTAstop-A,2021.2.3,59.92706873222702,
20,['1'],TMTstop-A_1_5linestimulus17.png,TMTstop-A_1_5greenlinestimulus17.png,TMTstop-A_1_5redlinestimulus17.png,None,TMTstop-A_1_5.xlsx,104:130,,,,,,,,,,0,4,4,4,0,19,19,19,,,,,,,,,,,,,,,,,,,,,,,70.00228190002963,None,['1'],1,[0.04211779998149723],70.00228190002963,None,,001,2022_Jan_24_1136,TMTAstop-A,2021.2.3,59.92706873222702,
21,['2'],TMTstop-A_1_5linestimulus18.png,TMTstop-A_1_5greenlinestimulus18.png,TMTstop-A_1_5redlinestimulus18.png,None,TMTstop-A_1_5.xlsx,104:130,,,,,,,,,,0,4,4,4,0,20,20,20,,,,,,,,,,,,,,,,,,,,,,,70.135780600016,None,['2'],1,[-0.004973799921572208],70.135780600016,None,,001,2022_Jan_24_1136,TMTAstop-A,2021.2.3,59.92706873222702,
22,['3'],TMTstop-A_1_5linestimulus19.png,TMTstop-A_1_5greenlinestimulus19.png,TMTstop-A_1_5redlinestimulus19.png,None,TMTstop-A_1_5.xlsx,104:130,,,,,,,,,,0,4,4,4,0,21,21,21,,,,,,,,,,,,,,,,,,,,,,,70.21926739998162,None,['3'],1,[-0.005663400050252676],70.21926739998162,None,,001,2022_Jan_24_1136,TMTAstop-A,2021.2.3,59.92706873222702,
23,['2'],TMTstop-A_1_5linestimulus20.png,TMTstop-A_1_5greenlinestimulus20.png,TMTstop-A_1_5redlinestimulus20.png,None,TMTstop-A_1_5.xlsx,104:130,,,,,,,,,,0,4,4,4,0,22,22,22,,,,,,,,,,,,,,,,,,,,,,,70.30242930003442,None,"['1', '2']",1,"[0.04808970005251467, 0.12183930003084242]",70.30242930003442,None,,001,2022_Jan_24_1136,TMTAstop-A,2021.2.3,59.92706873222702,
24,['3'],TMTstop-A_1_5linestimulus21.png,TMTstop-A_1_5greenlinestimulus21.png,TMTstop-A_1_5redlinestimulus21.png,None,TMTstop-A_1_5.xlsx,104:130,,,,,,,,,,0,4,4,4,0,23,23,23,,,,,,,,,,,,,,,,,,,,,,,70.53626920003444,None,['3'],1,[-0.005511599942110479],70.53626920003444,None,,001,2022_Jan_24_1136,TMTAstop-A,2021.2.3,59.92706873222702,
25,['2'],TMTstop-A_1_5linestimulus22.png,TMTstop-A_1_5greenlinestimulus22.png,TMTstop-A_1_5redlinestimulus22.png,None,TMTstop-A_1_5.xlsx,104:130,,,,,,,,,,0,4,4,4,0,24,24,24,,,,,,,,,,,,,,,,,,,,,,,70.61946980003268,None,"['1', '2']",1,"[0.04374600003939122, 0.11911339999642223]",70.61946980003268,None,,001,2022_Jan_24_1136,TMTAstop-A,2021.2.3,59.92706873222702,
None,None,TMTstop-A_1_5linestimulus23.png,TMTstop-A_1_5greenlinestimulus23.png,TMTstop-A_1_5redlinestimulus23.png,None,TMTstop-A_1_5.xlsx,104:130,,,,,,,,,,0,4,4,4,0,25,25,25,,,,,,,,,,,,,,,,,,,,,,,70.85275049996562,None,"['3', '1', '2']",0,"[-0.01305730000603944, 0.1063473999965936, 0.17428939999081194]",70.85275049996562,None,,001,2022_Jan_24_1136,TMTAstop-A,2021.2.3,59.92706873222702,
,,,,,,TMTstop-A_1_5.xlsx,104:130,,,,,,,,,,0,4,4,4,,,,,,,,,,,,,71.9849542999873,None,,,,,,,,,,,,,,,,,,,,,001,2022_Jan_24_1136,TMTAstop-A,2021.2.3,59.92706873222702,
1,['1'],TMTstop-A_1_6.png,TMTstop-A_1_6.png,TMTstop-A_1_6.png,10,TMTstop-A_1_6.xlsx,130:156,1,,,,,,,,,0,5,5,5,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,74.93788069998845,None,['1'],1,[0.3150277999229729],74.93788069998845,None,,001,2022_Jan_24_1136,TMTAstop-A,2021.2.3,59.92706873222702,
2,['2'],TMTstop-A_1_6.png,TMTstop-A_1_6firstgreen.png,TMTstop-A_1_6firstred.png,10,TMTstop-A_1_6.xlsx,130:156,2,,,,,,,,,0,5,5,5,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,75.33822509995662,None,['2'],1,[0.03919529996346682],75.33822509995662,None,,001,2022_Jan_24_1136,TMTAstop-A,2021.2.3,59.92706873222702,
3,['3'],TMTstop-A_1_6linestimulus0.png,TMTstop-A_1_6greenlinestimulus0.png,TMTstop-A_1_6redlinestimulus0.png,10,TMTstop-A_1_6.xlsx,130:156,3,,,,,,,,,0,5,5,5,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,75.47169859998394,None,['3'],1,[-0.03446690004784614],75.47169859998394,None,,001,2022_Jan_24_1136,TMTAstop-A,2021.2.3,59.92706873222702,
4,['1'],TMTstop-A_1_6linestimulus1.png,TMTstop-A_1_6greenlinestimulus1.png,TMTstop-A_1_6redlinestimulus1.png,10,TMTstop-A_1_6.xlsx,130:156,1,,,,,,,,,0,5,5,5,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,,75.55494120006915,None,['1'],1,[0.03819829993881285],75.55494120006915,None,,001,2022_Jan_24_1136,TMTAstop-A,2021.2.3,59.92706873222702,
5,['3'],TMTstop-A_1_6linestimulus2.png,TMTstop-A_1_6greenlinestimulus2.png,TMTstop-A_1_6redlinestimulus2.png,10,TMTstop-A_1_6.xlsx,130:156,3,,,,,,,,,0,5,5,5,0,4,4,4,,,,,,,,,,,,,,,,,,,,,,,75.68832459999248,None,"['2', '3']",1,"[-0.009259000071324408, 0.04157089989166707]",75.68832459999248,None,,001,2022_Jan_24_1136,TMTAstop-A,2021.2.3,59.92706873222702,
6,['1'],TMTstop-A_1_6linestimulus3.png,TMTstop-A_1_6greenlinestimulus3.png,TMTstop-A_1_6redlinestimulus3.png,10,TMTstop-A_1_6.xlsx,130:156,1,,,,,,,,,0,5,5,5,0,5,5,5,,,,,,,,,,,,,,,,,,,,,,,75.82161370001268,None,['1'],1,[0.04338990000542253],75.82161370001268,None,,001,2022_Jan_24_1136,TMTAstop-A,2021.2.3,59.92706873222702,
7,['3'],TMTstop-A_1_6linestimulus4.png,TMTstop-A_1_6greenlinestimulus4.png,TMTstop-A_1_6redlinestimulus4.png,10,TMTstop-A_1_6.xlsx,130:156,3,,,,,,,,,0,5,5,5,0,6,6,6,,,,,,,,,,,,,,,,,,,,,,,75.95512289996259,None,"['2', '3']",1,"[-0.06364499998744577, 0.05247839994262904]",75.95512289996259,None,,001,2022_Jan_24_1136,TMTAstop-A,2021.2.3,59.92706873222702,
8,['1'],TMTstop-A_1_6linestimulus5.png,TMTstop-A_1_6greenlinestimulus5.png,TMTstop-A_1_6redlinestimulus5.png,10,TMTstop-A_1_6.xlsx,130:156,1,,,,,,,,,0,5,5,5,0,7,7,7,,,,,,,,,,,,,,,,,,,,,,,76.13848850002978,None,['1'],1,[0.00685400003567338],76.13848850002978,None,,001,2022_Jan_24_1136,TMTAstop-A,2021.2.3,59.92706873222702,
9,['2'],TMTstop-A_1_6linestimulus6.png,TMTstop-A_1_6greenlinestimulus6.png,TMTstop-A_1_6redlinestimulus6.png,10,TMTstop-A_1_6.xlsx,130:156,2,,,,,,,,,0,5,5,5,0,8,8,8,,,,,,,,,,,,,,,,,,,,,,,76.23855790006928,None,['2'],1,[-0.043617699993774295],76.23855790006928,None,,001,2022_Jan_24_1136,TMTAstop-A,2021.2.3,59.92706873222702,
10,['3'],TMTstop-A_1_6linestimulus7.png,TMTstop-A_1_6greenlinestimulus7.png,TMTstop-A_1_6redlinestimulus7.png,10,TMTstop-A_1_6.xlsx,130:156,3,,,,,,,,,0,5,5,5,0,9,9,9,,,,,,,,,,,,,,,,,,,,,,,76.32191010005772,None,['3'],1,[-0.026015999959781766],76.32191010005772,None,,001,2022_Jan_24_1136,TMTAstop-A,2021.2.3,59.92706873222702,
11,['1'],TMTstop-A_1_6linestimulus8.png,TMTstop-A_1_6greenlinestimulus8.png,TMTstop-A_1_6redlinestimulus8.png,10,TMTstop-A_1_6.xlsx,130:156,1,,,,,,,,,0,5,5,5,0,10,10,10,,,,,,,,,,,,,,,,,,,,,,,76.40675890003331,None,['1'],1,[0.01493040006607771],76.40675890003331,None,,001,2022_Jan_24_1136,TMTAstop-A,2021.2.3,59.92706873222702,
12,['3'],TMTstop-A_1_6linestimulus9.png,TMTstop-A_1_6greenlinestimulus9.png,TMTstop-A_1_6redlinestimulus9.png,10,TMTstop-A_1_6.xlsx,130:156,3,,,,,,,,,0,5,5,5,0,11,11,11,,,,,,,,,,,,,,,,,,,,,,,76.50527580000926,None,"['2', '3']",1,"[-0.01914240000769496, 0.07307309994939715]",76.50527580000926,None,,001,2022_Jan_24_1136,TMTAstop-A,2021.2.3,59.92706873222702,
13,['2'],TMTstop-A_1_6linestimulus10.png,TMTstop-A_1_6greenlinestimulus10.png,TMTstop-A_1_6redlinestimulus10.png,1,TMTstop-A_1_6.xlsx,130:156,2,,,,,,,,,0,5,5,5,0,12,12,12,,,,,,,,,,,,,,,,,,,,,,,76.68886049999855,None,"['1', '2']",1,"[0.01864729996304959, 0.09099099994637072]",76.68886049999855,None,,001,2022_Jan_24_1136,TMTAstop-A,2021.2.3,59.92706873222702,
14,['3'],TMTstop-A_1_6linestimulus11.png,TMTstop-A_1_6greenlinestimulus11.png,TMTstop-A_1_6redlinestimulus11.png,None,TMTstop-A_1_6.xlsx,130:156,3,,,,,,,,,0,5,5,5,0,13,13,13,,,,,,,,,,,,,,,,,,,,,,,76.90552410006057,None,['3'],1,[-0.03927539999131113],76.90552410006057,None,,001,2022_Jan_24_1136,TMTAstop-A,2021.2.3,59.92706873222702,
15,['2'],TMTstop-A_1_6linestimulus12.png,TMTstop-A_1_6greenlinestimulus12.png,TMTstop-A_1_6redlinestimulus12.png,None,TMTstop-A_1_6.xlsx,130:156,2,,,,,,,,,0,5,5,5,0,14,14,14,,,,,,,,,,,,,,,,,,,,,,,76.97286179999355,None,"['1', '2']",1,"[0.025569799938239157, 0.12365919991862029]",76.97286179999355,None,,001,2022_Jan_24_1136,TMTAstop-A,2021.2.3,59.92706873222702,
16,['1'],TMTstop-A_1_6linestimulus13.png,TMTstop-A_1_6greenlinestimulus13.png,TMTstop-A_1_6redlinestimulus13.png,None,TMTstop-A_1_6.xlsx,130:156,1,,,,,,,,,0,5,5,5,0,15,15,15,,,,,,,,,,,,,,,,,,,,,,,77.18900750007015,None,"['3', '1']",1,"[-0.03159380005672574, 0.13011429994367063]",77.18900750007015,None,,001,2022_Jan_24_1136,TMTAstop-A,2021.2.3,59.92706873222702,
17,['3'],TMTstop-A_1_6linestimulus14.png,TMTstop-A_1_6greenlinestimulus14.png,TMTstop-A_1_6redlinestimulus14.png,None,TMTstop-A_1_6.xlsx,130:156,3,,,,,,,,,0,5,5,5,0,16,16,16,,,,,,,,,,,,,,,,,,,,,,,77.42400170001201,None,"['2', '3']",1,"[-0.0004681999562308192, 0.08425329998135567]",77.42400170001201,None,,001,2022_Jan_24_1136,TMTAstop-A,2021.2.3,59.92706873222702,
18,['1'],TMTstop-A_1_6linestimulus15.png,TMTstop-A_1_6greenlinestimulus15.png,TMTstop-A_1_6redlinestimulus15.png,None,TMTstop-A_1_6.xlsx,130:156,1,,,,,,,,,0,5,5,5,0,17,17,17,,,,,,,,,,,,,,,,,,,,,,,77.60584630002268,None,['1'],1,[0.046335100079886615],77.60584630002268,None,,001,2022_Jan_24_1136,TMTAstop-A,2021.2.3,59.92706873222702,
19,['2'],TMTstop-A_1_6linestimulus16.png,TMTstop-A_1_6greenlinestimulus16.png,TMTstop-A_1_6redlinestimulus16.png,None,TMTstop-A_1_6.xlsx,130:156,2,,,,,,,,,0,5,5,5,0,18,18,18,,,,,,,,,,,,,,,,,,,,,,,77.73939410003368,None,['2'],1,[-0.024422299931757152],77.73939410003368,None,,001,2022_Jan_24_1136,TMTAstop-A,2021.2.3,59.92706873222702,
20,['3'],TMTstop-A_1_6linestimulus17.png,TMTstop-A_1_6greenlinestimulus17.png,TMTstop-A_1_6redlinestimulus17.png,None,TMTstop-A_1_6.xlsx,130:156,3,,,,,,,,,0,5,5,5,0,19,19,19,,,,,,,,,,,,,,,,,,,,,,,77.82268390001263,None,['3'],1,[0.00730579998344183],77.82268390001263,None,,001,2022_Jan_24_1136,TMTAstop-A,2021.2.3,59.92706873222702,
21,['2'],TMTstop-A_1_6linestimulus18.png,TMTstop-A_1_6greenlinestimulus18.png,TMTstop-A_1_6redlinestimulus18.png,None,TMTstop-A_1_6.xlsx,130:156,2,,,,,,,,,0,5,5,5,0,20,20,20,,,,,,,,,,,,,,,,,,,,,,,77.92312659998424,None,"['1', '2']",1,"[0.0748199000954628, 0.13747760001569986]",77.92312659998424,None,,001,2022_Jan_24_1136,TMTAstop-A,2021.2.3,59.92706873222702,
22,['3'],TMTstop-A_1_6linestimulus19.png,TMTstop-A_1_6greenlinestimulus19.png,TMTstop-A_1_6redlinestimulus19.png,None,TMTstop-A_1_6.xlsx,130:156,3,,,,,,,,,0,5,5,5,0,21,21,21,,,,,,,,,,,,,,,,,,,,,,,78.18940030003432,None,['3'],1,[-0.02681990002747625],78.18940030003432,None,,001,2022_Jan_24_1136,TMTAstop-A,2021.2.3,59.92706873222702,
23,['1'],TMTstop-A_1_6linestimulus20.png,TMTstop-A_1_6greenlinestimulus20.png,TMTstop-A_1_6redlinestimulus20.png,None,TMTstop-A_1_6.xlsx,130:156,1,,,,,,,,,0,5,5,5,0,22,22,22,,,,,,,,,,,,,,,,,,,,,,,78.25649539998267,None,['1'],1,[0.0353567999554798],78.25649539998267,None,,001,2022_Jan_24_1136,TMTAstop-A,2021.2.3,59.92706873222702,
24,['2'],TMTstop-A_1_6linestimulus21.png,TMTstop-A_1_6greenlinestimulus21.png,TMTstop-A_1_6redlinestimulus21.png,None,TMTstop-A_1_6.xlsx,130:156,2,,,,,,,,,0,5,5,5,0,23,23,23,,,,,,,,,,,,,,,,,,,,,,,78.38963260001037,None,['2'],1,[-0.03071079996880144],78.38963260001037,None,,001,2022_Jan_24_1136,TMTAstop-A,2021.2.3,59.92706873222702,
25,['3'],TMTstop-A_1_6linestimulus22.png,TMTstop-A_1_6greenlinestimulus22.png,TMTstop-A_1_6redlinestimulus22.png,None,TMTstop-A_1_6.xlsx,130:156,3,,,,,,,,,0,5,5,5,0,24,24,24,,,,,,,,,,,,,,,,,,,,,,,78.47291170002427,None,['3'],1,[-0.009030699962750077],78.47291170002427,None,,001,2022_Jan_24_1136,TMTAstop-A,2021.2.3,59.92706873222702,
None,None,TMTstop-A_1_6linestimulus23.png,TMTstop-A_1_6greenlinestimulus23.png,TMTstop-A_1_6redlinestimulus23.png,None,TMTstop-A_1_6.xlsx,130:156,None,,,,,,,,,0,5,5,5,0,25,25,25,,,,,,,,,,,,,,,,,,,,,,,78.55630299996119,None,"['1', '2', '3', '1', '2', '3']",0,"[0.027256099972873926, 0.10473120003007352, 0.21543470001779497, 0.3534131000051275, 0.4221071000210941, 0.5521776999812573]",78.55630299996119,None,,001,2022_Jan_24_1136,TMTAstop-A,2021.2.3,59.92706873222702,
,,,,,,TMTstop-A_1_6.xlsx,130:156,,,,,,,,,,0,5,5,5,,,,,,,,,,,,,79.72162850003224,None,,,,,,,,,,,,,,,,,,,,,001,2022_Jan_24_1136,TMTAstop-A,2021.2.3,59.92706873222702,
