NumberLetter,corrAns,StimFile,Correct_StimFile,False_StimFile,DurationTrial,Block_file,Condition_rows,Correct,restartpractice.thisRepN,restartpractice.thisTrialN,restartpractice.thisN,restartpractice.thisIndex,trials_practice.thisRepN,trials_practice.thisTrialN,trials_practice.thisN,trials_practice.thisIndex,Blocks_loop.thisRepN,Blocks_loop.thisTrialN,Blocks_loop.thisN,Blocks_loop.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,Instruct.started,Instruct.stopped,image_2.started,image_2.stopped,key_resp_6.keys,key_resp_6.rt,key_resp_6.started,key_resp_6.stopped,polygon.started,polygon.stopped,Stim_practice.started,Stim_practice.stopped,key_resp_practice.keys,key_resp_practice.rt,key_resp_practice.started,key_resp_practice.stopped,text_5.started,text_5.stopped,key_resp_5.keys,key_resp_5.rt,key_resp_5.started,key_resp_5.stopped,Stim.started,Stim.stopped,key_resp_2.keys,key_resp_2.corr,key_resp_2.rt,key_resp_2.started,key_resp_2.stopped,participant,session,date,expName,psychopyVersion,frameRate,
10,['3'],TMTstop-A_1_practicelinestimulus7.png,TMTstop-A_1_practicegreenlinestimulus7.png,TMTstop-A_1_practiceredlinestimulus7.png,10,,,,0,0,0,0,0,9,9,9,,,,,,,,,,,,,,,,,,,14.609997999970801,None,3,0.27946919994428754,14.609997999970801,None,,,,,,,,,,,,,,,001,2022_Jan_24_1136,TMTAstop-A,2021.2.3,59.92706873222702,
11,['1'],TMTstop-A_1_practicelinestimulus8.png,TMTstop-A_1_practicegreenlinestimulus8.png,TMTstop-A_1_practiceredlinestimulus8.png,10,,,,0,0,0,0,0,10,10,10,,,,,,,,,,,,,,,,,,,15.01034180005081,None,1,0.00625390000641346,15.01034180005081,None,,,,,,,,,,,,,,,001,2022_Jan_24_1136,TMTAstop-A,2021.2.3,59.92706873222702,
12,['2'],TMTstop-A_1_practicelinestimulus9.png,TMTstop-A_1_practicegreenlinestimulus9.png,TMTstop-A_1_practiceredlinestimulus9.png,10,,,,0,0,0,0,0,11,11,11,,,,,,,,,,,,,,,,,,,15.11233130004257,None,2,0.263495699968189,15.11233130004257,None,,,,,,,,,,,,,,,001,2022_Jan_24_1136,TMTAstop-A,2021.2.3,59.92706873222702,
None,None,TMTstop-A_1_practicelinestimulus10.png,TMTstop-A_1_practicegreenlinestimulus10.png,TMTstop-A_1_practiceredlinestimulus10.png,None,,,,0,0,0,0,0,12,12,12,,,,,,,,,,,,,,,,,,,15.47708970005624,None,3,0.650204399949871,15.47708970005624,None,,,,,,,,,,,,,,,001,2022_Jan_24_1136,TMTAstop-A,2021.2.3,59.92706873222702,
,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.607757700025104,None,2,2.4955863000359386,16.607757700025104,None,,,,,,,,,001,2022_Jan_24_1136,TMTAstop-A,2021.2.3,59.92706873222702,
1,['2'],TMTstop-A_1_1.png,TMTstop-A_1_1.png,TMTstop-A_1_1.png,10,TMTstop-A_1_1.xlsx,0:26,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,19.19199259998277,None,,,,,,,,,,,,,22.246156500070356,None,['2'],1,[0.6280926000326872],22.246156500070356,None,,001,2022_Jan_24_1136,TMTAstop-A,2021.2.3,59.92706873222702,
2,['1'],TMTstop-A_1_1.png,TMTstop-A_1_1firstgreen.png,TMTstop-A_1_1firstred.png,10,TMTstop-A_1_1.xlsx,0:26,,,,,,,,,,0,0,0,0,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,22.963781200000085,None,"['3', '1']",1,"[0.13269699993543327, 0.1423198999837041]",22.963781200000085,None,,001,2022_Jan_24_1136,TMTAstop-A,2021.2.3,59.92706873222702,
3,['2'],TMTstop-A_1_1linestimulus0.png,TMTstop-A_1_1greenlinestimulus0.png,TMTstop-A_1_1redlinestimulus0.png,10,TMTstop-A_1_1.xlsx,0:26,,,,,,,,,,0,0,0,0,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,23.23073050007224,None,['2'],1,[-0.01664320006966591],23.23073050007224,None,,001,2022_Jan_24_1136,TMTAstop-A,2021.2.3,59.92706873222702,
4,['3'],TMTstop-A_1_1linestimulus1.png,TMTstop-A_1_1greenlinestimulus1.png,TMTstop-A_1_1redlinestimulus1.png,10,TMTstop-A_1_1.xlsx,0:26,,,,,,,,,,0,0,0,0,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,,23.31408639997244,None,['3'],1,[-0.012520599993877113],23.31408639997244,None,,001,2022_Jan_24_1136,TMTAstop-A,2021.2.3,59.92706873222702,
5,['2'],TMTstop-A_1_1linestimulus2.png,TMTstop-A_1_1greenlinestimulus2.png,TMTstop-A_1_1redlinestimulus2.png,10,TMTstop-A_1_1.xlsx,0:26,,,,,,,,,,0,0,0,0,0,4,4,4,,,,,,,,,,,,,,,,,,,,,,,23.39938620000612,None,"['1', '2']",1,"[0.05348890007007867, 0.10921570006757975]",23.39938620000612,None,,001,2022_Jan_24_1136,TMTAstop-A,2021.2.3,59.92706873222702,
6,['3'],TMTstop-A_1_1linestimulus3.png,TMTstop-A_1_1greenlinestimulus3.png,TMTstop-A_1_1redlinestimulus3.png,10,TMTstop-A_1_1.xlsx,0:26,,,,,,,,,,0,0,0,0,0,5,5,5,,,,,,,,,,,,,,,,,,,,,,,23.597403799998574,None,['3'],1,[0.0029061000095680356],23.597403799998574,None,,001,2022_Jan_24_1136,TMTAstop-A,2021.2.3,59.92706873222702,
7,['2'],TMTstop-A_1_1linestimulus4.png,TMTstop-A_1_1greenlinestimulus4.png,TMTstop-A_1_1redlinestimulus4.png,10,TMTstop-A_1_1.xlsx,0:26,,,,,,,,,,0,0,0,0,0,6,6,6,,,,,,,,,,,,,,,,,,,,,,,23.69750540005043,None,"['1', '2']",1,"[0.06903829996008426, 0.11766069999430329]",23.69750540005043,None,,001,2022_Jan_24_1136,TMTAstop-A,2021.2.3,59.92706873222702,
8,['1'],TMTstop-A_1_1linestimulus5.png,TMTstop-A_1_1greenlinestimulus5.png,TMTstop-A_1_1redlinestimulus5.png,10,TMTstop-A_1_1.xlsx,0:26,,,,,,,,,,0,0,0,0,0,7,7,7,,,,,,,,,,,,,,,,,,,,,,,23.9143911000574,None,"['3', '1']",1,"[0.007365299970842898, 0.16007730003912002]",23.9143911000574,None,,001,2022_Jan_24_1136,TMTAstop-A,2021.2.3,59.92706873222702,
9,['2'],TMTstop-A_1_1linestimulus6.png,TMTstop-A_1_1greenlinestimulus6.png,TMTstop-A_1_1redlinestimulus6.png,10,TMTstop-A_1_1.xlsx,0:26,,,,,,,,,,0,0,0,0,0,8,8,8,,,,,,,,,,,,,,,,,,,,,,,24.164224000065587,None,['2'],1,[-0.038695700000971556],24.164224000065587,None,,001,2022_Jan_24_1136,TMTAstop-A,2021.2.3,59.92706873222702,
10,['1'],TMTstop-A_1_1linestimulus7.png,TMTstop-A_1_1greenlinestimulus7.png,TMTstop-A_1_1redlinestimulus7.png,10,TMTstop-A_1_1.xlsx,0:26,,,,,,,,,,0,0,0,0,0,9,9,9,,,,,,,,,,,,,,,,,,,,,,,24.24781279999297,None,"['3', '1']",1,"[-0.01930090005043894, 0.1371979999821633]",24.24781279999297,None,,001,2022_Jan_24_1136,TMTAstop-A,2021.2.3,59.92706873222702,
11,['2'],TMTstop-A_1_1linestimulus8.png,TMTstop-A_1_1greenlinestimulus8.png,TMTstop-A_1_1redlinestimulus8.png,10,TMTstop-A_1_1.xlsx,0:26,,,,,,,,,,0,0,0,0,0,10,10,10,,,,,,,,,,,,,,,,,,,,,,,24.481083299964666,None,['2'],1,[-0.06183740007691085],24.481083299964666,None,,001,2022_Jan_24_1136,TMTAstop-A,2021.2.3,59.92706873222702,
12,['3'],TMTstop-A_1_1linestimulus9.png,TMTstop-A_1_1greenlinestimulus9.png,TMTstop-A_1_1redlinestimulus9.png,10,TMTstop-A_1_1.xlsx,0:26,,,,,,,,,,0,0,0,0,0,11,11,11,,,,,,,,,,,,,,,,,,,,,,,24.56448659999296,None,['3'],1,[-0.022921400028280914],24.56448659999296,None,,001,2022_Jan_24_1136,TMTAstop-A,2021.2.3,59.92706873222702,
13,['2'],TMTstop-A_1_1linestimulus10.png,TMTstop-A_1_1greenlinestimulus10.png,TMTstop-A_1_1redlinestimulus10.png,1,TMTstop-A_1_1.xlsx,0:26,,,,,,,,,,0,0,0,0,0,12,12,12,,,,,,,,,,,,,,,,,,,,,,,24.64790500001982,None,"['1', '2']",1,"[0.0356019000755623, 0.08771360001992434]",24.64790500001982,None,,001,2022_Jan_24_1136,TMTAstop-A,2021.2.3,59.92706873222702,
14,['3'],TMTstop-A_1_1linestimulus11.png,TMTstop-A_1_1greenlinestimulus11.png,TMTstop-A_1_1redlinestimulus11.png,None,TMTstop-A_1_1.xlsx,0:26,,,,,,,,,,0,0,0,0,0,13,13,13,,,,,,,,,,,,,,,,,,,,,,,24.831447300035506,None,['3'],1,[0.01771699998062104],24.831447300035506,None,,001,2022_Jan_24_1136,TMTAstop-A,2021.2.3,59.92706873222702,
15,['1'],TMTstop-A_1_1linestimulus12.png,TMTstop-A_1_1greenlinestimulus12.png,TMTstop-A_1_1redlinestimulus12.png,None,TMTstop-A_1_1.xlsx,0:26,,,,,,,,,,0,0,0,0,0,14,14,14,,,,,,,,,,,,,,,,,,,,,,,24.93134300003294,None,['1'],1,[0.057058800011873245],24.93134300003294,None,,001,2022_Jan_24_1136,TMTAstop-A,2021.2.3,59.92706873222702,
16,['3'],TMTstop-A_1_1linestimulus13.png,TMTstop-A_1_1greenlinestimulus13.png,TMTstop-A_1_1redlinestimulus13.png,None,TMTstop-A_1_1.xlsx,0:26,,,,,,,,,,0,0,0,0,0,15,15,15,,,,,,,,,,,,,,,,,,,,,,,25.081402700045146,None,"['2', '3']",1,"[-0.06581679999362677, 0.09883120004087687]",25.081402700045146,None,,001,2022_Jan_24_1136,TMTAstop-A,2021.2.3,59.92706873222702,
17,['2'],TMTstop-A_1_1linestimulus14.png,TMTstop-A_1_1greenlinestimulus14.png,TMTstop-A_1_1redlinestimulus14.png,None,TMTstop-A_1_1.xlsx,0:26,,,,,,,,,,0,0,0,0,0,16,16,16,,,,,,,,,,,,,,,,,,,,,,,25.26474200002849,None,"['1', '2']",1,"[0.1441237999824807, 0.14898679999168962]",25.26474200002849,None,,001,2022_Jan_24_1136,TMTAstop-A,2021.2.3,59.92706873222702,
18,['3'],TMTstop-A_1_1linestimulus15.png,TMTstop-A_1_1greenlinestimulus15.png,TMTstop-A_1_1redlinestimulus15.png,None,TMTstop-A_1_1.xlsx,0:26,,,,,,,,,,0,0,0,0,0,17,17,17,,,,,,,,,,,,,,,,,,,,,,,25.498925699968822,None,['3'],1,[0.05904009996447712],25.498925699968822,None,,001,2022_Jan_24_1136,TMTAstop-A,2021.2.3,59.92706873222702,
19,['1'],TMTstop-A_1_1linestimulus16.png,TMTstop-A_1_1greenlinestimulus16.png,TMTstop-A_1_1redlinestimulus16.png,None,TMTstop-A_1_1.xlsx,0:26,,,,,,,,,,0,0,0,0,0,18,18,18,,,,,,,,,,,,,,,,,,,,,,,25.648492700071074,None,['1'],1,[0.0916840999852866],25.648492700071074,None,,001,2022_Jan_24_1136,TMTAstop-A,2021.2.3,59.92706873222702,
20,['3'],TMTstop-A_1_1linestimulus17.png,TMTstop-A_1_1greenlinestimulus17.png,TMTstop-A_1_1redlinestimulus17.png,None,TMTstop-A_1_1.xlsx,0:26,,,,,,,,,,0,0,0,0,0,19,19,19,,,,,,,,,,,,,,,,,,,,,,,25.83190840005409,None,"['2', '3']",1,"[0.1720987999578938, 0.4489290000637993]",25.83190840005409,None,,001,2022_Jan_24_1136,TMTAstop-A,2021.2.3,59.92706873222702,
21,['1'],TMTstop-A_1_1linestimulus18.png,TMTstop-A_1_1greenlinestimulus18.png,TMTstop-A_1_1redlinestimulus18.png,None,TMTstop-A_1_1.xlsx,0:26,,,,,,,,,,0,0,0,0,0,20,20,20,,,,,,,,,,,,,,,,,,,,,,,26.398673100047745,None,['1'],1,[0.045723100076429546],26.398673100047745,None,,001,2022_Jan_24_1136,TMTAstop-A,2021.2.3,59.92706873222702,
22,['3'],TMTstop-A_1_1linestimulus19.png,TMTstop-A_1_1greenlinestimulus19.png,TMTstop-A_1_1redlinestimulus19.png,None,TMTstop-A_1_1.xlsx,0:26,,,,,,,,,,0,0,0,0,0,21,21,21,,,,,,,,,,,,,,,,,,,,,,,26.53207159996964,None,"['2', '3']",1,"[0.01785049994941801, 0.11201829998753965]",26.53207159996964,None,,001,2022_Jan_24_1136,TMTAstop-A,2021.2.3,59.92706873222702,
23,['1'],TMTstop-A_1_1linestimulus20.png,TMTstop-A_1_1greenlinestimulus20.png,TMTstop-A_1_1redlinestimulus20.png,None,TMTstop-A_1_1.xlsx,0:26,,,,,,,,,,0,0,0,0,0,22,22,22,,,,,,,,,,,,,,,,,,,,,,,26.732234800001606,None,['1'],1,[0.04368799994699657],26.732234800001606,None,,001,2022_Jan_24_1136,TMTAstop-A,2021.2.3,59.92706873222702,
24,['2'],TMTstop-A_1_1linestimulus21.png,TMTstop-A_1_1greenlinestimulus21.png,TMTstop-A_1_1redlinestimulus21.png,None,TMTstop-A_1_1.xlsx,0:26,,,,,,,,,,0,0,0,0,0,23,23,23,,,,,,,,,,,,,,,,,,,,,,,26.865674400003627,None,['2'],1,[0.006199400057084858],26.865674400003627,None,,001,2022_Jan_24_1136,TMTAstop-A,2021.2.3,59.92706873222702,
25,['3'],TMTstop-A_1_1linestimulus22.png,TMTstop-A_1_1greenlinestimulus22.png,TMTstop-A_1_1redlinestimulus22.png,None,TMTstop-A_1_1.xlsx,0:26,,,,,,,,,,0,0,0,0,0,24,24,24,,,,,,,,,,,,,,,,,,,,,,,26.965853000059724,None,['3'],1,[0.017125000013038516],26.965853000059724,None,,001,2022_Jan_24_1136,TMTAstop-A,2021.2.3,59.92706873222702,
None,None,TMTstop-A_1_1linestimulus23.png,TMTstop-A_1_1greenlinestimulus23.png,TMTstop-A_1_1redlinestimulus23.png,None,TMTstop-A_1_1.xlsx,0:26,,,,,,,,,,0,0,0,0,0,25,25,25,,,,,,,,,,,,,,,,,,,,,,,27.06561190006323,None,"['1', '2', '3', '1', '2', '3', '1', '2', '3']",0,"[0.03748029994312674, 0.12702719995286316, 0.2395040999399498, 0.3772240000544116, 0.47147720004431903, 0.5739143999526277, 0.7105946999508888, 0.7815976999700069, 0.8799997000023723]",27.06561190006323,None,,001,2022_Jan_24_1136,TMTAstop-A,2021.2.3,59.92706873222702,
,,,,,,TMTstop-A_1_1.xlsx,0:26,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,28.16437280003447,None,,,,,,,,,,,,,,,,,,,,,001,2022_Jan_24_1136,TMTAstop-A,2021.2.3,59.92706873222702,
1,['3'],TMTstop-A_1_2.png,TMTstop-A_1_2.png,TMTstop-A_1_2.png,10,TMTstop-A_1_2.xlsx,26:52,3,,,,,,,,,0,1,1,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,31.167608999996446,None,"['1', '2', '3']",1,"[0.4735205000033602, 0.6132062999531627, 0.7086505999322981]",31.167608999996446,None,,001,2022_Jan_24_1136,TMTAstop-A,2021.2.3,59.92706873222702,
2,['2'],TMTstop-A_1_2.png,TMTstop-A_1_2firstgreen.png,TMTstop-A_1_2firstred.png,10,TMTstop-A_1_2.xlsx,26:52,2,,,,,,,,,0,1,1,1,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,31.984661099966615,None,"['1', '2']",1,"[0.11060210003051907, 0.18514740001410246]",31.984661099966615,None,,001,2022_Jan_24_1136,TMTAstop-A,2021.2.3,59.92706873222702,
3,['3'],TMTstop-A_1_2linestimulus0.png,TMTstop-A_1_2greenlinestimulus0.png,TMTstop-A_1_2redlinestimulus0.png,10,TMTstop-A_1_2.xlsx,26:52,3,,,,,,,,,0,1,1,1,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,32.28487990004942,None,"['1', '2', '3']",1,"[0.13408970006275922, 0.2090059999609366, 0.305193500011228]",32.28487990004942,None,,001,2022_Jan_24_1136,TMTAstop-A,2021.2.3,59.92706873222702,
4,['1'],TMTstop-A_1_2linestimulus1.png,TMTstop-A_1_2greenlinestimulus1.png,TMTstop-A_1_2redlinestimulus1.png,10,TMTstop-A_1_2.xlsx,26:52,1,,,,,,,,,0,1,1,1,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,,32.70162980002351,None,['1'],1,[0.07944990007672459],32.70162980002351,None,,001,2022_Jan_24_1136,TMTAstop-A,2021.2.3,59.92706873222702,
5,['2'],TMTstop-A_1_2linestimulus2.png,TMTstop-A_1_2greenlinestimulus2.png,TMTstop-A_1_2redlinestimulus2.png,10,TMTstop-A_1_2.xlsx,26:52,2,,,,,,,,,0,1,1,1,0,4,4,4,,,,,,,,,,,,,,,,,,,,,,,32.868427100009285,None,['2'],1,[-0.038067699992097914],32.868427100009285,None,,001,2022_Jan_24_1136,TMTAstop-A,2021.2.3,59.92706873222702,
6,['3'],TMTstop-A_1_2linestimulus3.png,TMTstop-A_1_2greenlinestimulus3.png,TMTstop-A_1_2redlinestimulus3.png,10,TMTstop-A_1_2.xlsx,26:52,3,,,,,,,,,0,1,1,1,0,5,5,5,,,,,,,,,,,,,,,,,,,,,,,32.951761099975556,None,['3'],1,[0.007998800021596253],32.951761099975556,None,,001,2022_Jan_24_1136,TMTAstop-A,2021.2.3,59.92706873222702,
7,['2'],TMTstop-A_1_2linestimulus4.png,TMTstop-A_1_2greenlinestimulus4.png,TMTstop-A_1_2redlinestimulus4.png,10,TMTstop-A_1_2.xlsx,26:52,2,,,,,,,,,0,1,1,1,0,6,6,6,,,,,,,,,,,,,,,,,,,,,,,33.05174759996589,None,"['1', '2']",1,"[0.03901359997689724, 0.1077168999472633]",33.05174759996589,None,,001,2022_Jan_24_1136,TMTAstop-A,2021.2.3,59.92706873222702,
8,['1'],TMTstop-A_1_2linestimulus5.png,TMTstop-A_1_2greenlinestimulus5.png,TMTstop-A_1_2redlinestimulus5.png,10,TMTstop-A_1_2.xlsx,26:52,1,,,,,,,,,0,1,1,1,0,7,7,7,,,,,,,,,,,,,,,,,,,,,,,33.28523789998144,None,"['3', '1']",1,"[-0.029330300050787628, 0.10516139992978424]",33.28523789998144,None,,001,2022_Jan_24_1136,TMTAstop-A,2021.2.3,59.92706873222702,
9,['2'],TMTstop-A_1_2linestimulus6.png,TMTstop-A_1_2greenlinestimulus6.png,TMTstop-A_1_2redlinestimulus6.png,10,TMTstop-A_1_2.xlsx,26:52,2,,,,,,,,,0,1,1,1,0,8,8,8,,,,,,,,,,,,,,,,,,,,,,,33.51868520001881,None,['2'],1,[-0.049594399984925985],33.51868520001881,None,,001,2022_Jan_24_1136,TMTAstop-A,2021.2.3,59.92706873222702,
10,['3'],TMTstop-A_1_2linestimulus7.png,TMTstop-A_1_2greenlinestimulus7.png,TMTstop-A_1_2redlinestimulus7.png,10,TMTstop-A_1_2.xlsx,26:52,3,,,,,,,,,0,1,1,1,0,9,9,9,,,,,,,,,,,,,,,,,,,,,,,33.635762899997644,None,['3'],1,[-0.08135830005630851],33.635762899997644,None,,001,2022_Jan_24_1136,TMTAstop-A,2021.2.3,59.92706873222702,
11,['1'],TMTstop-A_1_2linestimulus8.png,TMTstop-A_1_2greenlinestimulus8.png,TMTstop-A_1_2redlinestimulus8.png,10,TMTstop-A_1_2.xlsx,26:52,1,,,,,,,,,0,1,1,1,0,10,10,10,,,,,,,,,,,,,,,,,,,,,,,33.703415900003165,None,['1'],1,[-0.011566100060008466],33.703415900003165,None,,001,2022_Jan_24_1136,TMTAstop-A,2021.2.3,59.92706873222702,
12,['2'],TMTstop-A_1_2linestimulus9.png,TMTstop-A_1_2greenlinestimulus9.png,TMTstop-A_1_2redlinestimulus9.png,10,TMTstop-A_1_2.xlsx,26:52,2,,,,,,,,,0,1,1,1,0,11,11,11,,,,,,,,,,,,,,,,,,,,,,,33.78552420006599,None,['2'],1,[-0.009542700019665062],33.78552420006599,None,,001,2022_Jan_24_1136,TMTAstop-A,2021.2.3,59.92706873222702,
13,['3'],TMTstop-A_1_2linestimulus10.png,TMTstop-A_1_2greenlinestimulus10.png,TMTstop-A_1_2redlinestimulus10.png,1,TMTstop-A_1_2.xlsx,26:52,3,,,,,,,,,0,1,1,1,0,12,12,12,,,,,,,,,,,,,,,,,,,,,,,33.86878630006686,None,['3'],1,[0.013521800050511956],33.86878630006686,None,,001,2022_Jan_24_1136,TMTAstop-A,2021.2.3,59.92706873222702,
14,['1'],TMTstop-A_1_2linestimulus11.png,TMTstop-A_1_2greenlinestimulus11.png,TMTstop-A_1_2redlinestimulus11.png,None,TMTstop-A_1_2.xlsx,26:52,1,,,,,,,,,0,1,1,1,0,13,13,13,,,,,,,,,,,,,,,,,,,,,,,33.96893089998048,None,['1'],1,[0.04508640000130981],33.96893089998048,None,,001,2022_Jan_24_1136,TMTAstop-A,2021.2.3,59.92706873222702,
15,['3'],TMTstop-A_1_2linestimulus12.png,TMTstop-A_1_2greenlinestimulus12.png,TMTstop-A_1_2redlinestimulus12.png,None,TMTstop-A_1_2.xlsx,26:52,3,,,,,,,,,0,1,1,1,0,14,14,14,,,,,,,,,,,,,,,,,,,,,,,34.10226429998875,None,"['2', '3']",1,"[-0.019290100084617734, 0.08326889993622899]",34.10226429998875,None,,001,2022_Jan_24_1136,TMTAstop-A,2021.2.3,59.92706873222702,
16,['1'],TMTstop-A_1_2linestimulus13.png,TMTstop-A_1_2greenlinestimulus13.png,TMTstop-A_1_2redlinestimulus13.png,None,TMTstop-A_1_2.xlsx,26:52,1,,,,,,,,,0,1,1,1,0,15,15,15,,,,,,,,,,,,,,,,,,,,,,,34.28571780002676,None,['1'],1,[0.03651250002440065],34.28571780002676,None,,001,2022_Jan_24_1136,TMTAstop-A,2021.2.3,59.92706873222702,
17,['2'],TMTstop-A_1_2linestimulus14.png,TMTstop-A_1_2greenlinestimulus14.png,TMTstop-A_1_2redlinestimulus14.png,None,TMTstop-A_1_2.xlsx,26:52,2,,,,,,,,,0,1,1,1,0,16,16,16,,,,,,,,,,,,,,,,,,,,,,,34.41955390002113,None,['2'],1,[-0.013413999928161502],34.41955390002113,None,,001,2022_Jan_24_1136,TMTAstop-A,2021.2.3,59.92706873222702,
18,['1'],TMTstop-A_1_2linestimulus15.png,TMTstop-A_1_2greenlinestimulus15.png,TMTstop-A_1_2redlinestimulus15.png,None,TMTstop-A_1_2.xlsx,26:52,1,,,,,,,,,0,1,1,1,0,17,17,17,,,,,,,,,,,,,,,,,,,,,,,34.50250880001113,None,"['3', '1']",1,"[0.0071919000474736094, 0.16002700000535697]",34.50250880001113,None,,001,2022_Jan_24_1136,TMTAstop-A,2021.2.3,59.92706873222702,
