Block_paper,Condition_rows,NumberLetter,corrAns,Correct,StimFile,Correct_StimFile,False_StimFile,Version,Paper,TrialNumber_Version,Round,Block,Blocks_Control1.thisRepN,Blocks_Control1.thisTrialN,Blocks_Control1.thisN,Blocks_Control1.thisIndex,trials_Control1.thisRepN,trials_Control1.thisTrialN,trials_Control1.thisN,trials_Control1.thisIndex,Blocks_TMTA1.thisRepN,Blocks_TMTA1.thisTrialN,Blocks_TMTA1.thisN,Blocks_TMTA1.thisIndex,trials_TMTA1.thisRepN,trials_TMTA1.thisTrialN,trials_TMTA1.thisN,trials_TMTA1.thisIndex,Blocks_Control2.thisRepN,Blocks_Control2.thisTrialN,Blocks_Control2.thisN,Blocks_Control2.thisIndex,trials_Control2.thisRepN,trials_Control2.thisTrialN,trials_Control2.thisN,trials_Control2.thisIndex,Blocks_TMTB.thisRepN,Blocks_TMTB.thisTrialN,Blocks_TMTB.thisN,Blocks_TMTB.thisIndex,trials_TMTB.thisRepN,trials_TMTB.thisTrialN,trials_TMTB.thisN,trials_TMTB.thisIndex,Blocks_Control3.thisRepN,Blocks_Control3.thisTrialN,Blocks_Control3.thisN,Blocks_Control3.thisIndex,trials_Control3.thisRepN,trials_Control3.thisTrialN,trials_Control3.thisN,trials_Control3.thisIndex,key_resp_7.keys,key_resp_7.rt,key_resp_7.started,key_resp_7.stopped,polygon_2.started,polygon_2.stopped,Attempts,First_attempt,ResponseClock,Stim.started,Stim.stopped,key_resp_2.keys,key_resp_2.corr,key_resp_2.rt,key_resp_2.started,key_resp_2.stopped,Info2.started,Info2.stopped,text_2.started,text_2.stopped,Stim_2.started,Stim_2.stopped,key_resp_8.keys,key_resp_8.corr,key_resp_8.rt,key_resp_8.started,key_resp_8.stopped,participant,session,date,expName,psychopyVersion,frameRate,
B2,390:416,J,['1'],1,TMTstop-B_1_2linestimulus17.png,TMTstop-B_1_2greenlinestimulus17.png,TMTstop-B_1_2redlinestimulus17.png,TMT_B,B2,45,None,3,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,0,19,19,19,,,,,,,,,,,,,,,0,0,,241.63083344997287,None,None,0,,241.63083344997287,None,,,,,,,,,,,,,001,2022_Nov_17_2308,TMT_fmri,2021.2.3,60.936187016598765,
B2,390:416,11,['3'],3,TMTstop-B_1_2linestimulus18.png,TMTstop-B_1_2greenlinestimulus18.png,TMTstop-B_1_2redlinestimulus18.png,TMT_B,B2,46,None,3,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,0,20,20,20,,,,,,,,,,,,,,,0,0,,241.66419354997197,None,None,0,,241.66419354997197,None,,,,,,,,,,,,,001,2022_Nov_17_2308,TMT_fmri,2021.2.3,60.936187016598765,
B2,390:416,K,['2'],2,TMTstop-B_1_2linestimulus19.png,TMTstop-B_1_2greenlinestimulus19.png,TMTstop-B_1_2redlinestimulus19.png,TMT_B,B2,47,None,3,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,0,21,21,21,,,,,,,,,,,,,,,0,0,,241.6975536499711,None,None,0,,241.6975536499711,None,,,,,,,,,,,,,001,2022_Nov_17_2308,TMT_fmri,2021.2.3,60.936187016598765,
B2,390:416,12,['1'],1,TMTstop-B_1_2linestimulus20.png,TMTstop-B_1_2greenlinestimulus20.png,TMTstop-B_1_2redlinestimulus20.png,TMT_B,B2,48,None,3,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,0,22,22,22,,,,,,,,,,,,,,,0,0,,241.7309137499702,None,None,0,,241.7309137499702,None,,,,,,,,,,,,,001,2022_Nov_17_2308,TMT_fmri,2021.2.3,60.936187016598765,
B2,390:416,L,['2'],2,TMTstop-B_1_2linestimulus21.png,TMTstop-B_1_2greenlinestimulus21.png,TMTstop-B_1_2redlinestimulus21.png,TMT_B,B2,49,None,3,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,0,23,23,23,,,,,,,,,,,,,,,0,0,,241.76427384996933,None,None,0,,241.76427384996933,None,,,,,,,,,,,,,001,2022_Nov_17_2308,TMT_fmri,2021.2.3,60.936187016598765,
B2,390:416,13,['1'],1,TMTstop-B_1_2linestimulus22.png,TMTstop-B_1_2greenlinestimulus22.png,TMTstop-B_1_2redlinestimulus22.png,TMT_B,B2,50,None,3,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,0,24,24,24,,,,,,,,,,,,,,,0,0,,241.79763394996846,None,None,0,,241.79763394996846,None,,,,,,,,,,,,,001,2022_Nov_17_2308,TMT_fmri,2021.2.3,60.936187016598765,
B2,390:416,None,None,None,TMTstop-B_1_2linestimulus23.png,TMTstop-B_1_2greenlinestimulus23.png,TMTstop-B_1_2redlinestimulus23.png,TMT_B,B2,Feedback_last,None,3,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,0,25,25,25,,,,,,,,,,,,,,,0,0,,241.83099404996756,None,None,1,,241.83099404996756,None,,,,,,,,,,,,,001,2022_Nov_17_2308,TMT_fmri,2021.2.3,60.936187016598765,
C5,104:130,1,['3'],3,TMTstop-control_1_5.png,TMTstop-control_1_5.png,TMTstop-control_1_5.png,TMT_Control,C5,101,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,3,0,226.62516570001026,,,,,,,,,,241.95102469999983,None,249.26801569999952,None,"['1', '2', '3']",1,"[5.559220900002401, 5.664432000005036, 5.8003669000027]",249.26801569999952,None,,001,2022_Nov_17_2308,TMT_fmri,2021.2.3,60.936187016598765,
C5,104:130,2,['2'],2,TMTstop-control_1_5.png,TMTstop-control_1_5firstgreen.png,TMTstop-control_1_5firstred.png,TMT_Control,C5,102,None,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,1,1,,,,,,,2,0,226.83115250000264,,,,,,,,,,,,255.15233090000402,None,"['1', '2']",1,"[0.04142460000002757, 0.12086719999206252]",255.15233090000402,None,,001,2022_Nov_17_2308,TMT_fmri,2021.2.3,60.936187016598765,
C5,104:130,3,['1'],1,TMTstop-control_1_5linestimulus0.png,TMTstop-control_1_5greenlinestimulus0.png,TMTstop-control_1_5redlinestimulus0.png,TMT_Control,C5,103,None,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,2,2,2,,,,,,,2,0,227.03832560000592,,,,,,,,,,,,255.3577578000113,None,"['3', '1']",1,"[-0.027335099992342293, 0.1143624000105774]",255.3577578000113,None,,001,2022_Nov_17_2308,TMT_fmri,2021.2.3,60.936187016598765,
C5,104:130,4,['3'],3,TMTstop-control_1_5linestimulus1.png,TMTstop-control_1_5greenlinestimulus1.png,TMTstop-control_1_5redlinestimulus1.png,TMT_Control,C5,104,None,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,3,3,3,,,,,,,2,0,227.13836070000252,,,,,,,,,,,,255.55799919999845,None,"['2', '3']",1,"[-0.011702699994202703, 0.04586050000216346]",255.55799919999845,None,,001,2022_Nov_17_2308,TMT_fmri,2021.2.3,60.936187016598765,
C5,104:130,5,['1'],1,TMTstop-control_1_5linestimulus2.png,TMTstop-control_1_5greenlinestimulus2.png,TMTstop-control_1_5redlinestimulus2.png,TMT_Control,C5,105,None,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,4,4,4,,,,,,,1,1,227.2927389000106,,,,,,,,,,,,255.6581831000076,None,['1'],1,[0.09313419999671169],255.6581831000076,None,,001,2022_Nov_17_2308,TMT_fmri,2021.2.3,60.936187016598765,
C5,104:130,6,['2'],2,TMTstop-control_1_5linestimulus3.png,TMTstop-control_1_5greenlinestimulus3.png,TMTstop-control_1_5redlinestimulus3.png,TMT_Control,C5,106,None,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,5,5,5,,,,,,,1,1,227.3767005000118,,,,,,,,,,,,255.81256020000728,None,['2'],1,[0.008829700003843755],255.81256020000728,None,,001,2022_Nov_17_2308,TMT_fmri,2021.2.3,60.936187016598765,
C5,104:130,7,['3'],3,TMTstop-control_1_5linestimulus4.png,TMTstop-control_1_5greenlinestimulus4.png,TMTstop-control_1_5redlinestimulus4.png,TMT_Control,C5,107,None,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,6,6,6,,,,,,,1,1,227.43069059999834,,,,,,,,,,,,255.90064750000602,None,['3'],1,[-0.012398999999277294],255.90064750000602,None,,001,2022_Nov_17_2308,TMT_fmri,2021.2.3,60.936187016598765,
C5,104:130,8,['2'],2,TMTstop-control_1_5linestimulus4.png,TMTstop-control_1_5greenlinestimulus5.png,TMTstop-control_1_5redlinestimulus5.png,TMT_Control,C5,108,None,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,7,7,7,,,,,,,2,0,227.61358030000702,,,,,,,,,,,,255.95099199999822,None,"['1', '2']",1,"[0.08151239999278914, 0.11700349999591708]",255.95099199999822,None,,001,2022_Nov_17_2308,TMT_fmri,2021.2.3,60.936187016598765,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
