NumB_1_1erLetter,corrAns,StimFile,Correct_StimFile,False_StimFile,DurationTrial,NumberLetter,NumB_1_2erLetter,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials2.thisRepN,trials2.thisTrialN,trials2.thisN,trials2.thisIndex,trials3.thisRepN,trials3.thisTrialN,trials3.thisN,trials3.thisIndex,trials4.thisRepN,trials4.thisTrialN,trials4.thisN,trials4.thisIndex,Instruct.started,Instruct.stopped,text_2.started,text_2.stopped,Stim.started,Stim.stopped,key_resp_2.keys,key_resp_2.corr,key_resp_2.rt,key_resp_2.started,key_resp_2.stopped,polygon.started,polygon.stopped,text.started,text.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,None,None,TMT-B_1_2greenlinestimulus10.png,TMT-B_1_2redlinestimulus10.png,1,,None,,,,,,,,,0,12,12,12,,,,,,,,,174.77967449999997,None,None,1,,174.77967449999997,None,,,,,,001,2021_Oct_28_1033,TMTAB,2021.2.3,None,
,2,TMT-BX_1_2.png,TMT-BX_1_2.png,TMT-BX_1_2.png,,7,,,,,,,,,,,,,,0,0,0,0,,,,,177.88480413333068,None,None,0,,177.88480413333068,None,174.80045619999873,None,,,,001,2021_Oct_28_1033,TMTAB,2021.2.3,None,
,3,TMT-BX_1_2.png,TMT-BX_1_2firstgreen.png,TMT-BX_1_2firstred.png,,G,,,,,,,,,,,,,,0,1,1,1,,,,,177.95147079999734,None,None,0,,177.95147079999734,None,,,,,,001,2021_Oct_28_1033,TMTAB,2021.2.3,None,
,1,TMT-BX_1_2linestimulus0.png,TMT-BX_1_2greenlinestimulus0.png,TMT-BX_1_2redlinestimulus0.png,,8,,,,,,,,,,,,,,0,2,2,2,,,,,178.018137466664,None,None,0,,178.018137466664,None,,,,,,001,2021_Oct_28_1033,TMTAB,2021.2.3,None,
,3,TMT-BX_1_2linestimulus1.png,TMT-BX_1_2greenlinestimulus1.png,TMT-BX_1_2redlinestimulus1.png,,H,,,,,,,,,,,,,,0,3,3,3,,,,,178.10147079999734,None,None,0,,178.10147079999734,None,,,,,,001,2021_Oct_28_1033,TMTAB,2021.2.3,None,
,2,TMT-BX_1_2linestimulus2.png,TMT-BX_1_2greenlinestimulus2.png,TMT-BX_1_2redlinestimulus2.png,,9,,,,,,,,,,,,,,0,4,4,4,,,,,178.1848041333307,None,None,0,,178.1848041333307,None,,,,,,001,2021_Oct_28_1033,TMTAB,2021.2.3,None,
,1,TMT-BX_1_2linestimulus3.png,TMT-BX_1_2greenlinestimulus3.png,TMT-BX_1_2redlinestimulus3.png,,I,,,,,,,,,,,,,,0,5,5,5,,,,,178.268137466664,None,None,0,,178.268137466664,None,,,,,,001,2021_Oct_28_1033,TMTAB,2021.2.3,None,
,3,TMT-BX_1_2linestimulus4.png,TMT-BX_1_2greenlinestimulus4.png,TMT-BX_1_2redlinestimulus4.png,,10,,,,,,,,,,,,,,0,6,6,6,,,,,178.35147079999734,None,None,0,,178.35147079999734,None,,,,,,001,2021_Oct_28_1033,TMTAB,2021.2.3,None,
,2,TMT-BX_1_2linestimulus5.png,TMT-BX_1_2greenlinestimulus5.png,TMT-BX_1_2redlinestimulus5.png,,J,,,,,,,,,,,,,,0,7,7,7,,,,,178.418137466664,None,None,0,,178.418137466664,None,,,,,,001,2021_Oct_28_1033,TMTAB,2021.2.3,None,
,3,TMT-BX_1_2linestimulus6.png,TMT-BX_1_2greenlinestimulus6.png,TMT-BX_1_2redlinestimulus6.png,,11,,,,,,,,,,,,,,0,8,8,8,,,,,178.50147079999735,None,None,0,,178.50147079999735,None,,,,,,001,2021_Oct_28_1033,TMTAB,2021.2.3,None,
,2,TMT-BX_1_2linestimulus7.png,TMT-BX_1_2greenlinestimulus7.png,TMT-BX_1_2redlinestimulus7.png,,K,,,,,,,,,,,,,,0,9,9,9,,,,,178.568137466664,None,None,0,,178.568137466664,None,,,,,,001,2021_Oct_28_1033,TMTAB,2021.2.3,None,
,3,TMT-BX_1_2linestimulus8.png,TMT-BX_1_2greenlinestimulus8.png,TMT-BX_1_2redlinestimulus8.png,,12,,,,,,,,,,,,,,0,10,10,10,,,,,178.65147079999736,None,None,0,,178.65147079999736,None,,,,,,001,2021_Oct_28_1033,TMTAB,2021.2.3,None,
,2,TMT-BX_1_2linestimulus9.png,TMT-BX_1_2greenlinestimulus9.png,TMT-BX_1_2redlinestimulus9.png,,L,,,,,,,,,,,,,,0,11,11,11,,,,,178.73480413333067,None,None,0,,178.73480413333067,None,,,,,,001,2021_Oct_28_1033,TMTAB,2021.2.3,None,
,None,None,TMT-BX_1_2greenlinestimulus10.png,TMT-BX_1_2redlinestimulus10.png,,None,,,,,,,,,,,,,,0,12,12,12,,,,,178.818137466664,None,None,1,,178.818137466664,None,,,,,,001,2021_Oct_28_1033,TMTAB,2021.2.3,None,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,178.8186571999977,None,,,,,,,
