NumberLetter,corrAns,Correct,StimFile,Correct_StimFile,False_StimFile,Version,Paper,TrialNumber_Version,Round,Block,n,Stim.started_mean,Stim.started_raw,Stim.stopped_raw,key_resp_2.corr_mean,key_resp_2.corr_raw,key_resp_2.corr_std,key_resp_2.keys_raw,key_resp_2.started_mean,key_resp_2.started_raw,key_resp_2.stopped_raw,order
1,['2'],2,TMTstop-A_1_5.png,TMTstop-A_1_5.png,TMTstop-A_1_5.png,TMT_A,A5,101,None,5,1.0,303.4237482400087,303.4237482400087,,0.0,0.0,0.0,,303.4237482400087,303.4237482400087,,0.0
2,['1'],1,TMTstop-A_1_5.png,TMTstop-A_1_5firstgreen.png,TMTstop-A_1_5firstred.png,TMT_A,A5,102,None,5,1.0,303.47378311001086,303.47378311001086,,0.0,0.0,0.0,,303.47378311001086,303.47378311001086,,1.0
3,['3'],3,TMTstop-A_1_5linestimulus0.png,TMTstop-A_1_5greenlinestimulus0.png,TMTstop-A_1_5redlinestimulus0.png,TMT_A,A5,103,None,5,1.0,303.50713969001225,303.50713969001225,,0.0,0.0,0.0,,303.50713969001225,303.50713969001225,,2.0
4,['1'],1,TMTstop-A_1_5linestimulus1.png,TMTstop-A_1_5greenlinestimulus1.png,TMTstop-A_1_5redlinestimulus1.png,TMT_A,A5,104,None,5,1.0,303.54049627001365,303.54049627001365,,0.0,0.0,0.0,,303.54049627001365,303.54049627001365,,3.0
5,['2'],2,TMTstop-A_1_5linestimulus2.png,TMTstop-A_1_5greenlinestimulus2.png,TMTstop-A_1_5redlinestimulus2.png,TMT_A,A5,105,None,5,1.0,303.5738528500151,303.5738528500151,,0.0,0.0,0.0,,303.5738528500151,303.5738528500151,,4.0
6,['1'],1,TMTstop-A_1_5linestimulus3.png,TMTstop-A_1_5greenlinestimulus3.png,TMTstop-A_1_5redlinestimulus3.png,TMT_A,A5,106,None,5,1.0,303.6072094300165,303.6072094300165,,0.0,0.0,0.0,,303.6072094300165,303.6072094300165,,5.0
7,['3'],3,TMTstop-A_1_5linestimulus4.png,TMTstop-A_1_5greenlinestimulus4.png,TMTstop-A_1_5redlinestimulus4.png,TMT_A,A5,107,None,5,1.0,303.64056601001795,303.64056601001795,,0.0,0.0,0.0,,303.64056601001795,303.64056601001795,,6.0
8,['2'],2,TMTstop-A_1_5linestimulus5.png,TMTstop-A_1_5greenlinestimulus5.png,TMTstop-A_1_5redlinestimulus5.png,TMT_A,A5,108,None,5,1.0,303.67392259001934,303.67392259001934,,0.0,0.0,0.0,,303.67392259001934,303.67392259001934,,7.0
9,['3'],3,TMTstop-A_1_5linestimulus6.png,TMTstop-A_1_5greenlinestimulus6.png,TMTstop-A_1_5redlinestimulus6.png,TMT_A,A5,109,None,5,1.0,303.7239574600215,303.7239574600215,,0.0,0.0,0.0,,303.7239574600215,303.7239574600215,,8.0
10,['1'],1,TMTstop-A_1_5linestimulus7.png,TMTstop-A_1_5greenlinestimulus7.png,TMTstop-A_1_5redlinestimulus7.png,TMT_A,A5,110,None,5,1.0,303.7573140400229,303.7573140400229,,0.0,0.0,0.0,,303.7573140400229,303.7573140400229,,9.0
11,['3'],3,TMTstop-A_1_5linestimulus8.png,TMTstop-A_1_5greenlinestimulus8.png,TMTstop-A_1_5redlinestimulus8.png,TMT_A,A5,111,None,5,1.0,303.7906706200243,303.7906706200243,,0.0,0.0,0.0,,303.7906706200243,303.7906706200243,,10.0
12,['2'],2,TMTstop-A_1_5linestimulus9.png,TMTstop-A_1_5greenlinestimulus9.png,TMTstop-A_1_5redlinestimulus9.png,TMT_A,A5,112,None,5,1.0,303.82402720002574,303.82402720002574,,0.0,0.0,0.0,,303.82402720002574,303.82402720002574,,11.0
13,['3'],3,TMTstop-A_1_5linestimulus10.png,TMTstop-A_1_5greenlinestimulus10.png,TMTstop-A_1_5redlinestimulus10.png,TMT_A,A5,113,None,5,1.0,303.85738378002713,303.85738378002713,,0.0,0.0,0.0,,303.85738378002713,303.85738378002713,,12.0
14,['2'],2,TMTstop-A_1_5linestimulus11.png,TMTstop-A_1_5greenlinestimulus11.png,TMTstop-A_1_5redlinestimulus11.png,TMT_A,A5,114,None,5,1.0,303.8907403600286,303.8907403600286,,0.0,0.0,0.0,,303.8907403600286,303.8907403600286,,13.0
15,['3'],3,TMTstop-A_1_5linestimulus12.png,TMTstop-A_1_5greenlinestimulus12.png,TMTstop-A_1_5redlinestimulus12.png,TMT_A,A5,115,None,5,1.0,303.92409694003,303.92409694003,,0.0,0.0,0.0,,303.92409694003,303.92409694003,,14.0
16,['2'],2,TMTstop-A_1_5linestimulus13.png,TMTstop-A_1_5greenlinestimulus13.png,TMTstop-A_1_5redlinestimulus13.png,TMT_A,A5,116,None,5,1.0,303.9574535200314,303.9574535200314,,0.0,0.0,0.0,,303.9574535200314,303.9574535200314,,15.0
17,['1'],1,TMTstop-A_1_5linestimulus14.png,TMTstop-A_1_5greenlinestimulus14.png,TMTstop-A_1_5redlinestimulus14.png,TMT_A,A5,117,None,5,1.0,304.00748839003353,304.00748839003353,,0.0,0.0,0.0,,304.00748839003353,304.00748839003353,,16.0
18,['3'],3,TMTstop-A_1_5linestimulus15.png,TMTstop-A_1_5greenlinestimulus15.png,TMTstop-A_1_5redlinestimulus15.png,TMT_A,A5,118,None,5,1.0,304.0408449700349,304.0408449700349,,0.0,0.0,0.0,,304.0408449700349,304.0408449700349,,17.0
19,['2'],2,TMTstop-A_1_5linestimulus16.png,TMTstop-A_1_5greenlinestimulus16.png,TMTstop-A_1_5redlinestimulus16.png,TMT_A,A5,119,None,5,1.0,304.0742015500364,304.0742015500364,,0.0,0.0,0.0,,304.0742015500364,304.0742015500364,,18.0
20,['1'],1,TMTstop-A_1_5linestimulus17.png,TMTstop-A_1_5greenlinestimulus17.png,TMTstop-A_1_5redlinestimulus17.png,TMT_A,A5,120,None,5,1.0,304.1075581300378,304.1075581300378,,0.0,0.0,0.0,,304.1075581300378,304.1075581300378,,19.0
21,['2'],2,TMTstop-A_1_5linestimulus18.png,TMTstop-A_1_5greenlinestimulus18.png,TMTstop-A_1_5redlinestimulus18.png,TMT_A,A5,121,None,5,1.0,304.1409147100392,304.1409147100392,,0.0,0.0,0.0,,304.1409147100392,304.1409147100392,,20.0
22,['3'],3,TMTstop-A_1_5linestimulus19.png,TMTstop-A_1_5greenlinestimulus19.png,TMTstop-A_1_5redlinestimulus19.png,TMT_A,A5,122,None,5,1.0,304.1742712900406,304.1742712900406,,0.0,0.0,0.0,,304.1742712900406,304.1742712900406,,21.0
23,['2'],2,TMTstop-A_1_5linestimulus20.png,TMTstop-A_1_5greenlinestimulus20.png,TMTstop-A_1_5redlinestimulus20.png,TMT_A,A5,123,None,5,1.0,304.207627870042,304.207627870042,,0.0,0.0,0.0,,304.207627870042,304.207627870042,,22.0
24,['3'],3,TMTstop-A_1_5linestimulus21.png,TMTstop-A_1_5greenlinestimulus21.png,TMTstop-A_1_5redlinestimulus21.png,TMT_A,A5,124,None,5,1.0,304.24098445004347,304.24098445004347,,0.0,0.0,0.0,,304.24098445004347,304.24098445004347,,23.0
25,['1'],1,TMTstop-A_1_5linestimulus22.png,TMTstop-A_1_5greenlinestimulus22.png,TMTstop-A_1_5redlinestimulus22.png,TMT_A,A5,125,None,5,1.0,304.27434103004487,304.27434103004487,,0.0,0.0,0.0,,304.27434103004487,304.27434103004487,,24.0
None,None,None,TMTstop-A_1_5linestimulus23.png,TMTstop-A_1_5greenlinestimulus23.png,TMTstop-A_1_5redlinestimulus23.png,TMT_A,A5,Feedback_last,None,5,1.0,304.3076976100463,304.3076976100463,,1.0,1.0,0.0,,304.3076976100463,304.3076976100463,,25.0

extraInfo
participant,
session,001
date,2022_Nov_17_2325
expName,TMT_fmri
psychopyVersion,2021.2.3
frameRate,59.96591537769307
﻿NumberLetter,corrAns,Correct,StimFile,Correct_StimFile,False_StimFile,Version,Paper,TrialNumber_Version,Round,Block,n,Stim.started_mean,Stim.started_raw,Stim.stopped_raw,key_resp_2.corr_mean,key_resp_2.corr_raw,key_resp_2.corr_std,key_resp_2.keys_raw,key_resp_2.started_mean,key_resp_2.started_raw,key_resp_2.stopped_raw,order
1,['3'],3,TMTstop-A_1_6.png,TMTstop-A_1_6.png,TMTstop-A_1_6.png,TMT_A,A6,126,None,5,1.0,307.52234317001563,307.52234317001563,,0.0,0.0,0.0,,307.52234317001563,307.52234317001563,,0.0
2,['1'],1,TMTstop-A_1_6.png,TMTstop-A_1_6firstgreen.png,TMTstop-A_1_6firstred.png,TMT_A,A6,127,None,5,1.0,307.5723780400178,307.5723780400178,,0.0,0.0,0.0,,307.5723780400178,307.5723780400178,,1.0
3,['2'],2,TMTstop-A_1_6linestimulus0.png,TMTstop-A_1_6greenlinestimulus0.png,TMTstop-A_1_6redlinestimulus0.png,TMT_A,A6,128,None,5,1.0,307.6057346200192,307.6057346200192,,0.0,0.0,0.0,,307.6057346200192,307.6057346200192,,2.0
4,['1'],1,TMTstop-A_1_6linestimulus1.png,TMTstop-A_1_6greenlinestimulus1.png,TMTstop-A_1_6redlinestimulus1.png,TMT_A,A6,129,None,5,1.0,307.63909120002063,307.63909120002063,,0.0,0.0,0.0,,307.63909120002063,307.63909120002063,,3.0
5,['2'],2,TMTstop-A_1_6linestimulus2.png,TMTstop-A_1_6greenlinestimulus2.png,TMTstop-A_1_6redlinestimulus2.png,TMT_A,A6,130,None,5,1.0,307.672447780022,307.672447780022,,0.0,0.0,0.0,,307.672447780022,307.672447780022,,4.0
6,['3'],3,TMTstop-A_1_6linestimulus3.png,TMTstop-A_1_6greenlinestimulus3.png,TMTstop-A_1_6redlinestimulus3.png,TMT_A,A6,131,None,5,1.0,307.7058043600235,307.7058043600235,,0.0,0.0,0.0,,307.7058043600235,307.7058043600235,,5.0
7,['2'],2,TMTstop-A_1_6linestimulus4.png,TMTstop-A_1_6greenlinestimulus4.png,TMTstop-A_1_6redlinestimulus4.png,TMT_A,A6,132,None,5,1.0,307.7391609400249,307.7391609400249,,0.0,0.0,0.0,,307.7391609400249,307.7391609400249,,6.0
8,['1'],1,TMTstop-A_1_6linestimulus5.png,TMTstop-A_1_6greenlinestimulus5.png,TMTstop-A_1_6redlinestimulus5.png,TMT_A,A6,133,None,5,1.0,307.789195810027,307.789195810027,,0.0,0.0,0.0,,307.789195810027,307.789195810027,,7.0
9,['3'],3,TMTstop-A_1_6linestimulus6.png,TMTstop-A_1_6greenlinestimulus6.png,TMTstop-A_1_6redlinestimulus6.png,TMT_A,A6,134,None,5,1.0,307.8225523900284,307.8225523900284,,0.0,0.0,0.0,,307.8225523900284,307.8225523900284,,8.0
10,['1'],1,TMTstop-A_1_6linestimulus7.png,TMTstop-A_1_6greenlinestimulus7.png,TMTstop-A_1_6redlinestimulus7.png,TMT_A,A6,135,None,5,1.0,307.8559089700298,307.8559089700298,,0.0,0.0,0.0,,307.8559089700298,307.8559089700298,,9.0
11,['3'],3,TMTstop-A_1_6linestimulus8.png,TMTstop-A_1_6greenlinestimulus8.png,TMTstop-A_1_6redlinestimulus8.png,TMT_A,A6,136,None,5,1.0,307.88926555003127,307.88926555003127,,0.0,0.0,0.0,,307.88926555003127,307.88926555003127,,10.0
12,['2'],2,TMTstop-A_1_6linestimulus9.png,TMTstop-A_1_6greenlinestimulus9.png,TMTstop-A_1_6redlinestimulus9.png,TMT_A,A6,137,None,5,1.0,307.92262213003266,307.92262213003266,,0.0,0.0,0.0,,307.92262213003266,307.92262213003266,,11.0
13,['3'],3,TMTstop-A_1_6linestimulus10.png,TMTstop-A_1_6greenlinestimulus10.png,TMTstop-A_1_6redlinestimulus10.png,TMT_A,A6,138,None,5,1.0,307.9726570000348,307.9726570000348,,0.0,0.0,0.0,,307.9726570000348,307.9726570000348,,12.0
14,['1'],1,TMTstop-A_1_6linestimulus11.png,TMTstop-A_1_6greenlinestimulus11.png,TMTstop-A_1_6redlinestimulus11.png,TMT_A,A6,139,None,5,1.0,308.0060135800362,308.0060135800362,,0.0,0.0,0.0,,308.0060135800362,308.0060135800362,,13.0
15,['3'],3,TMTstop-A_1_6linestimulus12.png,TMTstop-A_1_6greenlinestimulus12.png,TMTstop-A_1_6redlinestimulus12.png,TMT_A,A6,140,None,5,1.0,308.03937016003766,308.03937016003766,,0.0,0.0,0.0,,308.03937016003766,308.03937016003766,,14.0
16,['1'],1,TMTstop-A_1_6linestimulus13.png,TMTstop-A_1_6greenlinestimulus13.png,TMTstop-A_1_6redlinestimulus13.png,TMT_A,A6,141,None,5,1.0,308.07272674003906,308.07272674003906,,0.0,0.0,0.0,,308.07272674003906,308.07272674003906,,15.0
