Block_paper,Condition_rows,NumberLetter,corrAns,Correct,StimFile,Correct_StimFile,False_StimFile,Version,Paper,TrialNumber_Version,Round,Block,Blocks_Control1.thisRepN,Blocks_Control1.thisTrialN,Blocks_Control1.thisN,Blocks_Control1.thisIndex,trials_Control1.thisRepN,trials_Control1.thisTrialN,trials_Control1.thisN,trials_Control1.thisIndex,Blocks_TMTA1.thisRepN,Blocks_TMTA1.thisTrialN,Blocks_TMTA1.thisN,Blocks_TMTA1.thisIndex,trials_TMTA1.thisRepN,trials_TMTA1.thisTrialN,trials_TMTA1.thisN,trials_TMTA1.thisIndex,Blocks_Control2.thisRepN,Blocks_Control2.thisTrialN,Blocks_Control2.thisN,Blocks_Control2.thisIndex,trials_Control2.thisRepN,trials_Control2.thisTrialN,trials_Control2.thisN,trials_Control2.thisIndex,key_resp_7.keys,key_resp_7.rt,key_resp_7.started,key_resp_7.stopped,polygon_2.started,polygon_2.stopped,Attempts,First_attempt,ResponseClock,Stim.started,Stim.stopped,key_resp_2.keys,key_resp_2.corr,key_resp_2.rt,key_resp_2.started,key_resp_2.stopped,participant,session,date,expName,psychopyVersion,frameRate,
C1,0:26,22,['2'],2,TMTstop-control_1_1linestimulus19.png,TMTstop-control_1_1greenlinestimulus19.png,TMTstop-control_1_1redlinestimulus19.png,TMT_Control,C1,22,None,1,0,0,0,0,0,21,21,21,,,,,,,,,,,,,,,,,,,,,,,2,0,35.29447369999252,61.53068290000374,None,"['3', '2']",1,"[0.048032899998361245, 0.09647839999524876]",61.53068290000374,None,,001,2022_Nov_17_2344,TMT_fmri,2021.2.3,59.943664940406116,
C1,0:26,23,['3'],3,TMTstop-control_1_1linestimulus20.png,TMTstop-control_1_1greenlinestimulus20.png,TMTstop-control_1_1redlinestimulus20.png,TMT_Control,C1,23,None,1,0,0,0,0,0,22,22,22,,,,,,,,,,,,,,,,,,,,,,,5,0,35.802271599997766,61.68483600000036,None,"['1', '3', '2', '1', '3']",1,"[0.03800629999022931, 0.16228299999784213, 0.20540649999747984, 0.2972680999955628, 0.4323826000036206]",61.68483600000036,None,,001,2022_Nov_17_2344,TMT_fmri,2021.2.3,59.943664940406116,
C1,0:26,24,['2'],2,TMTstop-control_1_1linestimulus21.png,TMTstop-control_1_1greenlinestimulus21.png,TMTstop-control_1_1redlinestimulus21.png,TMT_Control,C1,24,None,1,0,0,0,0,0,23,23,23,,,,,,,,,,,,,,,,,,,,,,,1,1,35.85228889998689,62.18914469999436,None,['2'],1,[-0.023810900005628355],62.18914469999436,None,,001,2022_Nov_17_2344,TMT_fmri,2021.2.3,59.943664940406116,
C1,0:26,25,['1'],1,TMTstop-control_1_1linestimulus22.png,TMTstop-control_1_1greenlinestimulus22.png,TMTstop-control_1_1redlinestimulus22.png,TMT_Control,C1,25,None,1,0,0,0,0,0,24,24,24,,,,,,,,,,,,,,,,,,,,,,,1,1,35.93740609999804,62.240236199999345,None,['1'],1,[0.0037383000017143786],62.240236199999345,None,,001,2022_Nov_17_2344,TMT_fmri,2021.2.3,59.943664940406116,
C1,0:26,None,None,None,TMTstop-control_1_1linestimulus23.png,TMTstop-control_1_1greenlinestimulus23.png,TMTstop-control_1_1redlinestimulus23.png,TMT_Control,C1,Feedback_last,None,1,0,0,0,0,0,25,25,25,,,,,,,,,,,,,,,,,,,,,,,0,0,,62.32787130000361,None,None,1,,62.32787130000361,None,,001,2022_Nov_17_2344,TMT_fmri,2021.2.3,59.943664940406116,
C2,26:52,1,['2'],2,TMTstop-control_1_2.png,TMTstop-control_1_2.png,TMTstop-control_1_2.png,TMT_Control,C2,26,None,1,0,1,1,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,3,0,40.923116899997694,66.5290260000038,None,"['1', '3', '2']",1,"[0.4762494000024162, 0.6245633000071393, 0.6913227000040933]",66.5290260000038,None,,001,2022_Nov_17_2344,TMT_fmri,2021.2.3,59.943664940406116,
C2,26:52,2,['3'],3,TMTstop-control_1_2.png,TMTstop-control_1_2firstgreen.png,TMTstop-control_1_2firstred.png,TMT_Control,C2,27,None,1,0,1,1,1,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,2,0,41.15345209999941,67.31652510000276,None,"['1', '3']",1,"[0.002034399993135594, 0.13136389999999665]",67.31652510000276,None,,001,2022_Nov_17_2344,TMT_fmri,2021.2.3,59.943664940406116,
C2,26:52,3,['2'],2,TMTstop-control_1_2linestimulus0.png,TMTstop-control_1_2greenlinestimulus0.png,TMTstop-control_1_2redlinestimulus0.png,TMT_Control,C2,28,None,1,0,1,1,1,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,1,1,41.203475399990566,67.5400404999964,None,['2'],1,[-0.0327640000032261],67.5400404999964,None,,001,2022_Nov_17_2344,TMT_fmri,2021.2.3,59.943664940406116,
C2,26:52,4,['3'],3,TMTstop-control_1_2linestimulus1.png,TMTstop-control_1_2greenlinestimulus1.png,TMTstop-control_1_2redlinestimulus1.png,TMT_Control,C2,29,None,1,0,1,1,1,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,,1,1,,67.59018379999907,None,['1'],0,[-0.0011222000030102208],67.59018379999907,None,,001,2022_Nov_17_2344,TMT_fmri,2021.2.3,59.943664940406116,
A1,208:234,1,['1'],1,TMTstop-A_1_1.png,TMTstop-A_1_1.png,TMTstop-A_1_1.png,TMT_A,A1,1,1,2,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,0,0,,80.06774257999642,None,None,0,,80.06774257999642,None,,001,2022_Nov_17_2344,TMT_fmri,2021.2.3,59.943664940406116,
C3,52:78,1,['2'],2,TMTstop-control_1_3.png,TMTstop-control_1_3.png,TMTstop-control_1_3.png,TMT_Control,C3,51,2,1,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,5,0,59.773630499999854,83.40712789999088,None,"['1', '3', '1', '3', '2']",1,"[2.1970291000034194, 2.3213174999982584, 2.5151839000027394, 2.663926100009121, 2.6991031000070507]",83.40712789999088,None,,001,2022_Nov_17_2344,TMT_fmri,2021.2.3,59.943664940406116,
C3,52:78,2,['1'],1,TMTstop-control_1_3.png,TMTstop-control_1_3firstgreen.png,TMTstop-control_1_3firstred.png,TMT_Control,C3,52,None,1,,,,,,,,,,,,,,,,,0,0,0,0,0,1,1,1,,,,,,,1,1,59.89053929998772,86.15960199999972,None,['1'],1,[0.0625679999939166],86.15960199999972,None,,001,2022_Nov_17_2344,TMT_fmri,2021.2.3,59.943664940406116,
C3,52:78,3,['2'],2,TMTstop-control_1_3linestimulus0.png,TMTstop-control_1_3greenlinestimulus0.png,TMTstop-control_1_3redlinestimulus0.png,TMT_Control,C3,53,None,1,,,,,,,,,,,,,,,,,0,0,0,0,0,2,2,2,,,,,,,2,0,60.07347009998921,86.29323500000464,None,"['3', '2']",1,"[0.05328199999348726, 0.08016490000591148]",86.29323500000464,None,,001,2022_Nov_17_2344,TMT_fmri,2021.2.3,59.943664940406116,
C3,52:78,4,['1'],1,TMTstop-control_1_3linestimulus1.png,TMTstop-control_1_3greenlinestimulus1.png,TMTstop-control_1_3redlinestimulus1.png,TMT_Control,C3,54,None,1,,,,,,,,,,,,,,,,,0,0,0,0,0,3,3,3,,,,,,,1,1,60.16350789999706,86.46404550000443,None,['1'],1,[0.027490099993883632],86.46404550000443,None,,001,2022_Nov_17_2344,TMT_fmri,2021.2.3,59.943664940406116,
C3,52:78,5,['3'],3,TMTstop-control_1_3linestimulus2.png,TMTstop-control_1_3greenlinestimulus2.png,TMTstop-control_1_3redlinestimulus2.png,TMT_Control,C3,55,None,1,,,,,,,,,,,,,,,,,0,0,0,0,0,4,4,4,,,,,,,1,1,60.28761579999991,86.55491969999275,None,['3'],1,[0.058416800005943514],86.55491969999275,None,,001,2022_Nov_17_2344,TMT_fmri,2021.2.3,59.943664940406116,
C3,52:78,6,['1'],1,TMTstop-control_1_3linestimulus3.png,TMTstop-control_1_3greenlinestimulus3.png,TMTstop-control_1_3redlinestimulus3.png,TMT_Control,C3,56,None,1,,,,,,,,,,,,,,,,,0,0,0,0,0,5,5,5,,,,,,,2,0,60.440528999999515,86.67728439999337,None,"['2', '1']",1,"[-0.02804920000198763, 0.0840738999977475]",86.67728439999337,None,,001,2022_Nov_17_2344,TMT_fmri,2021.2.3,59.943664940406116,
C3,52:78,7,['2'],2,TMTstop-control_1_3linestimulus4.png,TMTstop-control_1_3greenlinestimulus4.png,TMTstop-control_1_3redlinestimulus4.png,TMT_Control,C3,57,None,1,,,,,,,,,,,,,,,,,0,0,0,0,0,6,6,6,,,,,,,2,0,60.63620729999093,86.82786079999642,None,"['3', '2']",1,"[0.06330870000238065, 0.1103302999981679]",86.82786079999642,None,,001,2022_Nov_17_2344,TMT_fmri,2021.2.3,59.943664940406116,
C3,52:78,8,['3'],3,TMTstop-control_1_3linestimulus4.png,TMTstop-control_1_3greenlinestimulus5.png,TMTstop-control_1_3redlinestimulus5.png,TMT_Control,C3,58,None,1,,,,,,,,,,,,,,,,,0,0,0,0,0,7,7,7,,,,,,,2,0,60.83209379999607,87.02974030000041,None,"['1', '3']",1,"[0.0025689000030979514, 0.11661640000238549]",87.02974030000041,None,,001,2022_Nov_17_2344,TMT_fmri,2021.2.3,59.943664940406116,
C3,52:78,9,['1'],1,TMTstop-control_1_3linestimulus6.png,TMTstop-control_1_3greenlinestimulus6.png,TMTstop-control_1_3redlinestimulus6.png,TMT_Control,C3,59,None,1,,,,,,,,,,,,,,,,,0,0,0,0,0,8,8,8,,,,,,,2,0,60.98174069999368,87.21885099999781,None,"['2', '1']",1,"[-0.04160890000639483, 0.07750440000381786]",87.21885099999781,None,,001,2022_Nov_17_2344,TMT_fmri,2021.2.3,59.943664940406116,
C3,52:78,10,['2'],2,TMTstop-control_1_3linestimulus7.png,TMTstop-control_1_3greenlinestimulus7.png,TMTstop-control_1_3redlinestimulus7.png,TMT_Control,C3,60,None,1,,,,,,,,,,,,,,,,,0,0,0,0,0,9,9,9,,,,,,,2,0,61.16587759999675,87.36926849999873,None,"['3', '2']",1,"[0.07880730000033509, 0.1149948999955086]",87.36926849999873,None,,001,2022_Nov_17_2344,TMT_fmri,2021.2.3,59.943664940406116,
C3,52:78,11,['1'],1,TMTstop-control_1_3linestimulus8.png,TMTstop-control_1_3greenlinestimulus8.png,TMTstop-control_1_3redlinestimulus8.png,TMT_Control,C3,61,None,1,,,,,,,,,,,,,,,,,0,0,0,0,0,10,10,10,,,,,,,1,1,61.2658628999925,87.55286280000291,None,['1'],1,[0.03932280000299215],87.55286280000291,None,,001,2022_Nov_17_2344,TMT_fmri,2021.2.3,59.943664940406116,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,
