Block_file,Condition_rows,NumberLetter,corrAns,Correct,StimFile,Correct_StimFile,False_StimFile,Version,Block,TrialNumber_session,Blocks_TMTControl.thisRepN,Blocks_TMTControl.thisTrialN,Blocks_TMTControl.thisN,Blocks_TMTControl.thisIndex,trials_TMTControl.thisRepN,trials_TMTControl.thisTrialN,trials_TMTControl.thisN,trials_TMTControl.thisIndex,Blocks_TMTA.thisRepN,Blocks_TMTA.thisTrialN,Blocks_TMTA.thisN,Blocks_TMTA.thisIndex,trials_TMTA.thisRepN,trials_TMTA.thisTrialN,trials_TMTA.thisN,trials_TMTA.thisIndex,Blocks_TMTB.thisRepN,Blocks_TMTB.thisTrialN,Blocks_TMTB.thisN,Blocks_TMTB.thisIndex,trials_TMTB.thisRepN,trials_TMTB.thisTrialN,trials_TMTB.thisN,trials_TMTB.thisIndex,Blocks_TMTControl_2.thisRepN,Blocks_TMTControl_2.thisTrialN,Blocks_TMTControl_2.thisN,Blocks_TMTControl_2.thisIndex,trials_TMTControl_2.thisRepN,trials_TMTControl_2.thisTrialN,trials_TMTControl_2.thisN,trials_TMTControl_2.thisIndex,Blocks_TMTA_2.thisRepN,Blocks_TMTA_2.thisTrialN,Blocks_TMTA_2.thisN,Blocks_TMTA_2.thisIndex,trials_TMTA_2.thisRepN,trials_TMTA_2.thisTrialN,trials_TMTA_2.thisN,trials_TMTA_2.thisIndex,Blocks_TMTB_2.thisRepN,Blocks_TMTB_2.thisTrialN,Blocks_TMTB_2.thisN,Blocks_TMTB_2.thisIndex,trials_TMTB_2.thisRepN,trials_TMTB_2.thisTrialN,trials_TMTB_2.thisN,trials_TMTB_2.thisIndex,key_resp_7.keys,key_resp_7.rt,key_resp_7.started,key_resp_7.stopped,polygon_2.started,polygon_2.stopped,Attempts,First_attempt,ResponseClock,Stim.started,Stim.stopped,key_resp_2.keys,key_resp_2.corr,key_resp_2.rt,key_resp_2.started,key_resp_2.stopped,participant,session,date,expName,psychopyVersion,frameRate,
TMTstop-A_1_1.xlsx,0:26,4,['3'],3,TMTstop-A_1_1linestimulus1.png,TMTstop-A_1_1greenlinestimulus1.png,TMTstop-A_1_1redlinestimulus1.png,TMT_A,1,4,,,,,,,,,0,0,0,0,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,45.68615220001084,75.54214660002617,None,"['2', '3']",1,"[0.018590599996969104, 0.10544119999394752]",75.54214660002617,None,,001,2022_May_11_1050,TMT_fmri,2021.2.3,59.917948361028124,
TMTstop-A_1_1.xlsx,0:26,5,['1'],1,TMTstop-A_1_1linestimulus2.png,TMTstop-A_1_1greenlinestimulus2.png,TMTstop-A_1_1redlinestimulus2.png,TMT_A,1,5,,,,,,,,,0,0,0,0,0,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,45.8189440999995,75.72565870001563,None,['1'],1,[0.07070509999175556],75.72565870001563,None,,001,2022_May_11_1050,TMT_fmri,2021.2.3,59.917948361028124,
TMTstop-A_1_1.xlsx,0:26,6,['3'],3,TMTstop-A_1_1linestimulus3.png,TMTstop-A_1_1greenlinestimulus3.png,TMTstop-A_1_1redlinestimulus3.png,TMT_A,1,6,,,,,,,,,0,0,0,0,0,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,45.98120569999446,75.85921890000463,None,"['2', '3']",1,"[-0.006981099984841421, 0.10346519999438897]",75.85921890000463,None,,001,2022_May_11_1050,TMT_fmri,2021.2.3,59.917948361028124,
TMTstop-A_1_1.xlsx,0:26,7,['1'],1,TMTstop-A_1_1linestimulus4.png,TMTstop-A_1_1greenlinestimulus4.png,TMTstop-A_1_1redlinestimulus4.png,TMT_A,1,7,,,,,,,,,0,0,0,0,0,6,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,46.1320728000137,76.02087490001577,None,['1'],1,[0.08753980000619777],76.02087490001577,None,,001,2022_May_11_1050,TMT_fmri,2021.2.3,59.917948361028124,
TMTstop-A_1_1.xlsx,0:26,8,['2'],2,TMTstop-A_1_1linestimulus5.png,TMTstop-A_1_1greenlinestimulus5.png,TMTstop-A_1_1redlinestimulus5.png,TMT_A,1,8,,,,,,,,,0,0,0,0,0,7,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,46.181163600005675,76.17051890000585,None,['2'],1,[-0.017089999979361892],76.17051890000585,None,,001,2022_May_11_1050,TMT_fmri,2021.2.3,59.917948361028124,
TMTstop-A_1_1.xlsx,0:26,9,['3'],3,TMTstop-A_1_1linestimulus6.png,TMTstop-A_1_1greenlinestimulus6.png,TMTstop-A_1_1redlinestimulus6.png,TMT_A,1,9,,,,,,,,,0,0,0,0,0,8,8,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,46.29801620001672,76.22118120000232,None,['3'],1,[0.05626579999807291],76.22118120000232,None,,001,2022_May_11_1050,TMT_fmri,2021.2.3,59.917948361028124,
TMTstop-A_1_1.xlsx,0:26,10,['1'],1,TMTstop-A_1_1linestimulus7.png,TMTstop-A_1_1greenlinestimulus7.png,TMTstop-A_1_1redlinestimulus7.png,TMT_A,1,10,,,,,,,,,0,0,0,0,0,9,9,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,46.514888600009726,76.33794810000109,None,['1'],1,[0.1639191000140272],76.33794810000109,None,,001,2022_May_11_1050,TMT_fmri,2021.2.3,59.917948361028124,
TMTstop-A_1_1.xlsx,0:26,11,['3'],3,TMTstop-A_1_1linestimulus8.png,TMTstop-A_1_1greenlinestimulus8.png,TMTstop-A_1_1redlinestimulus8.png,TMT_A,1,11,,,,,,,,,0,0,0,0,0,10,10,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,46.99293900001794,76.56262060001609,None,"['1', '2', '3']",1,"[0.20055449998471886, 0.26731959998141974, 0.3756369999900926]",76.56262060001609,None,,001,2022_May_11_1050,TMT_fmri,2021.2.3,59.917948361028124,
TMTstop-A_1_1.xlsx,0:26,12,['2'],2,TMTstop-A_1_1linestimulus9.png,TMTstop-A_1_1greenlinestimulus9.png,TMTstop-A_1_1redlinestimulus9.png,TMT_A,1,12,,,,,,,,,0,0,0,0,0,11,11,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,47.23017220001202,77.03172880000784,None,"['1', '2']",1,"[0.08035609999205917, 0.1676564999797847]",77.03172880000784,None,,001,2022_May_11_1050,TMT_fmri,2021.2.3,59.917948361028124,
TMTstop-A_1_1.xlsx,0:26,13,['1'],1,TMTstop-A_1_1linestimulus10.png,TMTstop-A_1_1greenlinestimulus10.png,TMTstop-A_1_1redlinestimulus10.png,TMT_A,1,13,,,,,,,,,0,0,0,0,0,12,12,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,48.09195150001324,77.27648510001018,None,"['3', '1']",1,"[0.031919100001687184, 0.7998649000073783]",77.27648510001018,None,,001,2022_May_11_1050,TMT_fmri,2021.2.3,59.917948361028124,
TMTstop-A_1_1.xlsx,0:26,14,['2'],2,TMTstop-A_1_1linestimulus11.png,TMTstop-A_1_1greenlinestimulus11.png,TMTstop-A_1_1redlinestimulus11.png,TMT_A,1,14,,,,,,,,,0,0,0,0,0,13,13,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,48.142080200021155,78.13145830002031,None,['2'],1,[-0.012465999985579401],78.13145830002031,None,,001,2022_May_11_1050,TMT_fmri,2021.2.3,59.917948361028124,
TMTstop-A_1_1.xlsx,0:26,15,['1'],1,TMTstop-A_1_1linestimulus12.png,TMTstop-A_1_1greenlinestimulus12.png,TMTstop-A_1_1redlinestimulus12.png,TMT_A,1,15,,,,,,,,,0,0,0,0,0,14,14,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,48.40141059999587,78.18348360000527,None,"['3', '1']",1,"[0.03630919998977333, 0.18588100001215935]",78.18348360000527,None,,001,2022_May_11_1050,TMT_fmri,2021.2.3,59.917948361028124,
TMTstop-A_1_1.xlsx,0:26,16,['2'],2,TMTstop-A_1_1linestimulus13.png,TMTstop-A_1_1greenlinestimulus13.png,TMTstop-A_1_1redlinestimulus13.png,TMT_A,1,16,,,,,,,,,0,0,0,0,0,15,15,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,48.451367900008336,78.44039280002471,None,['2'],1,[-0.01964319997932762],78.44039280002471,None,,001,2022_May_11_1050,TMT_fmri,2021.2.3,59.917948361028124,
TMTstop-A_1_1.xlsx,0:26,17,['1'],1,TMTstop-A_1_1linestimulus14.png,TMTstop-A_1_1greenlinestimulus14.png,TMTstop-A_1_1redlinestimulus14.png,TMT_A,1,17,,,,,,,,,0,0,0,0,0,16,16,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,48.718446300015785,78.48997640001471,None,"['3', '1']",1,"[0.03546029998688027, 0.174508700001752]",78.48997640001471,None,,001,2022_May_11_1050,TMT_fmri,2021.2.3,59.917948361028124,
TMTstop-A_1_1.xlsx,0:26,18,['3'],3,TMTstop-A_1_1linestimulus15.png,TMTstop-A_1_1greenlinestimulus15.png,TMTstop-A_1_1redlinestimulus15.png,TMT_A,1,18,,,,,,,,,0,0,0,0,0,17,17,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,48.869244800007436,78.75751220001257,None,"['2', '3']",1,"[-0.01553319999948144, 0.07136010000249371]",78.75751220001257,None,,001,2022_May_11_1050,TMT_fmri,2021.2.3,59.917948361028124,
TMTstop-A_1_1.xlsx,0:26,19,['2'],2,TMTstop-A_1_1linestimulus16.png,TMTstop-A_1_1greenlinestimulus16.png,TMTstop-A_1_1redlinestimulus16.png,TMT_A,1,19,,,,,,,,,0,0,0,0,0,18,18,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,49.40492689999519,78.90921440001694,None,"['1', '1', '2']",1,"[0.07142200000816956, 0.4485090000089258, 0.4702271000132896]",78.90921440001694,None,,001,2022_May_11_1050,TMT_fmri,2021.2.3,59.917948361028124,
TMTstop-A_1_1.xlsx,0:26,20,['3'],3,TMTstop-A_1_1linestimulus17.png,TMTstop-A_1_1greenlinestimulus17.png,TMTstop-A_1_1redlinestimulus17.png,TMT_A,1,20,,,,,,,,,0,0,0,0,0,19,19,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,49.555925699998625,79.44459750002716,None,['3'],1,[0.09065100000589155],79.44459750002716,None,,001,2022_May_11_1050,TMT_fmri,2021.2.3,59.917948361028124,
TMTstop-A_1_1.xlsx,0:26,21,['1'],1,TMTstop-A_1_1linestimulus18.png,TMTstop-A_1_1greenlinestimulus18.png,TMTstop-A_1_1redlinestimulus18.png,TMT_A,1,21,,,,,,,,,0,0,0,0,0,20,20,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,49.72179270000197,79.59451680001803,None,['1'],1,[0.11078409999026917],79.59451680001803,None,,001,2022_May_11_1050,TMT_fmri,2021.2.3,59.917948361028124,
TMTstop-A_1_1.xlsx,0:26,22,['3'],3,TMTstop-A_1_1linestimulus19.png,TMTstop-A_1_1greenlinestimulus19.png,TMTstop-A_1_1redlinestimulus19.png,TMT_A,1,22,,,,,,,,,0,0,0,0,0,21,21,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,49.87667359999614,79.7614828000078,None,"['2', '3']",1,"[-0.01576399998157285, 0.10384950001025572]",79.7614828000078,None,,001,2022_May_11_1050,TMT_fmri,2021.2.3,59.917948361028124,
TMTstop-A_1_1.xlsx,0:26,23,['1'],1,TMTstop-A_1_1linestimulus20.png,TMTstop-A_1_1greenlinestimulus20.png,TMTstop-A_1_1redlinestimulus20.png,TMT_A,1,23,,,,,,,,,0,0,0,0,0,22,22,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,50.033476200012956,79.92276810001931,None,['1'],1,[0.08995810002670623],79.92276810001931,None,,001,2022_May_11_1050,TMT_fmri,2021.2.3,59.917948361028124,
TMTstop-A_1_1.xlsx,0:26,24,['3'],3,TMTstop-A_1_1linestimulus21.png,TMTstop-A_1_1greenlinestimulus21.png,TMTstop-A_1_1redlinestimulus21.png,TMT_A,1,24,,,,,,,,,0,0,0,0,0,23,23,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,50.19035509999958,80.07255590002751,None,"['2', '3']",1,"[-0.031686300004366785, 0.0905800000182353]",80.07255590002751,None,,001,2022_May_11_1050,TMT_fmri,2021.2.3,59.917948361028124,
TMTstop-A_1_1.xlsx,0:26,25,['1'],1,TMTstop-A_1_1linestimulus22.png,TMTstop-A_1_1greenlinestimulus22.png,TMTstop-A_1_1redlinestimulus22.png,TMT_A,1,25,,,,,,,,,0,0,0,0,0,24,24,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,50.30734820000362,80.22917679999955,None,['1'],1,[0.06644569998024963],80.22917679999955,None,,001,2022_May_11_1050,TMT_fmri,2021.2.3,59.917948361028124,
TMTstop-A_1_1.xlsx,0:26,None,None,None,TMTstop-A_1_1linestimulus23.png,TMTstop-A_1_1greenlinestimulus23.png,TMTstop-A_1_1redlinestimulus23.png,TMT_A,1,Feedback_last,,,,,,,,,0,0,0,0,0,25,25,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,,80.34648210002342,None,"['2', '3']",0,"[0.015549699979601428, 0.12019049999071285]",80.34648210002342,None,,001,2022_May_11_1050,TMT_fmri,2021.2.3,59.917948361028124,
TMTstop-A_1_2.xlsx,26:52,1,['1'],1,TMTstop-A_1_2.png,TMTstop-A_1_2.png,TMTstop-A_1_2.png,TMT_A,2,26,,,,,,,,,0,1,1,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,55.89343050000025,84.48117010001442,None,['1'],1,[1.3927164000051562],84.48117010001442,None,,001,2022_May_11_1050,TMT_fmri,2021.2.3,59.917948361028124,
TMTstop-A_1_2.xlsx,26:52,2,['3'],3,TMTstop-A_1_2.png,TMTstop-A_1_2firstgreen.png,TMTstop-A_1_2firstred.png,TMT_A,2,27,,,,,,,,,0,1,1,1,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,56.058428799995454,85.94056430002092,None,"['2', '3']",1,"[-0.008705600019311532, 0.1009734999970533]",85.94056430002092,None,,001,2022_May_11_1050,TMT_fmri,2021.2.3,59.917948361028124,
TMTstop-A_1_2.xlsx,26:52,3,['1'],1,TMTstop-A_1_2linestimulus0.png,TMTstop-A_1_2greenlinestimulus0.png,TMTstop-A_1_2redlinestimulus0.png,TMT_A,2,28,,,,,,,,,0,1,1,1,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,56.197423100005835,86.10313060000772,None,['1'],1,[0.08096740001928993],86.10313060000772,None,,001,2022_May_11_1050,TMT_fmri,2021.2.3,59.917948361028124,
TMTstop-A_1_2.xlsx,26:52,4,['2'],2,TMTstop-A_1_2linestimulus1.png,TMTstop-A_1_2greenlinestimulus1.png,TMTstop-A_1_2redlinestimulus1.png,TMT_A,2,29,,,,,,,,,0,1,1,1,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,56.28042990001268,86.23653920000652,None,['2'],1,[0.015575700002955273],86.23653920000652,None,,001,2022_May_11_1050,TMT_fmri,2021.2.3,59.917948361028124,
TMTstop-A_1_2.xlsx,26:52,5,['1'],1,TMTstop-A_1_2linestimulus2.png,TMTstop-A_1_2greenlinestimulus2.png,TMTstop-A_1_2redlinestimulus2.png,TMT_A,2,30,,,,,,,,,0,1,1,1,0,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,56.51387340002111,86.31994600000326,None,"['3', '1']",1,"[0.030668100022012368, 0.172443999996176]",86.31994600000326,None,,001,2022_May_11_1050,TMT_fmri,2021.2.3,59.917948361028124,
TMTstop-A_1_2.xlsx,26:52,6,['3'],3,TMTstop-A_1_2linestimulus3.png,TMTstop-A_1_2greenlinestimulus3.png,TMTstop-A_1_2redlinestimulus3.png,TMT_A,2,31,,,,,,,,,0,1,1,1,0,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,56.71386750001693,86.55300120002357,None,"['2', '3']",1,"[-0.00048340001376345754, 0.11771989997942]",86.55300120002357,None,,001,2022_May_11_1050,TMT_fmri,2021.2.3,59.917948361028124,
TMTstop-A_1_2.xlsx,26:52,7,['2'],2,TMTstop-A_1_2linestimulus4.png,TMTstop-A_1_2greenlinestimulus4.png,TMTstop-A_1_2redlinestimulus4.png,TMT_A,2,32,,,,,,,,,0,1,1,1,0,6,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,56.88072909999755,86.75327050001943,None,"['1', '2']",1,"[0.05877479998162016, 0.08959829999366775]",86.75327050001943,None,,001,2022_May_11_1050,TMT_fmri,2021.2.3,59.917948361028124,
TMTstop-A_1_2.xlsx,26:52,8,['1'],1,TMTstop-A_1_2linestimulus5.png,TMTstop-A_1_2greenlinestimulus5.png,TMTstop-A_1_2redlinestimulus5.png,TMT_A,2,33,,,,,,,,,0,1,1,1,0,7,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,57.16886269999668,86.92746960002114,None,"['3', '1']",1,"[0.05993499999749474, 0.2184836000087671]",86.92746960002114,None,,001,2022_May_11_1050,TMT_fmri,2021.2.3,59.917948361028124,
TMTstop-A_1_2.xlsx,26:52,9,['3'],3,TMTstop-A_1_2linestimulus6.png,TMTstop-A_1_2greenlinestimulus6.png,TMTstop-A_1_2redlinestimulus6.png,TMT_A,2,34,,,,,,,,,0,1,1,1,0,8,8,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,57.39186200001859,87.20750310001313,None,"['2', '3']",1,"[0.0034309000184293836, 0.14939410000806674]",87.20750310001313,None,,001,2022_May_11_1050,TMT_fmri,2021.2.3,59.917948361028124,
TMTstop-A_1_2.xlsx,26:52,10,['2'],2,TMTstop-A_1_2linestimulus7.png,TMTstop-A_1_2greenlinestimulus7.png,TMTstop-A_1_2redlinestimulus7.png,TMT_A,2,35,,,,,,,,,0,1,1,1,0,9,9,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,57.54273690000991,87.43172830002732,None,"['1', '2']",1,"[0.021279099979437888, 0.08649919999879785]",87.43172830002732,None,,001,2022_May_11_1050,TMT_fmri,2021.2.3,59.917948361028124,
TMTstop-A_1_2.xlsx,26:52,11,['1'],1,TMTstop-A_1_2linestimulus8.png,TMTstop-A_1_2greenlinestimulus8.png,TMTstop-A_1_2redlinestimulus8.png,TMT_A,2,36,,,,,,,,,0,1,1,1,0,10,10,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,57.79288170000655,87.58178170002066,None,"['3', '1']",1,"[0.04591939999954775, 0.18894599998020567]",87.58178170002066,None,,001,2022_May_11_1050,TMT_fmri,2021.2.3,59.917948361028124,
TMTstop-A_1_2.xlsx,26:52,12,['2'],2,TMTstop-A_1_2linestimulus9.png,TMTstop-A_1_2greenlinestimulus9.png,TMTstop-A_1_2redlinestimulus9.png,TMT_A,2,37,,,,,,,,,0,1,1,1,0,11,11,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,57.842868300009286,87.83210379999946,None,['2'],1,[-0.0010918000189121813],87.83210379999946,None,,001,2022_May_11_1050,TMT_fmri,2021.2.3,59.917948361028124,
TMTstop-A_1_2.xlsx,26:52,13,['1'],1,TMTstop-A_1_2linestimulus10.png,TMTstop-A_1_2greenlinestimulus10.png,TMTstop-A_1_2redlinestimulus10.png,TMT_A,2,38,,,,,,,,,0,1,1,1,0,12,12,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,58.422878900018986,87.88215290001244,None,"['3', '1']",1,"[0.0676065000006929, 0.5201227999932598]",87.88215290001244,None,,001,2022_May_11_1050,TMT_fmri,2021.2.3,59.917948361028124,
TMTstop-A_1_2.xlsx,26:52,14,['3'],3,TMTstop-A_1_2linestimulus11.png,TMTstop-A_1_2greenlinestimulus11.png,TMTstop-A_1_2redlinestimulus11.png,TMT_A,2,39,,,,,,,,,0,1,1,1,0,13,13,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,58.624597600020934,88.46259060001466,None,"['2', '3']",1,"[-0.0015048999921418726, 0.1368603000009898]",88.46259060001466,None,,001,2022_May_11_1050,TMT_fmri,2021.2.3,59.917948361028124,
TMTstop-A_1_2.xlsx,26:52,15,['1'],1,TMTstop-A_1_2linestimulus12.png,TMTstop-A_1_2greenlinestimulus12.png,TMTstop-A_1_2redlinestimulus12.png,TMT_A,2,40,,,,,,,,,0,1,1,1,0,14,14,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,58.7609347999969,88.66622560002725,None,['1'],1,[0.05574529999285005],88.66622560002725,None,,001,2022_May_11_1050,TMT_fmri,2021.2.3,59.917948361028124,
TMTstop-A_1_2.xlsx,26:52,16,['3'],3,TMTstop-A_1_2linestimulus13.png,TMTstop-A_1_2greenlinestimulus13.png,TMTstop-A_1_2redlinestimulus13.png,TMT_A,2,41,,,,,,,,,0,1,1,1,0,15,15,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,58.91061690001516,88.79951160002383,None,"['2', '3']",1,"[-0.003924399992683902, 0.10205710001173429]",88.79951160002383,None,,001,2022_May_11_1050,TMT_fmri,2021.2.3,59.917948361028124,
TMTstop-A_1_2.xlsx,26:52,17,['1'],1,TMTstop-A_1_2linestimulus14.png,TMTstop-A_1_2greenlinestimulus14.png,TMTstop-A_1_2redlinestimulus14.png,TMT_A,2,42,,,,,,,,,0,1,1,1,0,16,16,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,59.044599600019865,88.9497706000111,None,['1'],1,[0.0801725999917835],88.9497706000111,None,,001,2022_May_11_1050,TMT_fmri,2021.2.3,59.917948361028124,
TMTstop-A_1_2.xlsx,26:52,18,['2'],2,TMTstop-A_1_2linestimulus15.png,TMTstop-A_1_2greenlinestimulus15.png,TMTstop-A_1_2redlinestimulus15.png,TMT_A,2,43,,,,,,,,,0,1,1,1,0,17,17,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,59.09412039999734,89.08315370001947,None,['2'],1,[0.0010553999745752662],89.08315370001947,None,,001,2022_May_11_1050,TMT_fmri,2021.2.3,59.917948361028124,
TMTstop-A_1_2.xlsx,26:52,19,['1'],1,TMTstop-A_1_2linestimulus16.png,TMTstop-A_1_2greenlinestimulus16.png,TMTstop-A_1_2redlinestimulus16.png,TMT_A,2,44,,,,,,,,,0,1,1,1,0,18,18,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,59.34192360000452,89.13888640000368,None,"['3', '1']",1,"[0.06189449998782948, 0.17627050000010058]",89.13888640000368,None,,001,2022_May_11_1050,TMT_fmri,2021.2.3,59.917948361028124,
TMTstop-A_1_2.xlsx,26:52,20,['2'],2,TMTstop-A_1_2linestimulus17.png,TMTstop-A_1_2greenlinestimulus17.png,TMTstop-A_1_2redlinestimulus17.png,TMT_A,2,45,,,,,,,,,0,1,1,1,0,19,19,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,59.39199990002089,89.38119280000683,None,['2'],1,[-0.024699500005226582],89.38119280000683,None,,001,2022_May_11_1050,TMT_fmri,2021.2.3,59.917948361028124,
TMTstop-A_1_2.xlsx,26:52,21,['3'],3,TMTstop-A_1_2linestimulus18.png,TMTstop-A_1_2greenlinestimulus18.png,TMTstop-A_1_2redlinestimulus18.png,TMT_A,2,46,,,,,,,,,0,1,1,1,0,20,20,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,59.49196100002155,89.43118970000069,None,['3'],1,[0.04648580000502989],89.43118970000069,None,,001,2022_May_11_1050,TMT_fmri,2021.2.3,59.917948361028124,
TMTstop-A_1_2.xlsx,26:52,22,['2'],2,TMTstop-A_1_2linestimulus19.png,TMTstop-A_1_2greenlinestimulus19.png,TMTstop-A_1_2redlinestimulus19.png,TMT_A,2,47,,,,,,,,,0,1,1,1,0,21,21,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,59.71417890000157,89.53137609999976,None,"['1', '2']",1,"[0.06156230001943186, 0.14384659999632277]",89.53137609999976,None,,001,2022_May_11_1050,TMT_fmri,2021.2.3,59.917948361028124,
TMTstop-A_1_2.xlsx,26:52,23,['3'],3,TMTstop-A_1_2linestimulus20.png,TMTstop-A_1_2greenlinestimulus20.png,TMTstop-A_1_2redlinestimulus20.png,TMT_A,2,48,,,,,,,,,0,1,1,1,0,22,22,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,59.8209337000153,89.7605162000109,None,['3'],1,[0.02003849999164231],89.7605162000109,None,,001,2022_May_11_1050,TMT_fmri,2021.2.3,59.917948361028124,
TMTstop-A_1_2.xlsx,26:52,24,['2'],2,TMTstop-A_1_2linestimulus21.png,TMTstop-A_1_2greenlinestimulus21.png,TMTstop-A_1_2redlinestimulus21.png,TMT_A,2,49,,,,,,,,,0,1,1,1,0,23,23,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,59.97128779999912,89.86009230001946,None,"['1', '2']",1,"[0.04580380002153106, 0.08634130001883022]",89.86009230001946,None,,001,2022_May_11_1050,TMT_fmri,2021.2.3,59.917948361028124,
TMTstop-A_1_2.xlsx,26:52,25,['3'],3,TMTstop-A_1_2linestimulus22.png,TMTstop-A_1_2greenlinestimulus22.png,TMTstop-A_1_2redlinestimulus22.png,TMT_A,2,50,,,,,,,,,0,1,1,1,0,24,24,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,60.11065280000912,90.01668930001324,None,['3'],1,[0.07806510000955313],90.01668930001324,None,,001,2022_May_11_1050,TMT_fmri,2021.2.3,59.917948361028124,
TMTstop-A_1_2.xlsx,26:52,None,None,None,TMTstop-A_1_2linestimulus23.png,TMTstop-A_1_2greenlinestimulus23.png,TMTstop-A_1_2redlinestimulus23.png,TMT_A,2,Feedback_last,,,,,,,,,0,1,1,1,0,25,25,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,,90.14973400000599,None,"['1', '2', '3']",0,"[0.05425009998725727, 0.16977770000812598, 0.35209120000945404]",90.14973400000599,None,,001,2022_May_11_1050,TMT_fmri,2021.2.3,59.917948361028124,
TMTstop-A_1_3.xlsx,52:78,1,['1'],1,TMTstop-A_1_3.png,TMTstop-A_1_3.png,TMTstop-A_1_3.png,TMT_A,3,51,,,,,,,,,0,2,2,2,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,64.77534839999862,94.26386480001383,None,['1'],1,[0.49957610000274144],94.26386480001383,None,,001,2022_May_11_1050,TMT_fmri,2021.2.3,59.917948361028124,
