NumberLetter,corrAns,StimFile,Correct_StimFile,False_StimFile,DurationTrial,Condition_rows,restartpractice.thisRepN,restartpractice.thisTrialN,restartpractice.thisN,restartpractice.thisIndex,trials_practice.thisRepN,trials_practice.thisTrialN,trials_practice.thisN,trials_practice.thisIndex,Condition_trials.thisRepN,Condition_trials.thisTrialN,Condition_trials.thisN,Condition_trials.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,Instruct.started,Instruct.stopped,image_2.started,image_2.stopped,key_resp_6.keys,key_resp_6.rt,key_resp_6.started,key_resp_6.stopped,polygon.started,polygon.stopped,Stim_practice.started,Stim_practice.stopped,key_resp_practice.keys,key_resp_practice.rt,key_resp_practice.started,key_resp_practice.stopped,text_5.started,text_5.stopped,key_resp_5.keys,key_resp_5.rt,key_resp_5.started,key_resp_5.stopped,Stim.started,Stim.stopped,key_resp_2.keys,key_resp_2.corr,key_resp_2.rt,key_resp_2.started,key_resp_2.stopped,participant,session,date,expName,psychopyVersion,frameRate,
10,['3'],TMTstop-A_1_practicelinestimulus7.png,TMTstop-A_1_practicegreenlinestimulus7.png,TMTstop-A_1_practiceredlinestimulus7.png,10,,0,0,0,0,0,9,9,9,,,,,,,,,,,,,,,,,,,15.997797100106254,None,3,0.2754345000721514,15.997797100106254,None,,,,,,,,,,,,,,,001,2022_Jan_12_1713,TMTAstop-A,2021.2.3,144.01647579805987,
11,['1'],TMTstop-A_1_practicelinestimulus8.png,TMTstop-A_1_practicegreenlinestimulus8.png,TMTstop-A_1_practiceredlinestimulus8.png,10,,0,0,0,0,0,10,10,10,,,,,,,,,,,,,,,,,,,16.3453351999633,None,1,0.10023689991794527,16.3453351999633,None,,,,,,,,,,,,,,,001,2022_Jan_12_1713,TMTAstop-A,2021.2.3,144.01647579805987,
12,['2'],TMTstop-A_1_practicelinestimulus9.png,TMTstop-A_1_practicegreenlinestimulus9.png,TMTstop-A_1_practiceredlinestimulus9.png,10,,0,0,0,0,0,11,11,11,,,,,,,,,,,,,,,,,,,16.525627300143242,None,2,0.06677579996176064,16.525627300143242,None,,,,,,,,,,,,,,,001,2022_Jan_12_1713,TMTAstop-A,2021.2.3,144.01647579805987,
None,None,TMTstop-A_1_practicelinestimulus10.png,TMTstop-A_1_practicegreenlinestimulus10.png,TMTstop-A_1_practiceredlinestimulus10.png,None,,0,0,0,0,0,12,12,12,,,,,,,,,,,,,,,,,,,16.664719599997625,None,None,,16.664719599997625,None,,,,,,,,,,,,,,,001,2022_Jan_12_1713,TMTAstop-A,2021.2.3,144.01647579805987,
,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.73848900012672,None,2,0.5972979001235217,17.73848900012672,None,,,,,,,,,001,2022_Jan_12_1713,TMTAstop-A,2021.2.3,144.01647579805987,
1,['2'],TMTstop-A_1_1.png,TMTstop-A_1_1.png,TMTstop-A_1_1.png,10,0:26,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,18.38468710007146,None,,,,,,,,,,,,,21.40037090005353,None,['2'],1,[0.5622125999070704],21.40037090005353,None,,001,2022_Jan_12_1713,TMTAstop-A,2021.2.3,144.01647579805987,
2,['1'],TMTstop-A_1_1.png,TMTstop-A_1_1firstgreen.png,TMTstop-A_1_1firstred.png,10,0:26,,,,,,,,,0,0,0,0,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,22.039178899955004,None,['1'],1,[0.8664404998999089],22.039178899955004,None,,001,2022_Jan_12_1713,TMTAstop-A,2021.2.3,144.01647579805987,
3,['2'],TMTstop-A_1_1linestimulus0.png,TMTstop-A_1_1greenlinestimulus0.png,TMTstop-A_1_1redlinestimulus0.png,10,0:26,,,,,,,,,0,0,0,0,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,22.984529700130224,None,['2'],1,[0.2706833998672664],22.984529700130224,None,,001,2022_Jan_12_1713,TMTAstop-A,2021.2.3,144.01647579805987,
4,['3'],TMTstop-A_1_1linestimulus1.png,TMTstop-A_1_1greenlinestimulus1.png,TMTstop-A_1_1redlinestimulus1.png,10,0:26,,,,,,,,,0,0,0,0,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,,23.33100050012581,None,['3'],1,[0.27215370000340044],23.33100050012581,None,,001,2022_Jan_12_1713,TMTAstop-A,2021.2.3,144.01647579805987,
5,['2'],TMTstop-A_1_1linestimulus2.png,TMTstop-A_1_1greenlinestimulus2.png,TMTstop-A_1_1redlinestimulus2.png,10,0:26,,,,,,,,,0,0,0,0,0,4,4,4,,,,,,,,,,,,,,,,,,,,,,,23.67821600008756,None,"['1', '2']",1,"[0.17907100007869303, 0.3990938998758793]",23.67821600008756,None,,001,2022_Jan_12_1713,TMTAstop-A,2021.2.3,144.01647579805987,
6,['3'],TMTstop-A_1_1linestimulus3.png,TMTstop-A_1_1greenlinestimulus3.png,TMTstop-A_1_1redlinestimulus3.png,10,0:26,,,,,,,,,0,0,0,0,0,5,5,5,,,,,,,,,,,,,,,,,,,,,,,24.191579800099134,None,['3'],1,[-0.022775399964302778],24.191579800099134,None,,001,2022_Jan_12_1713,TMTAstop-A,2021.2.3,144.01647579805987,
7,['2'],TMTstop-A_1_1linestimulus4.png,TMTstop-A_1_1greenlinestimulus4.png,TMTstop-A_1_1redlinestimulus4.png,10,0:26,,,,,,,,,0,0,0,0,0,6,6,6,,,,,,,,,,,,,,,,,,,,,,,24.275428800145164,None,"['1', '2']",1,"[0.12612569984048605, 0.24441479984670877]",24.275428800145164,None,,001,2022_Jan_12_1713,TMTAstop-A,2021.2.3,144.01647579805987,
8,['1'],TMTstop-A_1_1linestimulus5.png,TMTstop-A_1_1greenlinestimulus5.png,TMTstop-A_1_1redlinestimulus5.png,10,0:26,,,,,,,,,0,0,0,0,0,7,7,7,,,,,,,,,,,,,,,,,,,,,,,24.608632700052112,None,"['3', '1']",1,"[0.09178729983977973, 0.1995496000163257]",24.608632700052112,None,,001,2022_Jan_12_1713,TMTAstop-A,2021.2.3,144.01647579805987,
9,['2'],TMTstop-A_1_1linestimulus6.png,TMTstop-A_1_1greenlinestimulus6.png,TMTstop-A_1_1redlinestimulus6.png,10,0:26,,,,,,,,,0,0,0,0,0,8,8,8,,,,,,,,,,,,,,,,,,,,,,,24.90126259997487,None,['2'],1,[0.005091900005936623],24.90126259997487,None,,001,2022_Jan_12_1713,TMTAstop-A,2021.2.3,144.01647579805987,
10,['1'],TMTstop-A_1_1linestimulus7.png,TMTstop-A_1_1greenlinestimulus7.png,TMTstop-A_1_1redlinestimulus7.png,10,0:26,,,,,,,,,0,0,0,0,0,9,9,9,,,,,,,,,,,,,,,,,,,,,,,24.983883399982005,None,"['3', '1']",1,"[0.06818639999255538, 0.1833238999824971]",24.983883399982005,None,,001,2022_Jan_12_1713,TMTAstop-A,2021.2.3,144.01647579805987,
11,['2'],TMTstop-A_1_1linestimulus8.png,TMTstop-A_1_1greenlinestimulus8.png,TMTstop-A_1_1redlinestimulus8.png,10,0:26,,,,,,,,,0,0,0,0,0,10,10,10,,,,,,,,,,,,,,,,,,,,,,,25.254361000144854,None,['2'],1,[-0.014158699894323945],25.254361000144854,None,,001,2022_Jan_12_1713,TMTAstop-A,2021.2.3,144.01647579805987,
12,['3'],TMTstop-A_1_1linestimulus9.png,TMTstop-A_1_1greenlinestimulus9.png,TMTstop-A_1_1redlinestimulus9.png,10,0:26,,,,,,,,,0,0,0,0,0,11,11,11,,,,,,,,,,,,,,,,,,,,,,,25.331080500036478,None,['3'],1,[0.018516100011765957],25.331080500036478,None,,001,2022_Jan_12_1713,TMTAstop-A,2021.2.3,144.01647579805987,
13,['2'],TMTstop-A_1_1linestimulus10.png,TMTstop-A_1_1greenlinestimulus10.png,TMTstop-A_1_1redlinestimulus10.png,1,0:26,,,,,,,,,0,0,0,0,0,12,12,12,,,,,,,,,,,,,,,,,,,,,,,25.436330900061876,None,"['1', '2']",1,"[0.07291069999337196, 0.14055099990218878]",25.436330900061876,None,,001,2022_Jan_12_1713,TMTAstop-A,2021.2.3,144.01647579805987,
14,['3'],TMTstop-A_1_1linestimulus11.png,TMTstop-A_1_1greenlinestimulus11.png,TMTstop-A_1_1redlinestimulus11.png,None,0:26,,,,,,,,,0,0,0,0,0,13,13,13,,,,,,,,,,,,,,,,,,,,,,,25.678132300032303,None,['3'],1,[0.01832429994828999],25.678132300032303,None,,001,2022_Jan_12_1713,TMTAstop-A,2021.2.3,144.01647579805987,
15,['1'],TMTstop-A_1_1linestimulus12.png,TMTstop-A_1_1greenlinestimulus12.png,TMTstop-A_1_1redlinestimulus12.png,None,0:26,,,,,,,,,0,0,0,0,0,14,14,14,,,,,,,,,,,,,,,,,,,,,,,25.783899300033227,None,['1'],1,[0.05577179999090731],25.783899300033227,None,,001,2022_Jan_12_1713,TMTAstop-A,2021.2.3,144.01647579805987,
16,['3'],TMTstop-A_1_1linestimulus13.png,TMTstop-A_1_1greenlinestimulus13.png,TMTstop-A_1_1redlinestimulus13.png,None,0:26,,,,,,,,,0,0,0,0,0,15,15,15,,,,,,,,,,,,,,,,,,,,,,,25.921872399980202,None,"['2', '3']",1,"[-0.0150993000715971, 0.10438699997030199]",25.921872399980202,None,,001,2022_Jan_12_1713,TMTAstop-A,2021.2.3,144.01647579805987,
17,['2'],TMTstop-A_1_1linestimulus14.png,TMTstop-A_1_1greenlinestimulus14.png,TMTstop-A_1_1redlinestimulus14.png,None,0:26,,,,,,,,,0,0,0,0,0,16,16,16,,,,,,,,,,,,,,,,,,,,,,,26.130140300141647,None,"['1', '2']",1,"[0.024943499825894833, 0.09548389981500804]",26.130140300141647,None,,001,2022_Jan_12_1713,TMTAstop-A,2021.2.3,144.01647579805987,
18,['3'],TMTstop-A_1_1linestimulus15.png,TMTstop-A_1_1greenlinestimulus15.png,TMTstop-A_1_1redlinestimulus15.png,None,0:26,,,,,,,,,0,0,0,0,0,17,17,17,,,,,,,,,,,,,,,,,,,,,,,26.3177541999612,None,['3'],1,[0.03381030005402863],26.3177541999612,None,,001,2022_Jan_12_1713,TMTAstop-A,2021.2.3,144.01647579805987,
19,['1'],TMTstop-A_1_1linestimulus16.png,TMTstop-A_1_1greenlinestimulus16.png,TMTstop-A_1_1redlinestimulus16.png,None,0:26,,,,,,,,,0,0,0,0,0,18,18,18,,,,,,,,,,,,,,,,,,,,,,,26.43524509994313,None,['1'],1,[0.05479150009341538],26.43524509994313,None,,001,2022_Jan_12_1713,TMTAstop-A,2021.2.3,144.01647579805987,
20,['3'],TMTstop-A_1_1linestimulus17.png,TMTstop-A_1_1greenlinestimulus17.png,TMTstop-A_1_1redlinestimulus17.png,None,0:26,,,,,,,,,0,0,0,0,0,19,19,19,,,,,,,,,,,,,,,,,,,,,,,26.57402759999968,None,"['2', '3']",1,"[-0.01363519998267293, 0.10114809987135231]",26.57402759999968,None,,001,2022_Jan_12_1713,TMTAstop-A,2021.2.3,144.01647579805987,
21,['1'],TMTstop-A_1_1linestimulus18.png,TMTstop-A_1_1greenlinestimulus18.png,TMTstop-A_1_1redlinestimulus18.png,None,0:26,,,,,,,,,0,0,0,0,0,20,20,20,,,,,,,,,,,,,,,,,,,,,,,26.775655700126663,None,['1'],1,[0.049410599982365966],26.775655700126663,None,,001,2022_Jan_12_1713,TMTAstop-A,2021.2.3,144.01647579805987,
22,['3'],TMTstop-A_1_1linestimulus19.png,TMTstop-A_1_1greenlinestimulus19.png,TMTstop-A_1_1redlinestimulus19.png,None,0:26,,,,,,,,,0,0,0,0,0,21,21,21,,,,,,,,,,,,,,,,,,,,,,,26.907578600104898,None,"['2', '3']",1,"[0.029602399794384837, 0.10525669995695353]",26.907578600104898,None,,001,2022_Jan_12_1713,TMTAstop-A,2021.2.3,144.01647579805987,
23,['1'],TMTstop-A_1_1linestimulus20.png,TMTstop-A_1_1greenlinestimulus20.png,TMTstop-A_1_1redlinestimulus20.png,None,0:26,,,,,,,,,0,0,0,0,0,22,22,22,,,,,,,,,,,,,,,,,,,,,,,27.115494100144133,None,"['2', '1']",1,"[0.4892548001371324, 0.909423700068146]",27.115494100144133,None,,001,2022_Jan_12_1713,TMTAstop-A,2021.2.3,144.01647579805987,
24,['2'],TMTstop-A_1_1linestimulus21.png,TMTstop-A_1_1greenlinestimulus21.png,TMTstop-A_1_1redlinestimulus21.png,None,0:26,,,,,,,,,0,0,0,0,0,23,23,23,,,,,,,,,,,,,,,,,,,,,,,28.10877010016702,None,['2'],1,[0.6791679000016302],28.10877010016702,None,,001,2022_Jan_12_1713,TMTAstop-A,2021.2.3,144.01647579805987,
25,['3'],TMTstop-A_1_1linestimulus22.png,TMTstop-A_1_1greenlinestimulus22.png,TMTstop-A_1_1redlinestimulus22.png,None,0:26,,,,,,,,,0,0,0,0,0,24,24,24,,,,,,,,,,,,,,,,,,,,,,,28.87959889997728,None,['3'],1,[0.5865570001769811],28.87959889997728,None,,001,2022_Jan_12_1713,TMTAstop-A,2021.2.3,144.01647579805987,
None,None,TMTstop-A_1_1linestimulus23.png,TMTstop-A_1_1greenlinestimulus23.png,TMTstop-A_1_1redlinestimulus23.png,None,0:26,,,,,,,,,0,0,0,0,0,25,25,25,,,,,,,,,,,,,,,,,,,,,,,29.560689100064337,None,None,1,,29.560689100064337,None,,001,2022_Jan_12_1713,TMTAstop-A,2021.2.3,144.01647579805987,
