NumberLetter,corrAns,StimFile,Correct_StimFile,False_StimFile,DurationTrial,Correct,restartpractice.thisRepN,restartpractice.thisTrialN,restartpractice.thisN,restartpractice.thisIndex,trials_practice.thisRepN,trials_practice.thisTrialN,trials_practice.thisN,trials_practice.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,trials_4.thisRepN,trials_4.thisTrialN,trials_4.thisN,trials_4.thisIndex,Instruct.started,Instruct.stopped,image_2.started,image_2.stopped,key_resp_6.keys,key_resp_6.rt,key_resp_6.started,key_resp_6.stopped,polygon.started,polygon.stopped,Stim_practice.started,Stim_practice.stopped,key_resp_practice.keys,key_resp_practice.rt,key_resp_practice.started,key_resp_practice.stopped,text_5.started,text_5.stopped,key_resp_5.keys,key_resp_5.rt,key_resp_5.started,key_resp_5.stopped,Stim.started,Stim.stopped,key_resp_2.keys,key_resp_2.corr,key_resp_2.rt,key_resp_2.started,key_resp_2.stopped,participant,session,date,expName,psychopyVersion,frameRate,
K,['3'],TMTstop-B_1_2linestimulus19.png,TMTstop-B_1_2greenlinestimulus19.png,TMTstop-B_1_2redlinestimulus19.png,None,,,,,,,,,,,,,,0,21,21,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68.7918840998318,None,['3'],1,[-0.001079200068488717],68.7918840998318,None,,001,2022_Jan_11_1304,TMTAB,2021.2.3,59.98289286042099,
12,['1'],TMTstop-B_1_2linestimulus20.png,TMTstop-B_1_2greenlinestimulus20.png,TMTstop-B_1_2redlinestimulus20.png,None,,,,,,,,,,,,,,0,22,22,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68.87503360002302,None,['1'],1,[0.044091299874708056],68.87503360002302,None,,001,2022_Jan_11_1304,TMTAB,2021.2.3,59.98289286042099,
L,['2'],TMTstop-B_1_2linestimulus21.png,TMTstop-B_1_2greenlinestimulus21.png,TMTstop-B_1_2redlinestimulus21.png,None,,,,,,,,,,,,,,0,23,23,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69.00868900003843,None,['2'],1,[0.008561699884012341],69.00868900003843,None,,001,2022_Jan_11_1304,TMTAB,2021.2.3,59.98289286042099,
13,['3'],TMTstop-B_1_2linestimulus22.png,TMTstop-B_1_2greenlinestimulus22.png,TMTstop-B_1_2redlinestimulus22.png,None,,,,,,,,,,,,,,0,24,24,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69.10860119992867,None,['3'],1,[0.008303100010380149],69.10860119992867,None,,001,2022_Jan_11_1304,TMTAB,2021.2.3,59.98289286042099,
None,None,TMTstop-B_1_2linestimulus23.png,TMTstop-B_1_2greenlinestimulus23.png,TMTstop-B_1_2redlinestimulus23.png,None,,,,,,,,,,,,,,0,25,25,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69.20851100003347,None,"['1', '2', '3', '1', '2', '3']",0,"[0.045825199922546744, 0.12756889988668263, 0.23404789995402098, 0.37524349987506866, 0.462814399972558, 0.5644814998377115]",69.20851100003347,None,,001,2022_Jan_11_1304,TMTAB,2021.2.3,59.98289286042099,
1,['3'],TMTstop-B_1_3.png,TMTstop-B_1_3.png,TMTstop-B_1_3.png,10,3,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,70.2573398000095,None,,,,,,,,,,,,,73.29378169984557,None,['3'],1,[0.7295810000505298],73.29378169984557,None,,001,2022_Jan_11_1304,TMTAB,2021.2.3,59.98289286042099,
A,['2'],TMTstop-B_1_3.png,TMTstop-B_1_3firstgreen.png,TMTstop-B_1_3firstred.png,10,2,,,,,,,,,,,,,,,,,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,74.1108219998423,None,"['1', '2']",1,"[0.05421480000950396, 0.1523245999123901]",74.1108219998423,None,,001,2022_Jan_11_1304,TMTAB,2021.2.3,59.98289286042099,
2,['1'],TMTstop-B_1_3linestimulus0.png,TMTstop-B_1_3greenlinestimulus0.png,TMTstop-B_1_3redlinestimulus0.png,10,1,,,,,,,,,,,,,,,,,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,74.36122539988719,None,"['3', '1']",1,"[0.00957529991865158, 0.15348330000415444]",74.36122539988719,None,,001,2022_Jan_11_1304,TMTAB,2021.2.3,59.98289286042099,
B,['2'],TMTstop-B_1_3linestimulus1.png,TMTstop-B_1_3greenlinestimulus1.png,TMTstop-B_1_3redlinestimulus1.png,10,2,,,,,,,,,,,,,,,,,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,74.6110025998205,None,['2'],1,[-0.022146000061184168],74.6110025998205,None,,001,2022_Jan_11_1304,TMTAB,2021.2.3,59.98289286042099,
3,['1'],TMTstop-B_1_3linestimulus2.png,TMTstop-B_1_3greenlinestimulus2.png,TMTstop-B_1_3redlinestimulus2.png,10,1,,,,,,,,,,,,,,,,,0,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,74.69456680002622,None,"['3', '1']",1,"[-0.0071709000039845705, 0.1359276999719441]",74.69456680002622,None,,001,2022_Jan_11_1304,TMTAB,2021.2.3,59.98289286042099,
C,['3'],TMTstop-B_1_3linestimulus3.png,TMTstop-B_1_3greenlinestimulus3.png,TMTstop-B_1_3redlinestimulus3.png,10,3,,,,,,,,,,,,,,,,,0,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,74.92813449981622,None,"['2', '3']",1,"[-0.00572500005364418, 1.5740772997960448]",74.92813449981622,None,,001,2022_Jan_11_1304,TMTAB,2021.2.3,59.98289286042099,
4,['1'],TMTstop-B_1_3linestimulus4.png,TMTstop-B_1_3greenlinestimulus4.png,TMTstop-B_1_3redlinestimulus4.png,10,1,,,,,,,,,,,,,,,,,0,6,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,76.61197709990665,None,"['3', '3', '3', '2', '1']",1,"[1.2459166999906301, 3.1269790998194367, 3.909850299824029, 4.782974999863654, 5.19211159995757]",76.61197709990665,None,,001,2022_Jan_11_1304,TMTAB,2021.2.3,59.98289286042099,
D,['3'],TMTstop-B_1_3linestimulus5.png,TMTstop-B_1_3greenlinestimulus5.png,TMTstop-B_1_3redlinestimulus5.png,10,3,,,,,,,,,,,,,,,,,0,7,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,81.8998818998225,None,"['2', '3']",1,"[1.229582600062713, 3.424774199957028]",81.8998818998225,None,,001,2022_Jan_11_1304,TMTAB,2021.2.3,59.98289286042099,
5,['1'],TMTstop-B_1_3linestimulus6.png,TMTstop-B_1_3greenlinestimulus6.png,TMTstop-B_1_3redlinestimulus6.png,10,1,,,,,,,,,,,,,,,,,0,8,8,8,,,,,,,,,,,,,,,,,,,,,,,,,,,85.41624980000779,None,['1'],1,[0.824510799953714],85.41624980000779,None,,001,2022_Jan_11_1304,TMTAB,2021.2.3,59.98289286042099,
E,['3'],TMTstop-B_1_3linestimulus7.png,TMTstop-B_1_3greenlinestimulus7.png,TMTstop-B_1_3redlinestimulus7.png,10,3,,,,,,,,,,,,,,,,,0,9,9,9,,,,,,,,,,,,,,,,,,,,,,,,,,,86.3334826999344,None,['3'],1,[1.564976500114426],86.3334826999344,None,,001,2022_Jan_11_1304,TMTAB,2021.2.3,59.98289286042099,
6,['1'],TMTstop-B_1_3linestimulus8.png,TMTstop-B_1_3greenlinestimulus8.png,TMTstop-B_1_3redlinestimulus8.png,10,1,,,,,,,,,,,,,,,,,0,10,10,10,,,,,,,,,,,,,,,,,,,,,,,,,,,87.96756929997355,None,"['3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '1']",1,"[0.7353169000707567, 1.2496897000819445, 1.6730261999182403, 2.255957700079307, 2.685196700040251, 3.0413021999411285, 3.344653300009668, 3.644948299974203, 3.935869500041008, 4.190084300003946, 4.448679700028151, 4.805136200040579, 6.891202700091526]",87.96756929997355,None,,001,2022_Jan_11_1304,TMTAB,2021.2.3,59.98289286042099,
F,['2'],TMTstop-B_1_3linestimulus9.png,TMTstop-B_1_3greenlinestimulus9.png,TMTstop-B_1_3redlinestimulus9.png,10,2,,,,,,,,,,,,,,,,,0,11,11,11,,,,,,,,,,,,,,,,,,,,,,,,,,,94.95386120001785,None,"['1', '1', '2']",1,"[0.2510631999466568, 0.5741447999607772, 0.7028149000834674]",94.95386120001785,None,,001,2022_Jan_11_1304,TMTAB,2021.2.3,59.98289286042099,
7,['1'],TMTstop-B_1_3linestimulus10.png,TMTstop-B_1_3greenlinestimulus10.png,TMTstop-B_1_3redlinestimulus10.png,1,1,,,,,,,,,,,,,,,,,0,12,12,12,,,,,,,,,,,,,,,,,,,,,,,,,,,95.78755469992757,None,"['3', '1']",1,"[0.07147199986502528, 0.24163129995577037]",95.78755469992757,None,,001,2022_Jan_11_1304,TMTAB,2021.2.3,59.98289286042099,
G,['3'],TMTstop-B_1_3linestimulus11.png,TMTstop-B_1_3greenlinestimulus11.png,TMTstop-B_1_3redlinestimulus11.png,None,3,,,,,,,,,,,,,,,,,0,13,13,13,,,,,,,,,,,,,,,,,,,,,,,,,,,96.15451279981062,None,"['2', '3']",1,"[-0.027075099991634488, 0.07671029982157052]",96.15451279981062,None,,001,2022_Jan_11_1304,TMTAB,2021.2.3,59.98289286042099,
8,['2'],TMTstop-B_1_3linestimulus12.png,TMTstop-B_1_3greenlinestimulus12.png,TMTstop-B_1_3redlinestimulus12.png,None,2,,,,,,,,,,,,,,,,,0,14,14,14,,,,,,,,,,,,,,,,,,,,,,,,,,,96.33782289992087,None,"['1', '2']",1,"[0.059245900018140674, 0.12684860010631382]",96.33782289992087,None,,001,2022_Jan_11_1304,TMTAB,2021.2.3,59.98289286042099,
H,['3'],TMTstop-B_1_3linestimulus13.png,TMTstop-B_1_3greenlinestimulus13.png,TMTstop-B_1_3redlinestimulus13.png,None,3,,,,,,,,,,,,,,,,,0,15,15,15,,,,,,,,,,,,,,,,,,,,,,,,,,,96.58827039995231,None,['3'],1,[-0.004671900067478418],96.58827039995231,None,,001,2022_Jan_11_1304,TMTAB,2021.2.3,59.98289286042099,
9,['1'],TMTstop-B_1_3linestimulus14.png,TMTstop-B_1_3greenlinestimulus14.png,TMTstop-B_1_3redlinestimulus14.png,None,1,,,,,,,,,,,,,,,,,0,16,16,16,,,,,,,,,,,,,,,,,,,,,,,,,,,96.67141989991069,None,['1'],1,[0.09067899989895523],96.67141989991069,None,,001,2022_Jan_11_1304,TMTAB,2021.2.3,59.98289286042099,
I,['3'],TMTstop-B_1_3linestimulus15.png,TMTstop-B_1_3greenlinestimulus15.png,TMTstop-B_1_3redlinestimulus15.png,None,3,,,,,,,,,,,,,,,,,0,17,17,17,,,,,,,,,,,,,,,,,,,,,,,,,,,96.8550060999114,None,"['2', '3']",1,"[-0.033416799968108535, 0.09990160004235804]",96.8550060999114,None,,001,2022_Jan_11_1304,TMTAB,2021.2.3,59.98289286042099,
10,['1'],TMTstop-B_1_3linestimulus16.png,TMTstop-B_1_3greenlinestimulus16.png,TMTstop-B_1_3redlinestimulus16.png,None,1,,,,,,,,,,,,,,,,,0,18,18,18,,,,,,,,,,,,,,,,,,,,,,,,,,,97.02178499987349,None,['1'],1,[0.12065489985980093],97.02178499987349,None,,001,2022_Jan_11_1304,TMTAB,2021.2.3,59.98289286042099,
J,['2'],TMTstop-B_1_3linestimulus17.png,TMTstop-B_1_3greenlinestimulus17.png,TMTstop-B_1_3redlinestimulus17.png,None,2,,,,,,,,,,,,,,,,,0,19,19,19,,,,,,,,,,,,,,,,,,,,,,,,,,,97.23856069985777,None,['2'],1,[-0.02809369983151555],97.23856069985777,None,,001,2022_Jan_11_1304,TMTAB,2021.2.3,59.98289286042099,
11,['1'],TMTstop-B_1_3linestimulus18.png,TMTstop-B_1_3greenlinestimulus18.png,TMTstop-B_1_3redlinestimulus18.png,None,1,,,,,,,,,,,,,,,,,0,20,20,20,,,,,,,,,,,,,,,,,,,,,,,,,,,97.32188719999976,None,"['3', '1']",1,"[0.018000599928200245, 0.19223839999176562]",97.32188719999976,None,,001,2022_Jan_11_1304,TMTAB,2021.2.3,59.98289286042099,
K,['2'],TMTstop-B_1_3linestimulus19.png,TMTstop-B_1_3greenlinestimulus19.png,TMTstop-B_1_3redlinestimulus19.png,None,2,,,,,,,,,,,,,,,,,0,21,21,21,,,,,,,,,,,,,,,,,,,,,,,,,,,97.62188669992611,None,['2'],1,[-0.047866899985820055],97.62188669992611,None,,001,2022_Jan_11_1304,TMTAB,2021.2.3,59.98289286042099,
12,['3'],TMTstop-B_1_3linestimulus20.png,TMTstop-B_1_3greenlinestimulus20.png,TMTstop-B_1_3redlinestimulus20.png,None,3,,,,,,,,,,,,,,,,,0,22,22,22,,,,,,,,,,,,,,,,,,,,,,,,,,,97.7054371999111,None,['3'],1,[0.005019099917262793],97.7054371999111,None,,001,2022_Jan_11_1304,TMTAB,2021.2.3,59.98289286042099,
L,['2'],TMTstop-B_1_3linestimulus21.png,TMTstop-B_1_3greenlinestimulus21.png,TMTstop-B_1_3redlinestimulus21.png,None,2,,,,,,,,,,,,,,,,,0,23,23,23,,,,,,,,,,,,,,,,,,,,,,,,,,,97.80535169993527,None,"['1', '2']",1,"[0.2050935998558998, 0.2921579999383539]",97.80535169993527,None,,001,2022_Jan_11_1304,TMTAB,2021.2.3,59.98289286042099,
13,['1'],TMTstop-B_1_3linestimulus22.png,TMTstop-B_1_3greenlinestimulus22.png,TMTstop-B_1_3redlinestimulus22.png,None,1,,,,,,,,,,,,,,,,,0,24,24,24,,,,,,,,,,,,,,,,,,,,,,,,,,,98.20560799981467,None,"['3', '1']",1,"[0.03170729987323284, 0.23055129987187684]",98.20560799981467,None,,001,2022_Jan_11_1304,TMTAB,2021.2.3,59.98289286042099,
None,None,TMTstop-B_1_3linestimulus23.png,TMTstop-B_1_3greenlinestimulus23.png,TMTstop-B_1_3redlinestimulus23.png,None,None,,,,,,,,,,,,,,,,,0,25,25,25,,,,,,,,,,,,,,,,,,,,,,,,,,,98.52251579985023,None,"['2', '3', '1', '2', '3', '1', '2', '3']",0,"[-0.023269700119271874, 0.12532530003227293, 0.30220820009708405, 0.38619940006174147, 0.5218736999668181, 0.7051562999840826, 0.7611557000782341, 0.9162572999484837]",98.52251579985023,None,,001,2022_Jan_11_1304,TMTAB,2021.2.3,59.98289286042099,
1,['1'],TMTstop-B_1_4.png,TMTstop-B_1_4.png,TMTstop-B_1_4.png,10,1,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,99.57077339990065,None,,,,,,,,,,,,,102.60883089993149,None,"['2', '3', '1']",1,"[0.6144031998701394, 0.8135018998291343, 1.0826118998229504]",102.60883089993149,None,,001,2022_Jan_11_1304,TMTAB,2021.2.3,59.98289286042099,
A,['2'],TMTstop-B_1_4.png,TMTstop-B_1_4firstgreen.png,TMTstop-B_1_4firstred.png,10,2,,,,,,,,,,,,,,,,,,,,,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,103.79146300000139,None,['2'],1,[0.03954249992966652],103.79146300000139,None,,001,2022_Jan_11_1304,TMTAB,2021.2.3,59.98289286042099,
2,['1'],TMTstop-B_1_4linestimulus0.png,TMTstop-B_1_4greenlinestimulus0.png,TMTstop-B_1_4redlinestimulus0.png,10,1,,,,,,,,,,,,,,,,,,,,,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,103.90810689982027,None,"['3', '1']",1,"[0.04051259998232126, 0.3079661999363452]",103.90810689982027,None,,001,2022_Jan_11_1304,TMTAB,2021.2.3,59.98289286042099,
B,['2'],TMTstop-B_1_4linestimulus1.png,TMTstop-B_1_4greenlinestimulus1.png,TMTstop-B_1_4redlinestimulus1.png,10,2,,,,,,,,,,,,,,,,,,,,,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,,104.3417785000056,None,"['3', '1', '2']",1,"[1.1060171001590788, 1.8862413000315428, 2.217307300074026]",104.3417785000056,None,,001,2022_Jan_11_1304,TMTAB,2021.2.3,59.98289286042099,
3,['3'],TMTstop-B_1_4linestimulus2.png,TMTstop-B_1_4greenlinestimulus2.png,TMTstop-B_1_4redlinestimulus2.png,10,3,,,,,,,,,,,,,,,,,,,,,0,4,4,4,,,,,,,,,,,,,,,,,,,,,,,106.64279139996506,None,['3'],1,[0.0764506000559777],106.64279139996506,None,,001,2022_Jan_11_1304,TMTAB,2021.2.3,59.98289286042099,
C,['2'],TMTstop-B_1_4linestimulus3.png,TMTstop-B_1_4greenlinestimulus3.png,TMTstop-B_1_4redlinestimulus3.png,10,2,,,,,,,,,,,,,,,,,,,,,0,5,5,5,,,,,,,,,,,,,,,,,,,,,,,106.80944109987468,None,"['1', '2']",1,"[0.17293639993295074, 0.31974269985221326]",106.80944109987468,None,,001,2022_Jan_11_1304,TMTAB,2021.2.3,59.98289286042099,
4,['1'],TMTstop-B_1_4linestimulus4.png,TMTstop-B_1_4greenlinestimulus4.png,TMTstop-B_1_4redlinestimulus4.png,10,1,,,,,,,,,,,,,,,,,,,,,0,6,6,6,,,,,,,,,,,,,,,,,,,,,,,107.22642129985616,None,"['3', '1']",1,"[0.8268379000946879, 1.4111959000583738]",107.22642129985616,None,,001,2022_Jan_11_1304,TMTAB,2021.2.3,59.98289286042099,
D,['3'],TMTstop-B_1_4linestimulus5.png,TMTstop-B_1_4greenlinestimulus5.png,TMTstop-B_1_4redlinestimulus5.png,10,3,,,,,,,,,,,,,,,,,,,,,0,7,7,7,,,,,,,,,,,,,,,,,,,,,,,108.74387969984673,None,['3'],1,[0.44686360005289316],108.74387969984673,None,,001,2022_Jan_11_1304,TMTAB,2021.2.3,59.98289286042099,
5,['1'],TMTstop-B_1_4linestimulus6.png,TMTstop-B_1_4greenlinestimulus6.png,TMTstop-B_1_4redlinestimulus6.png,10,1,,,,,,,,,,,,,,,,,,,,,0,8,8,8,,,,,,,,,,,,,,,,,,,,,,,109.27752969996072,None,['1'],1,[0.3343442000914365],109.27752969996072,None,,001,2022_Jan_11_1304,TMTAB,2021.2.3,59.98289286042099,
E,['2'],TMTstop-B_1_4linestimulus7.png,TMTstop-B_1_4greenlinestimulus7.png,TMTstop-B_1_4redlinestimulus7.png,10,2,,,,,,,,,,,,,,,,,,,,,0,9,9,9,,,,,,,,,,,,,,,,,,,,,,,109.69556379993446,None,"['3', '1', '3', '1', '2']",1,"[0.3039762999396771, 0.5942409001290798, 0.7830187000799924, 0.9888720000162721, 1.0544857000932097]",109.69556379993446,None,,001,2022_Jan_11_1304,TMTAB,2021.2.3,59.98289286042099,
6,['3'],TMTstop-B_1_4linestimulus8.png,TMTstop-B_1_4greenlinestimulus8.png,TMTstop-B_1_4redlinestimulus8.png,10,3,,,,,,,,,,,,,,,,,,,,,0,10,10,10,,,,,,,,,,,,,,,,,,,,,,,110.84460229985416,None,['3'],1,[0.020350599894300103],110.84460229985416,None,,001,2022_Jan_11_1304,TMTAB,2021.2.3,59.98289286042099,
F,['1'],TMTstop-B_1_4linestimulus9.png,TMTstop-B_1_4greenlinestimulus9.png,TMTstop-B_1_4redlinestimulus9.png,10,1,,,,,,,,,,,,,,,,,,,,,0,11,11,11,,,,,,,,,,,,,,,,,,,,,,,110.96124619990587,None,['1'],1,[0.07396829989738762],110.96124619990587,None,,001,2022_Jan_11_1304,TMTAB,2021.2.3,59.98289286042099,
7,['3'],TMTstop-B_1_4linestimulus10.png,TMTstop-B_1_4greenlinestimulus10.png,TMTstop-B_1_4redlinestimulus10.png,1,3,,,,,,,,,,,,,,,,,,,,,0,12,12,12,,,,,,,,,,,,,,,,,,,,,,,111.12837619986385,None,"['2', '3']",1,"[0.005458500003442168, 0.10684060002677143]",111.12837619986385,None,,001,2022_Jan_11_1304,TMTAB,2021.2.3,59.98289286042099,
G,['1'],TMTstop-B_1_4linestimulus11.png,TMTstop-B_1_4greenlinestimulus11.png,TMTstop-B_1_4redlinestimulus11.png,None,1,,,,,,,,,,,,,,,,,,,,,0,13,13,13,,,,,,,,,,,,,,,,,,,,,,,111.32849019998685,None,['1'],1,[0.049905499909073114],111.32849019998685,None,,001,2022_Jan_11_1304,TMTAB,2021.2.3,59.98289286042099,
8,['2'],TMTstop-B_1_4linestimulus12.png,TMTstop-B_1_4greenlinestimulus12.png,TMTstop-B_1_4redlinestimulus12.png,None,2,,,,,,,,,,,,,,,,,,,,,0,14,14,14,,,,,,,,,,,,,,,,,,,,,,,111.46187460003421,None,['2'],1,[0.016213999828323722],111.46187460003421,None,,001,2022_Jan_11_1304,TMTAB,2021.2.3,59.98289286042099,
H,['3'],TMTstop-B_1_4linestimulus13.png,TMTstop-B_1_4greenlinestimulus13.png,TMTstop-B_1_4redlinestimulus13.png,None,3,,,,,,,,,,,,,,,,,,,,,0,15,15,15,,,,,,,,,,,,,,,,,,,,,,,111.56181159988046,None,['3'],1,[0.014471699949353933],111.56181159988046,None,,001,2022_Jan_11_1304,TMTAB,2021.2.3,59.98289286042099,
9,['1'],TMTstop-B_1_4linestimulus14.png,TMTstop-B_1_4greenlinestimulus14.png,TMTstop-B_1_4redlinestimulus14.png,None,1,,,,,,,,,,,,,,,,,,,,,0,16,16,16,,,,,,,,,,,,,,,,,,,,,,,111.66171849984676,None,['1'],1,[0.06105479993857443],111.66171849984676,None,,001,2022_Jan_11_1304,TMTAB,2021.2.3,59.98289286042099,
I,['3'],TMTstop-B_1_4linestimulus15.png,TMTstop-B_1_4greenlinestimulus15.png,TMTstop-B_1_4redlinestimulus15.png,None,3,,,,,,,,,,,,,,,,,,,,,0,17,17,17,,,,,,,,,,,,,,,,,,,,,,,111.79491699999198,None,"['2', '3']",1,"[0.0037322998978197575, 0.122018399881199]",111.79491699999198,None,,001,2022_Jan_11_1304,TMTAB,2021.2.3,59.98289286042099,
10,['1'],TMTstop-B_1_4linestimulus16.png,TMTstop-B_1_4greenlinestimulus16.png,TMTstop-B_1_4redlinestimulus16.png,None,1,,,,,,,,,,,,,,,,,,,,,0,18,18,18,,,,,,,,,,,,,,,,,,,,,,,112.04531399998814,None,['1'],1,[0.013902700040489435],112.04531399998814,None,,001,2022_Jan_11_1304,TMTAB,2021.2.3,59.98289286042099,
J,['3'],TMTstop-B_1_4linestimulus17.png,TMTstop-B_1_4greenlinestimulus17.png,TMTstop-B_1_4redlinestimulus17.png,None,3,,,,,,,,,,,,,,,,,,,,,0,19,19,19,,,,,,,,,,,,,,,,,,,,,,,112.14521879982203,None,"['2', '3']",1,"[0.0020010999869555235, 0.12615870009176433]",112.14521879982203,None,,001,2022_Jan_11_1304,TMTAB,2021.2.3,59.98289286042099,
11,['2'],TMTstop-B_1_4linestimulus18.png,TMTstop-B_1_4greenlinestimulus18.png,TMTstop-B_1_4redlinestimulus18.png,None,2,,,,,,,,,,,,,,,,,,,,,0,20,20,20,,,,,,,,,,,,,,,,,,,,,,,112.39560849987902,None,"['1', '2']",1,"[0.02126109995879233, 0.11279019992798567]",112.39560849987902,None,,001,2022_Jan_11_1304,TMTAB,2021.2.3,59.98289286042099,
K,['1'],TMTstop-B_1_4linestimulus19.png,TMTstop-B_1_4greenlinestimulus19.png,TMTstop-B_1_4redlinestimulus19.png,None,1,,,,,,,,,,,,,,,,,,,,,0,21,21,21,,,,,,,,,,,,,,,,,,,,,,,112.61223750002682,None,"['3', '1']",1,"[0.017487599980086088, 0.15784689993597567]",112.61223750002682,None,,001,2022_Jan_11_1304,TMTAB,2021.2.3,59.98289286042099,
12,['3'],TMTstop-B_1_4linestimulus20.png,TMTstop-B_1_4greenlinestimulus20.png,TMTstop-B_1_4redlinestimulus20.png,None,3,,,,,,,,,,,,,,,,,,,,,0,22,22,22,,,,,,,,,,,,,,,,,,,,,,,112.8623184999451,None,"['2', '3']",1,"[0.007493400014936924, 0.10005200002342463]",112.8623184999451,None,,001,2022_Jan_11_1304,TMTAB,2021.2.3,59.98289286042099,
L,['1'],TMTstop-B_1_4linestimulus21.png,TMTstop-B_1_4greenlinestimulus21.png,TMTstop-B_1_4redlinestimulus21.png,None,1,,,,,,,,,,,,,,,,,,,,,0,23,23,23,,,,,,,,,,,,,,,,,,,,,,,113.06227029999718,None,['1'],1,[0.03354520001448691],113.06227029999718,None,,001,2022_Jan_11_1304,TMTAB,2021.2.3,59.98289286042099,
13,['3'],TMTstop-B_1_4linestimulus22.png,TMTstop-B_1_4greenlinestimulus22.png,TMTstop-B_1_4redlinestimulus22.png,None,3,,,,,,,,,,,,,,,,,,,,,0,24,24,24,,,,,,,,,,,,,,,,,,,,,,,113.17931919987313,None,"['2', '3']",1,"[0.011179400142282248, 0.11240700003691018]",113.17931919987313,None,,001,2022_Jan_11_1304,TMTAB,2021.2.3,59.98289286042099,
None,None,TMTstop-B_1_4linestimulus23.png,TMTstop-B_1_4greenlinestimulus23.png,TMTstop-B_1_4redlinestimulus23.png,None,None,,,,,,,,,,,,,,,,,,,,,0,25,25,25,,,,,,,,,,,,,,,,,,,,,,,113.3805881999433,None,"['1', '2', '3', '1', '2', '3', '1', '2', '3']",0,"[0.05534570012241602, 0.14042060007341206, 0.25207310006953776, 0.38808989990502596, 0.4701328999362886, 0.5843209999147803, 0.7551017000805587, 0.8190083999652416, 0.9377482000272721]",113.3805881999433,None,,001,2022_Jan_11_1304,TMTAB,2021.2.3,59.98289286042099,
