NumberLetter,corrAns,StimFile,Correct_StimFile,False_StimFile,DurationTrial,restartpractice.thisRepN,restartpractice.thisTrialN,restartpractice.thisN,restartpractice.thisIndex,trials_practice.thisRepN,trials_practice.thisTrialN,trials_practice.thisN,trials_practice.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,Instruct.started,Instruct.stopped,image_2.started,image_2.stopped,key_resp_6.keys,key_resp_6.rt,key_resp_6.started,key_resp_6.stopped,polygon.started,polygon.stopped,Stim_practice.started,Stim_practice.stopped,key_resp_practice.keys,key_resp_practice.corr,key_resp_practice.rt,key_resp_practice.started,key_resp_practice.stopped,text_5.started,text_5.stopped,key_resp_5.keys,key_resp_5.rt,key_resp_5.started,key_resp_5.stopped,Stim.started,Stim.stopped,key_resp_2.keys,key_resp_2.corr,key_resp_2.rt,key_resp_2.started,key_resp_2.stopped,participant,session,date,expName,psychopyVersion,frameRate,
10,2,TMT-A_1_practicelinestimulus7.png,TMT-A_1_practicegreenlinestimulus7.png,TMT-A_1_practiceredlinestimulus7.png,10,0,0,0,0,0,9,9,9,,,,,,,,,,,,,,,,,,,,,,,96.05748429999221,None,2,1,0.47837690002052113,96.05748429999221,None,,,,,,,,,,,,,,,001,2021_Nov_25_1210,TMTAB,2021.2.3,144.86119395043107,
11,3,TMT-A_1_practicelinestimulus8.png,TMT-A_1_practicegreenlinestimulus8.png,TMT-A_1_practiceredlinestimulus8.png,10,0,0,0,0,0,10,10,10,,,,,,,,,,,,,,,,,,,,,,,96.80785529996501,None,3,1,0.6743739999947138,96.80785529996501,None,,,,,,,,,,,,,,,001,2021_Nov_25_1210,TMTAB,2021.2.3,144.86119395043107,
12,1,TMT-A_1_practicelinestimulus9.png,TMT-A_1_practicegreenlinestimulus9.png,TMT-A_1_practiceredlinestimulus9.png,10,0,0,0,0,0,11,11,11,,,,,,,,,,,,,,,,,,,,,,,97.5711707000155,None,1,1,1.8175168000161648,97.5711707000155,None,,,,,,,,,,,,,,,001,2021_Nov_25_1210,TMTAB,2021.2.3,144.86119395043107,
None,None,TMT-A_1_practicelinestimulus10.png,TMT-A_1_practicegreenlinestimulus10.png,TMT-A_1_practiceredlinestimulus10.png,None,0,0,0,0,0,12,12,12,,,,,,,,,,,,,,,,,,,,,,,99.47369099996286,None,None,1,,99.47369099996286,None,,,,,,,,,,,,,,,001,2021_Nov_25_1210,TMTAB,2021.2.3,144.86119395043107,
,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.5756790000014,None,x,21.709711600036826,100.5756790000014,None,,,,,,,,,001,2021_Nov_25_1210,TMTAB,2021.2.3,144.86119395043107,
1,2,TMT-A_1_practice.png,TMT-A_1_practice.png,TMT-A_1_practice.png,10,1,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,122.43164610001259,None,2,1,2.9956502999993972,122.43164610001259,None,,,,,,,,,,,,,,,001,2021_Nov_25_1210,TMTAB,2021.2.3,144.86119395043107,
2,3,TMT-A_1_practice.png,TMT-A_1_practicefirstgreen.png,TMT-A_1_practicefirstred.png,10,1,0,1,0,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,125.52274939999916,None,3,1,0.8583734999992885,125.52274939999916,None,,,,,,,,,,,,,,,001,2021_Nov_25_1210,TMTAB,2021.2.3,144.86119395043107,
3,1,TMT-A_1_practicelinestimulus0.png,TMT-A_1_practicegreenlinestimulus0.png,TMT-A_1_practiceredlinestimulus0.png,10,1,0,1,0,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,126.47412410000106,None,1,1,0.30134179996093735,126.47412410000106,None,,,,,,,,,,,,,,,001,2021_Nov_25_1210,TMTAB,2021.2.3,144.86119395043107,
4,3,TMT-A_1_practicelinestimulus1.png,TMT-A_1_practicegreenlinestimulus1.png,TMT-A_1_practiceredlinestimulus1.png,10,1,0,1,0,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,,127.05182990001049,None,2,0,0.005687600001692772,127.05182990001049,None,,,,,,,,,,,,,,,001,2021_Nov_25_1210,TMTAB,2021.2.3,144.86119395043107,
5,1,TMT-A_1_practicelinestimulus2.png,TMT-A_1_practicegreenlinestimulus2.png,TMT-A_1_practiceredlinestimulus2.png,10,1,0,1,0,0,4,4,4,,,,,,,,,,,,,,,,,,,,,,,127.16052320000017,None,3,0,0.17506609996780753,127.16052320000017,None,,,,,,,,,,,,,,,001,2021_Nov_25_1210,TMTAB,2021.2.3,144.86119395043107,
6,2,TMT-A_1_practicelinestimulus3.png,TMT-A_1_practicegreenlinestimulus3.png,TMT-A_1_practiceredlinestimulus3.png,10,1,0,1,0,0,5,5,5,,,,,,,,,,,,,,,,,,,,,,,127.42427439999301,None,1,0,0.25033189996611327,127.42427439999301,None,,,,,,,,,,,,,,,001,2021_Nov_25_1210,TMTAB,2021.2.3,144.86119395043107,
7,3,TMT-A_1_practicelinestimulus4.png,TMT-A_1_practicegreenlinestimulus4.png,TMT-A_1_practiceredlinestimulus4.png,10,1,0,1,0,0,6,6,6,,,,,,,,,,,,,,,,,,,,,,,127.75802319997456,None,2,0,0.02015260001644492,127.75802319997456,None,,,,,,,,,,,,,,,001,2021_Nov_25_1210,TMTAB,2021.2.3,144.86119395043107,
8,2,TMT-A_1_practicelinestimulus5.png,TMT-A_1_practicegreenlinestimulus5.png,TMT-A_1_practiceredlinestimulus5.png,10,1,0,1,0,0,7,7,7,,,,,,,,,,,,,,,,,,,,,,,127.86891429999378,None,3,0,0.07166700001107529,127.86891429999378,None,,,,,,,,,,,,,,,001,2021_Nov_25_1210,TMTAB,2021.2.3,144.86119395043107,
9,3,TMT-A_1_practicelinestimulus6.png,TMT-A_1_practicegreenlinestimulus6.png,TMT-A_1_practiceredlinestimulus6.png,10,1,0,1,0,0,8,8,8,,,,,,,,,,,,,,,,,,,,,,,128.0444033999811,None,1,0,0.1279283000039868,128.0444033999811,None,,,,,,,,,,,,,,,001,2021_Nov_25_1210,TMTAB,2021.2.3,144.86119395043107,
10,2,TMT-A_1_practicelinestimulus7.png,TMT-A_1_practicegreenlinestimulus7.png,TMT-A_1_practiceredlinestimulus7.png,10,1,0,1,0,0,9,9,9,,,,,,,,,,,,,,,,,,,,,,,128.2718727000174,None,3,0,0.0961204000050202,128.2718727000174,None,,,,,,,,,,,,,,,001,2021_Nov_25_1210,TMTAB,2021.2.3,144.86119395043107,
11,3,TMT-A_1_practicelinestimulus8.png,TMT-A_1_practicegreenlinestimulus8.png,TMT-A_1_practiceredlinestimulus8.png,10,1,0,1,0,0,10,10,10,,,,,,,,,,,,,,,,,,,,,,,128.46057210001163,None,1,0,0.21974769997177646,128.46057210001163,None,,,,,,,,,,,,,,,001,2021_Nov_25_1210,TMTAB,2021.2.3,144.86119395043107,
12,1,TMT-A_1_practicelinestimulus9.png,TMT-A_1_practicegreenlinestimulus9.png,TMT-A_1_practiceredlinestimulus9.png,10,1,0,1,0,0,11,11,11,,,,,,,,,,,,,,,,,,,,,,,128.7659466000041,None,3,0,0.6004912999924272,128.7659466000041,None,,,,,,,,,,,,,,,001,2021_Nov_25_1210,TMTAB,2021.2.3,144.86119395043107,
None,None,TMT-A_1_practicelinestimulus10.png,TMT-A_1_practicegreenlinestimulus10.png,TMT-A_1_practiceredlinestimulus10.png,None,1,0,1,0,0,12,12,12,,,,,,,,,,,,,,,,,,,,,,,129.45979900000384,None,None,1,,129.45979900000384,None,,,,,,,,,,,,,,,001,2021_Nov_25_1210,TMTAB,2021.2.3,144.86119395043107,
,,,,,,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,130.4581367999781,None,2,34.00982259999728,130.4581367999781,None,,,,,,,,,001,2021_Nov_25_1210,TMTAB,2021.2.3,144.86119395043107,
1,['3'],TMT-A_1_1.png,TMT-A_1_1.png,TMT-A_1_1.png,10,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,164.49049809999997,None,,,,,,,,,,,,,,167.6251071000006,None,['2'],0,[2.9868461000151],167.6251071000006,None,,001,2021_Nov_25_1210,TMTAB,2021.2.3,144.86119395043107,
2,['2'],TMT-A_1_1.png,TMT-A_1_1firstgreen.png,TMT-A_1_1firstred.png,10,,,,,,,,,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,170.71538030001102,None,['1'],0,[-0.0807304999907501],170.71538030001102,None,,001,2021_Nov_25_1210,TMTAB,2021.2.3,144.86119395043107,
3,['3'],TMT-A_1_1linestimulus0.png,TMT-A_1_1greenlinestimulus0.png,TMT-A_1_1redlinestimulus0.png,10,,,,,,,,,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,170.85471829999005,None,['3'],1,[-0.032484699971973896],170.85471829999005,None,,001,2021_Nov_25_1210,TMTAB,2021.2.3,144.86119395043107,
4,['1'],TMT-A_1_1linestimulus1.png,TMT-A_1_1greenlinestimulus1.png,TMT-A_1_1redlinestimulus1.png,10,,,,,,,,,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,170.95237770001404,None,['1'],1,[0.037085299962200224],170.95237770001404,None,,001,2021_Nov_25_1210,TMTAB,2021.2.3,144.86119395043107,
5,['3'],TMT-A_1_1linestimulus2.png,TMT-A_1_1greenlinestimulus2.png,TMT-A_1_1redlinestimulus2.png,10,,,,,,,,,0,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,171.07800460001454,None,['2'],0,[-0.007036600029096007],171.07800460001454,None,,001,2021_Nov_25_1210,TMTAB,2021.2.3,144.86119395043107,
6,['2'],TMT-A_1_1linestimulus3.png,TMT-A_1_1greenlinestimulus3.png,TMT-A_1_1redlinestimulus3.png,10,,,,,,,,,0,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,171.1594097999623,None,['3'],0,[0.07599240000126883],171.1594097999623,None,,001,2021_Nov_25_1210,TMTAB,2021.2.3,144.86119395043107,
7,['1'],TMT-A_1_1linestimulus4.png,TMT-A_1_1greenlinestimulus4.png,TMT-A_1_1redlinestimulus4.png,10,,,,,,,,,0,6,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,171.34001240000362,None,['1'],1,[0.018401699955575168],171.34001240000362,None,,001,2021_Nov_25_1210,TMTAB,2021.2.3,144.86119395043107,
8,['2'],TMT-A_1_1linestimulus5.png,TMT-A_1_1greenlinestimulus5.png,TMT-A_1_1redlinestimulus5.png,10,,,,,,,,,0,7,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,171.44676919997437,None,['2'],1,[-0.029510999971535057],171.44676919997437,None,,001,2021_Nov_25_1210,TMTAB,2021.2.3,144.86119395043107,
9,['1'],TMT-A_1_1linestimulus6.png,TMT-A_1_1greenlinestimulus6.png,TMT-A_1_1redlinestimulus6.png,10,,,,,,,,,0,8,8,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,171.52769939997233,None,['3'],0,[-0.014128999959211797],171.52769939997233,None,,001,2021_Nov_25_1210,TMTAB,2021.2.3,144.86119395043107,
10,['3'],TMT-A_1_1linestimulus7.png,TMT-A_1_1greenlinestimulus7.png,TMT-A_1_1redlinestimulus7.png,10,,,,,,,,,0,9,9,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,171.61405879998347,None,['1'],0,[0.060599799966439605],171.61405879998347,None,,001,2021_Nov_25_1210,TMTAB,2021.2.3,144.86119395043107,
11,['2'],TMT-A_1_1linestimulus8.png,TMT-A_1_1greenlinestimulus8.png,TMT-A_1_1redlinestimulus8.png,10,,,,,,,,,0,10,10,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,171.79214410000714,None,['2'],1,[-0.05760759999975562],171.79214410000714,None,,001,2021_Nov_25_1210,TMTAB,2021.2.3,144.86119395043107,
12,['1'],TMT-A_1_1linestimulus9.png,TMT-A_1_1greenlinestimulus9.png,TMT-A_1_1redlinestimulus9.png,10,,,,,,,,,0,11,11,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,171.87709069997072,None,['3'],0,[-0.04219349997583777],171.87709069997072,None,,001,2021_Nov_25_1210,TMTAB,2021.2.3,144.86119395043107,
13,['2'],TMT-A_1_1linestimulus10.png,TMT-A_1_1greenlinestimulus10.png,TMT-A_1_1redlinestimulus10.png,1,,,,,,,,,0,12,12,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,171.96628160000546,None,['1'],0,[0.04461359995184466],171.96628160000546,None,,001,2021_Nov_25_1210,TMTAB,2021.2.3,144.86119395043107,
14,['3'],TMT-A_1_1linestimulus11.png,TMT-A_1_1greenlinestimulus11.png,TMT-A_1_1redlinestimulus11.png,None,,,,,,,,,0,13,13,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,172.10544919996755,None,['2'],0,[-0.06461470003705472],172.10544919996755,None,,001,2021_Nov_25_1210,TMTAB,2021.2.3,144.86119395043107,
15,['2'],TMT-A_1_1linestimulus12.png,TMT-A_1_1greenlinestimulus12.png,TMT-A_1_1redlinestimulus12.png,None,,,,,,,,,0,14,14,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,172.20143780001672,None,['3'],0,[-0.036591899988707155],172.20143780001672,None,,001,2021_Nov_25_1210,TMTAB,2021.2.3,144.86119395043107,
16,['1'],TMT-A_1_1linestimulus13.png,TMT-A_1_1greenlinestimulus13.png,TMT-A_1_1redlinestimulus13.png,None,,,,,,,,,0,15,15,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,172.298874399974,None,['1'],1,[0.01716709998436272],172.298874399974,None,,001,2021_Nov_25_1210,TMTAB,2021.2.3,144.86119395043107,
17,['3'],TMT-A_1_1linestimulus14.png,TMT-A_1_1greenlinestimulus14.png,TMT-A_1_1redlinestimulus14.png,None,,,,,,,,,0,16,16,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,172.42463859997224,None,['2'],0,[-0.041241099999751896],172.42463859997224,None,,001,2021_Nov_25_1210,TMTAB,2021.2.3,144.86119395043107,
18,['2'],TMT-A_1_1linestimulus15.png,TMT-A_1_1greenlinestimulus15.png,TMT-A_1_1redlinestimulus15.png,None,,,,,,,,,0,17,17,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,172.52736489998642,None,['3'],0,[-0.017432100023142993],172.52736489998642,None,,001,2021_Nov_25_1210,TMTAB,2021.2.3,144.86119395043107,
19,['1'],TMT-A_1_1linestimulus16.png,TMT-A_1_1greenlinestimulus16.png,TMT-A_1_1redlinestimulus16.png,None,,,,,,,,,0,18,18,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,172.6563434000127,None,['1'],1,[0.03040839999448508],172.6563434000127,None,,001,2021_Nov_25_1210,TMTAB,2021.2.3,144.86119395043107,
20,['3'],TMT-A_1_1linestimulus17.png,TMT-A_1_1greenlinestimulus17.png,TMT-A_1_1redlinestimulus17.png,None,,,,,,,,,0,19,19,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,172.79137619998073,None,['2'],0,[-0.04432509996695444],172.79137619998073,None,,001,2021_Nov_25_1210,TMTAB,2021.2.3,144.86119395043107,
21,['2'],TMT-A_1_1linestimulus18.png,TMT-A_1_1greenlinestimulus18.png,TMT-A_1_1redlinestimulus18.png,None,,,,,,,,,0,20,20,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,172.89607819996309,None,['3'],0,[0.0012384000001475215],172.89607819996309,None,,001,2021_Nov_25_1210,TMTAB,2021.2.3,144.86119395043107,
22,['1'],TMT-A_1_1linestimulus19.png,TMT-A_1_1greenlinestimulus19.png,TMT-A_1_1redlinestimulus19.png,None,,,,,,,,,0,21,21,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,172.9940872999723,None,['1'],1,[-0.007285200001206249],172.9940872999723,None,,001,2021_Nov_25_1210,TMTAB,2021.2.3,144.86119395043107,
23,['3'],TMT-A_1_1linestimulus20.png,TMT-A_1_1greenlinestimulus20.png,TMT-A_1_1redlinestimulus20.png,None,,,,,,,,,0,22,22,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,173.07634999998845,None,['2'],0,[0.009539099992252886],173.07634999998845,None,,001,2021_Nov_25_1210,TMTAB,2021.2.3,144.86119395043107,
24,['2'],TMT-A_1_1linestimulus21.png,TMT-A_1_1greenlinestimulus21.png,TMT-A_1_1redlinestimulus21.png,None,,,,,,,,,0,23,23,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,173.18077689997153,None,['3'],0,[0.010687800007872283],173.18077689997153,None,,001,2021_Nov_25_1210,TMTAB,2021.2.3,144.86119395043107,
25,['3'],TMT-A_1_1linestimulus22.png,TMT-A_1_1greenlinestimulus22.png,TMT-A_1_1redlinestimulus22.png,None,,,,,,,,,0,24,24,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,173.2877240999951,None,['1'],0,[0.10550889995647594],173.2877240999951,None,,001,2021_Nov_25_1210,TMTAB,2021.2.3,144.86119395043107,
None,None,TMT-A_1_1linestimulus23.png,TMT-A_1_1greenlinestimulus23.png,TMT-A_1_1redlinestimulus23.png,None,,,,,,,,,0,25,25,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,173.50832640001317,None,None,1,,173.50832640001317,None,,001,2021_Nov_25_1210,TMTAB,2021.2.3,144.86119395043107,
1,['2'],TMT-A_1_2.png,TMT-A_1_2.png,TMT-A_1_2.png,10,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,174.5042231999687,None,,,,,,,,,,,,,,177.59090439998545,None,['1'],0,[1.6022086000302806],177.59090439998545,None,,001,2021_Nov_25_1210,TMTAB,2021.2.3,144.86119395043107,
2,['1'],TMT-A_1_2.png,TMT-A_1_2firstgreen.png,TMT-A_1_2firstred.png,10,,,,,,,,,,,,,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,179.2871729999897,None,['2'],0,[-0.04823770001530647],179.2871729999897,None,,001,2021_Nov_25_1210,TMTAB,2021.2.3,144.86119395043107,
3,['2'],TMT-A_1_2linestimulus0.png,TMT-A_1_2greenlinestimulus0.png,TMT-A_1_2redlinestimulus0.png,10,,,,,,,,,,,,,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,179.39087659999495,None,['3'],0,[-0.002394899958744645],179.39087659999495,None,,001,2021_Nov_25_1210,TMTAB,2021.2.3,144.86119395043107,
4,['3'],TMT-A_1_2linestimulus1.png,TMT-A_1_2greenlinestimulus1.png,TMT-A_1_2redlinestimulus1.png,10,,,,,,,,,,,,,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,179.4800689999829,None,['1'],0,[0.08198319998336956],179.4800689999829,None,,001,2021_Nov_25_1210,TMTAB,2021.2.3,144.86119395043107,
5,['1'],TMT-A_1_2linestimulus2.png,TMT-A_1_2greenlinestimulus2.png,TMT-A_1_2redlinestimulus2.png,10,,,,,,,,,,,,,0,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,179.6904010999715,None,['2'],0,[-0.0800994000164792],179.6904010999715,None,,001,2021_Nov_25_1210,TMTAB,2021.2.3,144.86119395043107,
6,['3'],TMT-A_1_2linestimulus3.png,TMT-A_1_2greenlinestimulus3.png,TMT-A_1_2redlinestimulus3.png,10,,,,,,,,,,,,,0,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,179.80802699999185,None,['3'],1,[-0.11122530000284314],179.80802699999185,None,,001,2021_Nov_25_1210,TMTAB,2021.2.3,144.86119395043107,
7,['2'],TMT-A_1_2linestimulus4.png,TMT-A_1_2greenlinestimulus4.png,TMT-A_1_2redlinestimulus4.png,10,,,,,,,,,,,,,0,6,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,179.93321539997123,None,"['1', '2']",0,"[-0.07352869998430833, -0.022029199986718595]",179.93321539997123,None,,001,2021_Nov_25_1210,TMTAB,2021.2.3,144.86119395043107,
8,['3'],TMT-A_1_2linestimulus5.png,TMT-A_1_2greenlinestimulus5.png,TMT-A_1_2redlinestimulus5.png,10,,,,,,,,,,,,,0,7,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,180.04439429997,None,['3'],1,[-0.020048399979714304],180.04439429997,None,,001,2021_Nov_25_1210,TMTAB,2021.2.3,144.86119395043107,
9,['2'],TMT-A_1_2linestimulus6.png,TMT-A_1_2greenlinestimulus6.png,TMT-A_1_2redlinestimulus6.png,10,,,,,,,,,,,,,0,8,8,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,180.14686139998958,None,['1'],0,[0.03918819996761158],180.14686139998958,None,,001,2021_Nov_25_1210,TMTAB,2021.2.3,144.86119395043107,
10,['3'],TMT-A_1_2linestimulus7.png,TMT-A_1_2greenlinestimulus7.png,TMT-A_1_2redlinestimulus7.png,10,,,,,,,,,,,,,0,9,9,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,180.27164589997847,None,['2'],0,[-0.029232400003820658],180.27164589997847,None,,001,2021_Nov_25_1210,TMTAB,2021.2.3,144.86119395043107,
11,['2'],TMT-A_1_2linestimulus8.png,TMT-A_1_2greenlinestimulus8.png,TMT-A_1_2redlinestimulus8.png,10,,,,,,,,,,,,,0,10,10,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,180.36390960001154,None,['3'],0,[-0.03026889998000115],180.36390960001154,None,,001,2021_Nov_25_1210,TMTAB,2021.2.3,144.86119395043107,
12,['3'],TMT-A_1_2linestimulus9.png,TMT-A_1_2greenlinestimulus9.png,TMT-A_1_2redlinestimulus9.png,10,,,,,,,,,,,,,0,11,11,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,180.47391999996034,None,['1'],0,[0.01612879999447614],180.47391999996034,None,,001,2021_Nov_25_1210,TMTAB,2021.2.3,144.86119395043107,
13,['1'],TMT-A_1_2linestimulus10.png,TMT-A_1_2greenlinestimulus10.png,TMT-A_1_2redlinestimulus10.png,1,,,,,,,,,,,,,0,12,12,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,180.60410399996908,None,['2'],0,[-0.057788999984040856],180.60410399996908,None,,001,2021_Nov_25_1210,TMTAB,2021.2.3,144.86119395043107,
14,['2'],TMT-A_1_2linestimulus11.png,TMT-A_1_2greenlinestimulus11.png,TMT-A_1_2redlinestimulus11.png,None,,,,,,,,,,,,,0,13,13,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,180.69429720001062,None,['3'],0,[-0.040038400038611144],180.69429720001062,None,,001,2021_Nov_25_1210,TMTAB,2021.2.3,144.86119395043107,
