NumberLetter,corrAns,StimFile,Correct_StimFile,False_StimFile,DurationTrial,restartpractice.thisRepN,restartpractice.thisTrialN,restartpractice.thisN,restartpractice.thisIndex,trials_practice.thisRepN,trials_practice.thisTrialN,trials_practice.thisN,trials_practice.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,Instruct.started,Instruct.stopped,image_2.started,image_2.stopped,key_resp_6.keys,key_resp_6.rt,key_resp_6.started,key_resp_6.stopped,polygon.started,polygon.stopped,Stim_practice.started,Stim_practice.stopped,key_resp_practice.keys,key_resp_practice.corr,key_resp_practice.rt,key_resp_practice.started,key_resp_practice.stopped,text_5.started,text_5.stopped,key_resp_5.keys,key_resp_5.rt,key_resp_5.started,key_resp_5.stopped,Stim.started,Stim.stopped,key_resp_2.keys,key_resp_2.corr,key_resp_2.rt,key_resp_2.started,key_resp_2.stopped,participant,session,date,expName,psychopyVersion,frameRate,
10,3,TMT-A_1_practicelinestimulus7.png,TMT-A_1_practicegreenlinestimulus7.png,TMT-A_1_practiceredlinestimulus7.png,10,0,0,0,0,0,9,9,9,,,,,,,,,,,,,,,,,,,,,,,12.445117099996423,None,2,0,0.010464899998623878,12.445117099996423,None,,,,,,,,,,,,,,,001,2021_Nov_17_1642,TMTAB,2021.2.3,146.67380478073142,
11,1,TMT-A_1_practicelinestimulus8.png,TMT-A_1_practicegreenlinestimulus8.png,TMT-A_1_practiceredlinestimulus8.png,10,0,0,0,0,0,10,10,10,,,,,,,,,,,,,,,,,,,,,,,12.528391400002874,None,3,0,0.00806130000273697,12.528391400002874,None,,,,,,,,,,,,,,,001,2021_Nov_17_1642,TMTAB,2021.2.3,146.67380478073142,
12,2,TMT-A_1_practicelinestimulus9.png,TMT-A_1_practicegreenlinestimulus9.png,TMT-A_1_practiceredlinestimulus9.png,10,0,0,0,0,0,11,11,11,,,,,,,,,,,,,,,,,,,,,,,12.611600400006864,None,1,0,0.07785359999979846,12.611600400006864,None,,,,,,,,,,,,,,,001,2021_Nov_17_1642,TMTAB,2021.2.3,146.67380478073142,
None,None,TMT-A_1_practicelinestimulus10.png,TMT-A_1_practicegreenlinestimulus10.png,TMT-A_1_practiceredlinestimulus10.png,None,0,0,0,0,0,12,12,12,,,,,,,,,,,,,,,,,,,,,,,12.771552299993346,None,3,0,0.07432990000233985,12.771552299993346,None,,,,,,,,,,,,,,,001,2021_Nov_17_1642,TMTAB,2021.2.3,146.67380478073142,
,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.907966200000374,None,2,0.8052983000088716,12.907966200000374,None,,,,,,,,,001,2021_Nov_17_1642,TMTAB,2021.2.3,146.67380478073142,
1,['3'],TMT-A_1_1.png,TMT-A_1_1.png,TMT-A_1_1.png,10,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,13.727457500004675,None,,,,,,,,,,,,,,16.806501600003685,None,['2'],0,[0.4177764999913052],16.806501600003685,None,,001,2021_Nov_17_1642,TMTAB,2021.2.3,146.67380478073142,
2,['2'],TMT-A_1_1.png,TMT-A_1_1firstgreen.png,TMT-A_1_1firstred.png,10,,,,,,,,,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.305939700003364,None,['1'],0,[0.4844903999910457],17.305939700003364,None,,001,2021_Nov_17_1642,TMTAB,2021.2.3,146.67380478073142,
3,['3'],TMT-A_1_1linestimulus0.png,TMT-A_1_1greenlinestimulus0.png,TMT-A_1_1redlinestimulus0.png,10,,,,,,,,,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.868507799998042,None,['3'],1,[4.073979699998745],17.868507799998042,None,,001,2021_Nov_17_1642,TMTAB,2021.2.3,146.67380478073142,
4,['1'],TMT-A_1_1linestimulus1.png,TMT-A_1_1greenlinestimulus1.png,TMT-A_1_1redlinestimulus1.png,10,,,,,,,,,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.02123610000126,None,['2'],0,[2.4597457999916514],22.02123610000126,None,,001,2021_Nov_17_1642,TMTAB,2021.2.3,146.67380478073142,
5,['3'],TMT-A_1_1linestimulus2.png,TMT-A_1_1greenlinestimulus2.png,TMT-A_1_1redlinestimulus2.png,10,,,,,,,,,0,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.5559074000048,None,['3'],1,[2.7720444000005955],24.5559074000048,None,,001,2021_Nov_17_1642,TMTAB,2021.2.3,146.67380478073142,
6,['2'],TMT-A_1_1linestimulus3.png,TMT-A_1_1greenlinestimulus3.png,TMT-A_1_1redlinestimulus3.png,10,,,,,,,,,0,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.409898099998827,None,['2'],1,[0.7633593000064138],27.409898099998827,None,,001,2021_Nov_17_1642,TMTAB,2021.2.3,146.67380478073142,
7,['1'],TMT-A_1_1linestimulus4.png,TMT-A_1_1greenlinestimulus4.png,TMT-A_1_1redlinestimulus4.png,10,,,,,,,,,0,6,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.243267099998775,None,['1'],1,[0.7730851999949664],28.243267099998775,None,,001,2021_Nov_17_1642,TMTAB,2021.2.3,146.67380478073142,
8,['2'],TMT-A_1_1linestimulus5.png,TMT-A_1_1greenlinestimulus5.png,TMT-A_1_1redlinestimulus5.png,10,,,,,,,,,0,7,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.097309799995855,None,['1'],0,[0.9474715000105789],29.097309799995855,None,,001,2021_Nov_17_1642,TMTAB,2021.2.3,146.67380478073142,
9,['1'],TMT-A_1_1linestimulus6.png,TMT-A_1_1greenlinestimulus6.png,TMT-A_1_1redlinestimulus6.png,10,,,,,,,,,0,8,8,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.12506000000576,None,['2'],0,[0.0004853999998886138],30.12506000000576,None,,001,2021_Nov_17_1642,TMTAB,2021.2.3,146.67380478073142,
10,['3'],TMT-A_1_1linestimulus7.png,TMT-A_1_1greenlinestimulus7.png,TMT-A_1_1redlinestimulus7.png,10,,,,,,,,,0,9,9,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.215251000001444,None,['3'],1,[0.02014549999148585],30.215251000001444,None,,001,2021_Nov_17_1642,TMTAB,2021.2.3,146.67380478073142,
11,['2'],TMT-A_1_1linestimulus8.png,TMT-A_1_1greenlinestimulus8.png,TMT-A_1_1redlinestimulus8.png,10,,,,,,,,,0,10,10,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.312684300006367,None,['1'],0,[0.3648834000050556],30.312684300006367,None,,001,2021_Nov_17_1642,TMTAB,2021.2.3,146.67380478073142,
12,['1'],TMT-A_1_1linestimulus9.png,TMT-A_1_1greenlinestimulus9.png,TMT-A_1_1redlinestimulus9.png,10,,,,,,,,,0,11,11,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.75043149999692,None,['2'],0,[-0.054542900004889816],30.75043149999692,None,,001,2021_Nov_17_1642,TMTAB,2021.2.3,146.67380478073142,
13,['2'],TMT-A_1_1linestimulus10.png,TMT-A_1_1greenlinestimulus10.png,TMT-A_1_1redlinestimulus10.png,1,,,,,,,,,0,12,12,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.826586399998632,None,['3'],0,[0.03435120001086034],30.826586399998632,None,,001,2021_Nov_17_1642,TMTAB,2021.2.3,146.67380478073142,
14,['3'],TMT-A_1_1linestimulus11.png,TMT-A_1_1greenlinestimulus11.png,TMT-A_1_1redlinestimulus11.png,None,,,,,,,,,0,13,13,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.94463490000635,None,['2'],0,[1.1633459000004223],30.94463490000635,None,,001,2021_Nov_17_1642,TMTAB,2021.2.3,146.67380478073142,
15,['2'],TMT-A_1_1linestimulus12.png,TMT-A_1_1greenlinestimulus12.png,TMT-A_1_1redlinestimulus12.png,None,,,,,,,,,0,14,14,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.188119200000074,None,['2'],1,[0.5705442000034964],32.188119200000074,None,,001,2021_Nov_17_1642,TMTAB,2021.2.3,146.67380478073142,
16,['1'],TMT-A_1_1linestimulus13.png,TMT-A_1_1greenlinestimulus13.png,TMT-A_1_1redlinestimulus13.png,None,,,,,,,,,0,15,15,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.840395699997316,None,['2'],0,[0.3548402000014903],32.840395699997316,None,,001,2021_Nov_17_1642,TMTAB,2021.2.3,146.67380478073142,
17,['3'],TMT-A_1_1linestimulus14.png,TMT-A_1_1greenlinestimulus14.png,TMT-A_1_1redlinestimulus14.png,None,,,,,,,,,0,16,16,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.27833849999297,None,['2'],0,[0.2708825000008801],33.27833849999297,None,,001,2021_Nov_17_1642,TMTAB,2021.2.3,146.67380478073142,
18,['2'],TMT-A_1_1linestimulus15.png,TMT-A_1_1greenlinestimulus15.png,TMT-A_1_1redlinestimulus15.png,None,,,,,,,,,0,17,17,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.632022799996776,None,['2'],1,[0.19102589999965858],33.632022799996776,None,,001,2021_Nov_17_1642,TMTAB,2021.2.3,146.67380478073142,
19,['1'],TMT-A_1_1linestimulus16.png,TMT-A_1_1greenlinestimulus16.png,TMT-A_1_1redlinestimulus16.png,None,,,,,,,,,0,18,18,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.90977899999416,None,['2'],0,[0.14796360000036657],33.90977899999416,None,,001,2021_Nov_17_1642,TMTAB,2021.2.3,146.67380478073142,
20,['3'],TMT-A_1_1linestimulus17.png,TMT-A_1_1greenlinestimulus17.png,TMT-A_1_1redlinestimulus17.png,None,,,,,,,,,0,19,19,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.12517810000281,None,['2'],0,[0.14131030000862665],34.12517810000281,None,,001,2021_Nov_17_1642,TMTAB,2021.2.3,146.67380478073142,
21,['2'],TMT-A_1_1linestimulus18.png,TMT-A_1_1greenlinestimulus18.png,TMT-A_1_1redlinestimulus18.png,None,,,,,,,,,0,20,20,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.347712899994804,None,['2'],1,[0.36378130000957754],34.347712899994804,None,,001,2021_Nov_17_1642,TMTAB,2021.2.3,146.67380478073142,
22,['1'],TMT-A_1_1linestimulus19.png,TMT-A_1_1greenlinestimulus19.png,TMT-A_1_1redlinestimulus19.png,None,,,,,,,,,0,21,21,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.80651169999328,None,['2'],0,[0.3357589000079315],34.80651169999328,None,,001,2021_Nov_17_1642,TMTAB,2021.2.3,146.67380478073142,
23,['3'],TMT-A_1_1linestimulus20.png,TMT-A_1_1greenlinestimulus20.png,TMT-A_1_1redlinestimulus20.png,None,,,,,,,,,0,22,22,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.222509900006116,None,['2'],0,[0.3906559000024572],35.222509900006116,None,,001,2021_Nov_17_1642,TMTAB,2021.2.3,146.67380478073142,
24,['2'],TMT-A_1_1linestimulus21.png,TMT-A_1_1greenlinestimulus21.png,TMT-A_1_1redlinestimulus21.png,None,,,,,,,,,0,23,23,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.702055899993866,None,['2'],1,[1.1826266999996733],35.702055899993866,None,,001,2021_Nov_17_1642,TMTAB,2021.2.3,146.67380478073142,
25,['3'],TMT-A_1_1linestimulus22.png,TMT-A_1_1greenlinestimulus22.png,TMT-A_1_1redlinestimulus22.png,None,,,,,,,,,0,24,24,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.95903399999952,None,['3'],1,[1.031702399995993],36.95903399999952,None,,001,2021_Nov_17_1642,TMTAB,2021.2.3,146.67380478073142,
None,None,TMT-A_1_1linestimulus23.png,TMT-A_1_1greenlinestimulus23.png,TMT-A_1_1redlinestimulus23.png,None,,,,,,,,,0,25,25,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.06947489999584,None,None,1,,38.06947489999584,None,,001,2021_Nov_17_1642,TMTAB,2021.2.3,146.67380478073142,
1,['2'],TMT-A_1_2.png,TMT-A_1_2.png,TMT-A_1_2.png,10,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,39.08074900000065,None,,,,,,,,,,,,,,42.14571799999976,None,['1'],0,[0.44942819999414496],42.14571799999976,None,,001,2021_Nov_17_1642,TMTAB,2021.2.3,146.67380478073142,
2,['1'],TMT-A_1_2.png,TMT-A_1_2firstgreen.png,TMT-A_1_2firstred.png,10,,,,,,,,,,,,,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.66647310000553,None,['2'],0,[0.09435929999744985],42.66647310000553,None,,001,2021_Nov_17_1642,TMTAB,2021.2.3,146.67380478073142,
3,['2'],TMT-A_1_2linestimulus0.png,TMT-A_1_2greenlinestimulus0.png,TMT-A_1_2redlinestimulus0.png,10,,,,,,,,,,,,,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.83343610000156,None,['3'],0,[0.0376615999994101],42.83343610000156,None,,001,2021_Nov_17_1642,TMTAB,2021.2.3,146.67380478073142,
4,['3'],TMT-A_1_2linestimulus1.png,TMT-A_1_2greenlinestimulus1.png,TMT-A_1_2redlinestimulus1.png,10,,,,,,,,,,,,,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.94429050000326,None,['1'],0,[0.0967611000087345],42.94429050000326,None,,001,2021_Nov_17_1642,TMTAB,2021.2.3,146.67380478073142,
5,['1'],TMT-A_1_2linestimulus2.png,TMT-A_1_2greenlinestimulus2.png,TMT-A_1_2redlinestimulus2.png,10,,,,,,,,,,,,,0,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.110986800005776,None,['2'],0,[-0.01893469999777153],43.110986800005776,None,,001,2021_Nov_17_1642,TMTAB,2021.2.3,146.67380478073142,
6,['3'],TMT-A_1_2linestimulus3.png,TMT-A_1_2greenlinestimulus3.png,TMT-A_1_2redlinestimulus3.png,10,,,,,,,,,,,,,0,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.18055020000611,None,['3'],1,[0.018873599998187274],43.18055020000611,None,,001,2021_Nov_17_1642,TMTAB,2021.2.3,146.67380478073142,
7,['2'],TMT-A_1_2linestimulus4.png,TMT-A_1_2greenlinestimulus4.png,TMT-A_1_2redlinestimulus4.png,10,,,,,,,,,,,,,0,6,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.27761740000278,None,['1'],0,[0.06388679999508895],43.27761740000278,None,,001,2021_Nov_17_1642,TMTAB,2021.2.3,146.67380478073142,
8,['3'],TMT-A_1_2linestimulus5.png,TMT-A_1_2greenlinestimulus5.png,TMT-A_1_2redlinestimulus5.png,10,,,,,,,,,,,,,0,7,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.416545900006895,None,['2'],0,[0.013241599997854792],43.416545900006895,None,,001,2021_Nov_17_1642,TMTAB,2021.2.3,146.67380478073142,
9,['2'],TMT-A_1_2linestimulus6.png,TMT-A_1_2greenlinestimulus6.png,TMT-A_1_2redlinestimulus6.png,10,,,,,,,,,,,,,0,8,8,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.50012539999443,None,['3'],0,[0.029105299996444955],43.50012539999443,None,,001,2021_Nov_17_1642,TMTAB,2021.2.3,146.67380478073142,
10,['3'],TMT-A_1_2linestimulus7.png,TMT-A_1_2greenlinestimulus7.png,TMT-A_1_2redlinestimulus7.png,10,,,,,,,,,,,,,0,9,9,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.612907300004736,None,['1'],0,[0.06098369999381248],43.612907300004736,None,,001,2021_Nov_17_1642,TMTAB,2021.2.3,146.67380478073142,
11,['2'],TMT-A_1_2linestimulus8.png,TMT-A_1_2greenlinestimulus8.png,TMT-A_1_2redlinestimulus8.png,10,,,,,,,,,,,,,0,10,10,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.74996970000211,None,['2'],1,[-0.0048891999904299155],43.74996970000211,None,,001,2021_Nov_17_1642,TMTAB,2021.2.3,146.67380478073142,
12,['3'],TMT-A_1_2linestimulus9.png,TMT-A_1_2greenlinestimulus9.png,TMT-A_1_2redlinestimulus9.png,10,,,,,,,,,,,,,0,11,11,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.82620209999732,None,['3'],1,[0.04124390000652056],43.82620209999732,None,,001,2021_Nov_17_1642,TMTAB,2021.2.3,146.67380478073142,
13,['1'],TMT-A_1_2linestimulus10.png,TMT-A_1_2greenlinestimulus10.png,TMT-A_1_2redlinestimulus10.png,1,,,,,,,,,,,,,0,12,12,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.93740270000126,None,['1'],1,[0.062150500001735054],43.93740270000126,None,,001,2021_Nov_17_1642,TMTAB,2021.2.3,146.67380478073142,
14,['2'],TMT-A_1_2linestimulus11.png,TMT-A_1_2greenlinestimulus11.png,TMT-A_1_2redlinestimulus11.png,None,,,,,,,,,,,,,0,13,13,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.083472600003006,None,['2'],1,[-0.020595900001353584],44.083472600003006,None,,001,2021_Nov_17_1642,TMTAB,2021.2.3,146.67380478073142,
15,['3'],TMT-A_1_2linestimulus12.png,TMT-A_1_2greenlinestimulus12.png,TMT-A_1_2redlinestimulus12.png,None,,,,,,,,,,,,,0,14,14,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.160204700005124,None,['3'],1,[0.04277630000433419],44.160204700005124,None,,001,2021_Nov_17_1642,TMTAB,2021.2.3,146.67380478073142,
16,['1'],TMT-A_1_2linestimulus13.png,TMT-A_1_2greenlinestimulus13.png,TMT-A_1_2redlinestimulus13.png,None,,,,,,,,,,,,,0,15,15,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.28498409999884,None,['1'],1,[0.11656360000779387],44.28498409999884,None,,001,2021_Nov_17_1642,TMTAB,2021.2.3,146.67380478073142,
17,['3'],TMT-A_1_2linestimulus14.png,TMT-A_1_2greenlinestimulus14.png,TMT-A_1_2redlinestimulus14.png,None,,,,,,,,,,,,,0,16,16,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.48591309999756,None,['1'],0,[0.35889839999435935],44.48591309999756,None,,001,2021_Nov_17_1642,TMTAB,2021.2.3,146.67380478073142,
18,['2'],TMT-A_1_2linestimulus15.png,TMT-A_1_2greenlinestimulus15.png,TMT-A_1_2redlinestimulus15.png,None,,,,,,,,,,,,,0,17,17,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.931534999996074,None,['2'],1,[0.2583938999887323],44.931534999996074,None,,001,2021_Nov_17_1642,TMTAB,2021.2.3,146.67380478073142,
19,['3'],TMT-A_1_2linestimulus16.png,TMT-A_1_2greenlinestimulus16.png,TMT-A_1_2redlinestimulus16.png,None,,,,,,,,,,,,,0,18,18,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.2788467000064,None,['2'],0,[0.20705280000402126],45.2788467000064,None,,001,2021_Nov_17_1642,TMTAB,2021.2.3,146.67380478073142,
20,['2'],TMT-A_1_2linestimulus17.png,TMT-A_1_2greenlinestimulus17.png,TMT-A_1_2redlinestimulus17.png,None,,,,,,,,,,,,,0,19,19,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.56928900000639,None,['2'],1,[0.2567937999992864],45.56928900000639,None,,001,2021_Nov_17_1642,TMTAB,2021.2.3,146.67380478073142,
21,['1'],TMT-A_1_2linestimulus18.png,TMT-A_1_2greenlinestimulus18.png,TMT-A_1_2redlinestimulus18.png,None,,,,,,,,,,,,,0,20,20,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.90952240000479,None,['2'],0,[0.26193560000683647],45.90952240000479,None,,001,2021_Nov_17_1642,TMTAB,2021.2.3,146.67380478073142,
22,['3'],TMT-A_1_2linestimulus19.png,TMT-A_1_2greenlinestimulus19.png,TMT-A_1_2redlinestimulus19.png,None,,,,,,,,,,,,,0,21,21,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.243144099993515,None,['2'],0,[0.3324767000012798],46.243144099993515,None,,001,2021_Nov_17_1642,TMTAB,2021.2.3,146.67380478073142,
23,['2'],TMT-A_1_2linestimulus20.png,TMT-A_1_2greenlinestimulus20.png,TMT-A_1_2redlinestimulus20.png,None,,,,,,,,,,,,,0,22,22,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.65272850000474,None,['2'],1,[0.7918057000060799],46.65272850000474,None,,001,2021_Nov_17_1642,TMTAB,2021.2.3,146.67380478073142,
24,['3'],TMT-A_1_2linestimulus21.png,TMT-A_1_2greenlinestimulus21.png,TMT-A_1_2redlinestimulus21.png,None,,,,,,,,,,,,,0,23,23,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.52107580000302,None,['2'],0,[0.5354829999996582],47.52107580000302,None,,001,2021_Nov_17_1642,TMTAB,2021.2.3,146.67380478073142,
25,['2'],TMT-A_1_2linestimulus22.png,TMT-A_1_2greenlinestimulus22.png,TMT-A_1_2redlinestimulus22.png,None,,,,,,,,,,,,,0,24,24,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.14548740000464,None,['3'],0,[1.4797551999945426],48.14548740000464,None,,001,2021_Nov_17_1642,TMTAB,2021.2.3,146.67380478073142,
None,None,TMT-A_1_2linestimulus23.png,TMT-A_1_2greenlinestimulus23.png,TMT-A_1_2redlinestimulus23.png,None,,,,,,,,,,,,,0,25,25,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.70225930000015,None,None,1,,49.70225930000015,None,,001,2021_Nov_17_1642,TMTAB,2021.2.3,146.67380478073142,
1,['2'],TMT-A_1_3.png,TMT-A_1_3.png,TMT-A_1_3.png,10,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,50.70535590000509,None,,,,,,,,,,,,,,53.77749809999659,None,['1'],0,[0.4672538999875542],53.77749809999659,None,,001,2021_Nov_17_1642,TMTAB,2021.2.3,146.67380478073142,
2,['3'],TMT-A_1_3.png,TMT-A_1_3firstgreen.png,TMT-A_1_3firstred.png,10,,,,,,,,,,,,,,,,,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,54.326149200001964,None,['2'],0,[0.03287090000230819],54.326149200001964,None,,001,2021_Nov_17_1642,TMTAB,2021.2.3,146.67380478073142,
3,['1'],TMT-A_1_3linestimulus0.png,TMT-A_1_3greenlinestimulus0.png,TMT-A_1_3redlinestimulus0.png,10,,,,,,,,,,,,,,,,,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,54.43717509999988,None,['3'],0,[0.017175699991639704],54.43717509999988,None,,001,2021_Nov_17_1642,TMTAB,2021.2.3,146.67380478073142,
