NumB_1_1erLetter,corrAns,StimFile,Correct_StimFile,False_StimFile,DurationTrial,NumberLetter,NumB_1_2erLetter,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,Instruct.started,Instruct.stopped,text_2.started,text_2.stopped,Stim.started,Stim.stopped,key_resp_2.keys,key_resp_2.corr,key_resp_2.rt,key_resp_2.started,key_resp_2.stopped,polygon.started,polygon.stopped,participant,session,date,expName,psychopyVersion,frameRate,
6,2,TMT-B_1_1linestimulus8.png,TMT-B_1_1greenlinestimulus8.png,TMT-B_1_1redlinestimulus8.png,10,,,0,10,10,10,,,,,,,,,,,,,12.432579799999075,None,2,1,0.3425749000016367,12.432579799999075,None,,,,001,2021_Oct_27_1558,TMTAB,2021.2.3,145.01875092430043,
F,3,TMT-B_1_1linestimulus9.png,TMT-B_1_1greenlinestimulus9.png,TMT-B_1_1redlinestimulus9.png,10,,,0,11,11,11,,,,,,,,,,,,,12.85604759999842,None,2,0,1.0620354999991832,12.85604759999842,None,,,,001,2021_Oct_27_1558,TMTAB,2021.2.3,145.01875092430043,
None,None,None,TMT-B_1_1greenlinestimulus10.png,TMT-B_1_1redlinestimulus10.png,1,,,0,12,12,12,,,,,,,,,,,,,13.999287050001294,None,None,1,,13.999287050001294,None,,,,001,2021_Oct_27_1558,TMTAB,2021.2.3,145.01875092430043,
,3,TMT-BX_1_1.jpg,TMT-BX_1_1.jpg,TMT-BX_1_1.jpg,,7,,,,,,0,0,0,0,,,,,,,,,17.057842099999107,None,2,0,0.7633758999982092,17.057842099999107,None,14.007020999997621,None,,001,2021_Oct_27_1558,TMTAB,2021.2.3,145.01875092430043,
,1,TMT-BX_1_1.jpg,TMT-BX_1_1firstgreen.jpg,TMT-BX_1_1firstred.jpg,,G,,,,,,0,1,1,1,,,,,,,,,17.8976694999983,None,1,1,0.3258626999995613,17.8976694999983,None,,,,001,2021_Oct_27_1558,TMTAB,2021.2.3,145.01875092430043,
,2,TMT-BX_1_1linestimulus0.png,TMT-BX_1_1greenlinestimulus0.png,TMT-BX_1_1redlinestimulus0.png,,8,,,,,,0,2,2,2,,,,,,,,,18.307185199999367,None,2,1,0.10810710000077961,18.307185199999367,None,,,,001,2021_Oct_27_1558,TMTAB,2021.2.3,145.01875092430043,
,1,TMT-BX_1_1linestimulus1.png,TMT-BX_1_1greenlinestimulus1.png,TMT-BX_1_1redlinestimulus1.png,,H,,,,,,0,3,3,3,,,,,,,,,18.501785099997505,None,3,0,0.051267399998323526,18.501785099997505,None,,,,001,2021_Oct_27_1558,TMTAB,2021.2.3,145.01875092430043,
,3,TMT-BX_1_1linestimulus2.png,TMT-BX_1_1greenlinestimulus2.png,TMT-BX_1_1redlinestimulus2.png,,9,,,,,,0,4,4,4,,,,,,,,,18.64121510000041,None,1,0,0.18549559999883058,18.64121510000041,None,,,,001,2021_Oct_27_1558,TMTAB,2021.2.3,145.01875092430043,
,1,TMT-BX_1_1linestimulus3.png,TMT-BX_1_1greenlinestimulus3.png,TMT-BX_1_1redlinestimulus3.png,,I,,,,,,0,5,5,5,,,,,,,,,18.925217899999552,None,2,0,0.30324340000152006,18.925217899999552,None,,,,001,2021_Oct_27_1558,TMTAB,2021.2.3,145.01875092430043,
,2,TMT-BX_1_1linestimulus4.png,TMT-BX_1_1greenlinestimulus4.png,TMT-BX_1_1redlinestimulus4.png,,10,,,,,,0,6,6,6,,,,,,,,,19.32112209999832,None,3,0,0.3001382000002195,19.32112209999832,None,,,,001,2021_Oct_27_1558,TMTAB,2021.2.3,145.01875092430043,
,3,TMT-BX_1_1linestimulus5.png,TMT-BX_1_1greenlinestimulus5.png,TMT-BX_1_1redlinestimulus5.png,,J,,,,,,0,7,7,7,,,,,,,,,19.710219399999914,None,2,0,0.2998899000012898,19.710219399999914,None,,,,001,2021_Oct_27_1558,TMTAB,2021.2.3,145.01875092430043,
,2,TMT-BX_1_1linestimulus6.png,TMT-BX_1_1greenlinestimulus6.png,TMT-BX_1_1redlinestimulus6.png,,11,,,,,,0,8,8,8,,,,,,,,,20.1126755999976,None,2,1,0.4325946999997541,20.1126755999976,None,,,,001,2021_Oct_27_1558,TMTAB,2021.2.3,145.01875092430043,
,1,TMT-BX_1_1linestimulus7.png,TMT-BX_1_1greenlinestimulus7.png,TMT-BX_1_1redlinestimulus7.png,,K,,,,,,0,9,9,9,,,,,,,,,20.640603799998644,None,2,0,0.6508695999982592,20.640603799998644,None,,,,001,2021_Oct_27_1558,TMTAB,2021.2.3,145.01875092430043,
,2,TMT-BX_1_1linestimulus8.png,TMT-BX_1_1greenlinestimulus8.png,TMT-BX_1_1redlinestimulus8.png,,12,,,,,,0,10,10,10,,,,,,,,,21.38360389999798,None,2,1,0.43366519999835873,21.38360389999798,None,,,,001,2021_Oct_27_1558,TMTAB,2021.2.3,145.01875092430043,
,1,TMT-BX_1_1linestimulus9.png,TMT-BX_1_1greenlinestimulus9.png,TMT-BX_1_1redlinestimulus9.png,,L,,,,,,0,11,11,11,,,,,,,,,21.911417600000277,None,2,0,0.974147199998697,21.911417600000277,None,,,,001,2021_Oct_27_1558,TMTAB,2021.2.3,145.01875092430043,
,None,None,TMT-BX_1_1greenlinestimulus10.png,TMT-BX_1_1redlinestimulus10.png,,None,,,,,,0,12,12,12,,,,,,,,,22.994691100000637,None,2,0,5.0698559999982535,22.994691100000637,None,,,,001,2021_Oct_27_1558,TMTAB,2021.2.3,145.01875092430043,
,2,TMT-B_1_2.jpg,TMT-B_1_2.jpg,TMT-B_1_2.jpg,10,,1,,,,,,,,,0,0,0,0,,,,,31.16139579999799,None,None,0,,31.16139579999799,None,28.08925090000048,None,,001,2021_Oct_27_1558,TMTAB,2021.2.3,145.01875092430043,
