Block_file,Condition_rows,NumberLetter,corrAns,Correct,StimFile,Correct_StimFile,False_StimFile,Block,TrialNumber_session,Blocks_TMTControl.thisRepN,Blocks_TMTControl.thisTrialN,Blocks_TMTControl.thisN,Blocks_TMTControl.thisIndex,trials_TMTControl.thisRepN,trials_TMTControl.thisTrialN,trials_TMTControl.thisN,trials_TMTControl.thisIndex,Blocks_TMTA.thisRepN,Blocks_TMTA.thisTrialN,Blocks_TMTA.thisN,Blocks_TMTA.thisIndex,trials_TMTA.thisRepN,trials_TMTA.thisTrialN,trials_TMTA.thisN,trials_TMTA.thisIndex,Blocks_TMTB.thisRepN,Blocks_TMTB.thisTrialN,Blocks_TMTB.thisN,Blocks_TMTB.thisIndex,trials_TMTB.thisRepN,trials_TMTB.thisTrialN,trials_TMTB.thisN,trials_TMTB.thisIndex,Attempts,First_attempt,Stim.started,Stim.stopped,key_resp_2.keys,key_resp_2.corr,key_resp_2.rt,key_resp_2.started,key_resp_2.stopped,participant,session,date,expName,psychopyVersion,frameRate,
TMTstop-Control_1_2.xlsx,26:52,7,['2'],2,TMTstop-control_1_2linestimulus4.png,TMTstop-control_1_2greenlinestimulus4.png,TMTstop-control_1_2redlinestimulus4.png,2,32,0,1,1,1,0,6,6,6,,,,,,,,,,,,,,,,,2,0,28.31461720005609,None,"['1', '2']",1,"[0.025671300012618303, 0.06783610000275075]",28.31461720005609,None,,001,2022_Feb_02_1703,TMTAstop-A,2021.2.3,145.11702956511184,
TMTstop-Control_1_2.xlsx,26:52,8,['1'],1,TMTstop-control_1_2linestimulus4.png,TMTstop-control_1_2greenlinestimulus5.png,TMTstop-control_1_2redlinestimulus5.png,2,33,0,1,1,1,0,7,7,7,,,,,,,,,,,,,,,,,2,0,28.46736970008351,None,"['3', '1']",1,"[-0.002865200163796544, 0.12194779980927706]",28.46736970008351,None,,001,2022_Feb_02_1703,TMTAstop-A,2021.2.3,145.11702956511184,
TMTstop-Control_1_2.xlsx,26:52,9,['2'],2,TMTstop-control_1_2linestimulus6.png,TMTstop-control_1_2greenlinestimulus6.png,TMTstop-control_1_2redlinestimulus6.png,2,34,0,1,1,1,0,8,8,8,,,,,,,,,,,,,,,,,1,1,28.66231400007382,None,['2'],1,[0.012965099886059761],28.66231400007382,None,,001,2022_Feb_02_1703,TMTAstop-A,2021.2.3,145.11702956511184,
TMTstop-Control_1_2.xlsx,26:52,10,['3'],3,TMTstop-control_1_2linestimulus7.png,TMTstop-control_1_2greenlinestimulus7.png,TMTstop-control_1_2redlinestimulus7.png,2,35,0,1,1,1,0,9,9,9,,,,,,,,,,,,,,,,,1,1,28.745148500194773,None,['3'],1,[-0.02483300003223121],28.745148500194773,None,,001,2022_Feb_02_1703,TMTAstop-A,2021.2.3,145.11702956511184,
TMTstop-Control_1_2.xlsx,26:52,11,['1'],1,TMTstop-control_1_2linestimulus8.png,TMTstop-control_1_2greenlinestimulus8.png,TMTstop-control_1_2redlinestimulus8.png,2,36,0,1,1,1,0,10,10,10,,,,,,,,,,,,,,,,,1,1,28.821580900112167,None,['1'],1,[0.04624970001168549],28.821580900112167,None,,001,2022_Feb_02_1703,TMTAstop-A,2021.2.3,145.11702956511184,
TMTstop-Control_1_2.xlsx,26:52,12,['2'],2,TMTstop-control_1_2linestimulus9.png,TMTstop-control_1_2greenlinestimulus9.png,TMTstop-control_1_2redlinestimulus9.png,2,37,0,1,1,1,0,11,11,11,,,,,,,,,,,,,,,,,1,1,28.946478000143543,None,['2'],1,[-0.055707700084894896],28.946478000143543,None,,001,2022_Feb_02_1703,TMTAstop-A,2021.2.3,145.11702956511184,
TMTstop-Control_1_2.xlsx,26:52,13,['3'],3,TMTstop-control_1_2linestimulus10.png,TMTstop-control_1_2greenlinestimulus10.png,TMTstop-control_1_2redlinestimulus10.png,2,38,0,1,1,1,0,12,12,12,,,,,,,,,,,,,,,,,1,1,29.02282500010915,None,['3'],1,[-0.018015400040894747],29.02282500010915,None,,001,2022_Feb_02_1703,TMTAstop-A,2021.2.3,145.11702956511184,
TMTstop-Control_1_2.xlsx,26:52,14,['1'],1,TMTstop-control_1_2linestimulus11.png,TMTstop-control_1_2greenlinestimulus11.png,TMTstop-control_1_2redlinestimulus11.png,2,39,0,1,1,1,0,13,13,13,,,,,,,,,,,,,,,,,1,1,29.092867100145668,None,['1'],1,[0.06282500014640391],29.092867100145668,None,,001,2022_Feb_02_1703,TMTAstop-A,2021.2.3,145.11702956511184,
TMTstop-Control_1_2.xlsx,26:52,15,['2'],2,TMTstop-control_1_2linestimulus12.png,TMTstop-control_1_2greenlinestimulus12.png,TMTstop-control_1_2redlinestimulus12.png,2,40,0,1,1,1,0,14,14,14,,,,,,,,,,,,,,,,,1,1,29.231332499999553,None,['2'],1,[-0.050230100052431226],29.231332499999553,None,,001,2022_Feb_02_1703,TMTAstop-A,2021.2.3,145.11702956511184,
TMTstop-Control_1_2.xlsx,26:52,16,['1'],1,TMTstop-control_1_2linestimulus13.png,TMTstop-control_1_2greenlinestimulus13.png,TMTstop-control_1_2redlinestimulus13.png,2,41,0,1,1,1,0,15,15,15,,,,,,,,,,,,,,,,,2,0,29.307621500222012,None,"['3', '1']",1,"[-0.02654249989427626, 0.1176895999815315]",29.307621500222012,None,,001,2022_Feb_02_1703,TMTAstop-A,2021.2.3,145.11702956511184,
