Block_file,Condition_rows,NumberLetter,corrAns,StimFile,Correct_StimFile,False_StimFile,DurationTrial,Correct,restartpractice.thisRepN,restartpractice.thisTrialN,restartpractice.thisN,restartpractice.thisIndex,trials_practice.thisRepN,trials_practice.thisTrialN,trials_practice.thisN,trials_practice.thisIndex,Blocks_loop.thisRepN,Blocks_loop.thisTrialN,Blocks_loop.thisN,Blocks_loop.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,key_resp_6.keys,key_resp_6.rt,key_resp_6.started,key_resp_6.stopped,Stim_practice.started,Stim_practice.stopped,key_resp_practice.keys,key_resp_practice.rt,key_resp_practice.started,key_resp_practice.stopped,key_resp_5.keys,key_resp_5.rt,Attempts,First_attempt,Stim.started,Stim.stopped,key_resp_2.keys,key_resp_2.corr,key_resp_2.rt,key_resp_2.started,key_resp_2.stopped,participant,session,date,expName,psychopyVersion,frameRate,
TMTstop-A_1_5.xlsx,104:130,6,['1'],TMTstop-A_1_5linestimulus3.png,TMTstop-A_1_5greenlinestimulus3.png,TMTstop-A_1_5redlinestimulus3.png,10,,,,,,,,,,0,4,4,4,0,5,5,5,,,,,,,,,,,,,1,1,65.98388189985417,None,['1'],1,[0.06734760012477636],65.98388189985417,None,,001,2022_Feb_02_1215,TMTAstop-A,2021.2.3,149.4125100940747,
TMTstop-A_1_5.xlsx,104:130,7,['3'],TMTstop-A_1_5linestimulus4.png,TMTstop-A_1_5greenlinestimulus4.png,TMTstop-A_1_5redlinestimulus4.png,10,,,,,,,,,,0,4,4,4,0,6,6,6,,,,,,,,,,,,,2,1,66.1289399000816,None,"['2', '3']",1,"[-0.04462280008010566, 0.09989559999667108]",66.1289399000816,None,,001,2022_Feb_02_1215,TMTAstop-A,2021.2.3,149.4125100940747,
TMTstop-A_1_5.xlsx,104:130,8,['2'],TMTstop-A_1_5linestimulus5.png,TMTstop-A_1_5greenlinestimulus5.png,TMTstop-A_1_5redlinestimulus5.png,10,,,,,,,,,,0,4,4,4,0,7,7,7,,,,,,,,,,,,,2,1,66.3337073000148,None,"['1', '2']",1,"[0.07911600009538233, 0.14756890013813972]",66.3337073000148,None,,001,2022_Feb_02_1215,TMTAstop-A,2021.2.3,149.4125100940747,
TMTstop-A_1_5.xlsx,104:130,9,['1'],TMTstop-A_1_5linestimulus6.png,TMTstop-A_1_5greenlinestimulus6.png,TMTstop-A_1_5redlinestimulus6.png,10,,,,,,,,,,0,4,4,4,0,8,8,8,,,,,,,,,,,,,2,1,66.56405010004528,None,"['3', '1']",1,"[0.030691699823364615, 0.19959909981116652]",66.56405010004528,None,,001,2022_Feb_02_1215,TMTAstop-A,2021.2.3,149.4125100940747,
TMTstop-A_1_5.xlsx,104:130,10,['3'],TMTstop-A_1_5linestimulus7.png,TMTstop-A_1_5greenlinestimulus7.png,TMTstop-A_1_5redlinestimulus7.png,10,,,,,,,,,,0,4,4,4,0,9,9,9,,,,,,,,,,,,,2,1,66.86611970001832,None,"['2', '3']",1,"[-0.05556120001710951, 0.0690629999153316]",66.86611970001832,None,,001,2022_Feb_02_1215,TMTAstop-A,2021.2.3,149.4125100940747,
TMTstop-A_1_5.xlsx,104:130,11,['2'],TMTstop-A_1_5linestimulus8.png,TMTstop-A_1_5greenlinestimulus8.png,TMTstop-A_1_5redlinestimulus8.png,10,,,,,,,,,,0,4,4,4,0,10,10,10,,,,,,,,,,,,,2,1,67.01976369996555,None,"['1', '2']",1,"[0.06749050016514957, 0.11690950021147728]",67.01976369996555,None,,001,2022_Feb_02_1215,TMTAstop-A,2021.2.3,149.4125100940747,
TMTstop-A_1_5.xlsx,104:130,12,['3'],TMTstop-A_1_5linestimulus9.png,TMTstop-A_1_5greenlinestimulus9.png,TMTstop-A_1_5redlinestimulus9.png,10,,,,,,,,,,0,4,4,4,0,11,11,11,,,,,,,,,,,,,1,1,67.2482439999003,None,['3'],1,[0.015265400055795908],67.2482439999003,None,,001,2022_Feb_02_1215,TMTAstop-A,2021.2.3,149.4125100940747,
TMTstop-A_1_5.xlsx,104:130,13,['1'],TMTstop-A_1_5linestimulus10.png,TMTstop-A_1_5greenlinestimulus10.png,TMTstop-A_1_5redlinestimulus10.png,1,,,,,,,,,,0,4,4,4,0,12,12,12,,,,,,,,,,,,,1,1,67.34373999992386,None,['1'],1,[0.10321219987235963],67.34373999992386,None,,001,2022_Feb_02_1215,TMTAstop-A,2021.2.3,149.4125100940747,
TMTstop-A_1_5.xlsx,104:130,14,['3'],TMTstop-A_1_5linestimulus11.png,TMTstop-A_1_5greenlinestimulus11.png,TMTstop-A_1_5redlinestimulus11.png,None,,,,,,,,,,0,4,4,4,0,13,13,13,,,,,,,,,,,,,2,1,67.51738679991104,None,"['2', '3']",1,"[0.02329850010573864, 0.1407260000705719]",67.51738679991104,None,,001,2022_Feb_02_1215,TMTAstop-A,2021.2.3,149.4125100940747,
TMTstop-A_1_5.xlsx,104:130,15,['1'],TMTstop-A_1_5linestimulus12.png,TMTstop-A_1_5greenlinestimulus12.png,TMTstop-A_1_5redlinestimulus12.png,None,,,,,,,,,,0,4,4,4,0,14,14,14,,,,,,,,,,,,,1,1,67.74001080007292,None,['1'],1,[0.07867840002290905],67.74001080007292,None,,001,2022_Feb_02_1215,TMTAstop-A,2021.2.3,149.4125100940747,
TMTstop-A_1_5.xlsx,104:130,16,['3'],TMTstop-A_1_5linestimulus13.png,TMTstop-A_1_5greenlinestimulus13.png,TMTstop-A_1_5redlinestimulus13.png,None,,,,,,,,,,0,4,4,4,0,15,15,15,,,,,,,,,,,,,2,1,67.90028909989633,None,"['2', '3']",1,"[-0.02514539984986186, 0.09089939994737506]",67.90028909989633,None,,001,2022_Feb_02_1215,TMTAstop-A,2021.2.3,149.4125100940747,
TMTstop-A_1_5.xlsx,104:130,17,['2'],TMTstop-A_1_5linestimulus14.png,TMTstop-A_1_5greenlinestimulus14.png,TMTstop-A_1_5redlinestimulus14.png,None,,,,,,,,,,0,4,4,4,0,16,16,16,,,,,,,,,,,,,2,1,68.09441299992613,None,"['1', '2']",1,"[0.03553460002876818, 0.08480289997532964]",68.09441299992613,None,,001,2022_Feb_02_1215,TMTAstop-A,2021.2.3,149.4125100940747,
TMTstop-A_1_5.xlsx,104:130,18,['1'],TMTstop-A_1_5linestimulus15.png,TMTstop-A_1_5greenlinestimulus15.png,TMTstop-A_1_5redlinestimulus15.png,None,,,,,,,,,,0,4,4,4,0,17,17,17,,,,,,,,,,,,,2,1,68.28221970004961,None,"['3', '1']",1,"[0.012817599810659885, 0.13995169987902045]",68.28221970004961,None,,001,2022_Feb_02_1215,TMTAstop-A,2021.2.3,149.4125100940747,
TMTstop-A_1_5.xlsx,104:130,19,['3'],TMTstop-A_1_5linestimulus16.png,TMTstop-A_1_5greenlinestimulus16.png,TMTstop-A_1_5redlinestimulus16.png,None,,,,,,,,,,0,4,4,4,0,18,18,18,,,,,,,,,,,,,2,1,68.53136210003868,None,"['2', '3']",1,"[-0.044272599974647164, 0.06534249987453222]",68.53136210003868,None,,001,2022_Feb_02_1215,TMTAstop-A,2021.2.3,149.4125100940747,
TMTstop-A_1_5.xlsx,104:130,20,['1'],TMTstop-A_1_5linestimulus17.png,TMTstop-A_1_5greenlinestimulus17.png,TMTstop-A_1_5redlinestimulus17.png,None,,,,,,,,,,0,4,4,4,0,19,19,19,,,,,,,,,,,,,3,1,68.69108959985897,None,"['2', '3', '1']",1,"[0.11246710014529526, 0.2210639000404626, 0.3516883000265807]",68.69108959985897,None,,001,2022_Feb_02_1215,TMTAstop-A,2021.2.3,149.4125100940747,
TMTstop-A_1_5.xlsx,104:130,21,['2'],TMTstop-A_1_5linestimulus18.png,TMTstop-A_1_5greenlinestimulus18.png,TMTstop-A_1_5redlinestimulus18.png,None,,,,,,,,,,0,4,4,4,0,20,20,20,,,,,,,,,,,,,1,1,69.1356069999747,None,['2'],1,[-0.033910199999809265],69.1356069999747,None,,001,2022_Feb_02_1215,TMTAstop-A,2021.2.3,149.4125100940747,
TMTstop-A_1_5.xlsx,104:130,22,['3'],TMTstop-A_1_5linestimulus19.png,TMTstop-A_1_5greenlinestimulus19.png,TMTstop-A_1_5redlinestimulus19.png,None,,,,,,,,,,0,4,4,4,0,21,21,21,,,,,,,,,,,,,1,1,69.21169919986278,None,['3'],1,[0.012300600064918399],69.21169919986278,None,,001,2022_Feb_02_1215,TMTAstop-A,2021.2.3,149.4125100940747,
TMTstop-A_1_5.xlsx,104:130,23,['2'],TMTstop-A_1_5linestimulus20.png,TMTstop-A_1_5greenlinestimulus20.png,TMTstop-A_1_5redlinestimulus20.png,None,,,,,,,,,,0,4,4,4,0,22,22,22,,,,,,,,,,,,,2,1,69.29674919997342,None,"['1', '2']",1,"[0.057543900096789, 0.10697210021317005]",69.29674919997342,None,,001,2022_Feb_02_1215,TMTAstop-A,2021.2.3,149.4125100940747,
TMTstop-A_1_5.xlsx,104:130,24,['3'],TMTstop-A_1_5linestimulus21.png,TMTstop-A_1_5greenlinestimulus21.png,TMTstop-A_1_5redlinestimulus21.png,None,,,,,,,,,,0,4,4,4,0,23,23,23,,,,,,,,,,,,,1,1,69.51102650002576,None,['3'],1,[0.015040399972349405],69.51102650002576,None,,001,2022_Feb_02_1215,TMTAstop-A,2021.2.3,149.4125100940747,
TMTstop-A_1_5.xlsx,104:130,25,['2'],TMTstop-A_1_5linestimulus22.png,TMTstop-A_1_5greenlinestimulus22.png,TMTstop-A_1_5redlinestimulus22.png,None,,,,,,,,,,0,4,4,4,0,24,24,24,,,,,,,,,,,,,2,1,69.60760160000063,None,"['1', '2']",1,"[0.0474864998832345, 0.11231220001354814]",69.60760160000063,None,,001,2022_Feb_02_1215,TMTAstop-A,2021.2.3,149.4125100940747,
TMTstop-A_1_5.xlsx,104:130,None,None,TMTstop-A_1_5linestimulus23.png,TMTstop-A_1_5greenlinestimulus23.png,TMTstop-A_1_5redlinestimulus23.png,None,,,,,,,,,,0,4,4,4,0,25,25,25,,,,,,,,,,,,,1,1,69.8089860000182,None,['3'],0,[0.04891970008611679],69.8089860000182,None,,001,2022_Feb_02_1215,TMTAstop-A,2021.2.3,149.4125100940747,
TMTstop-A_1_6.xlsx,130:156,1,['1'],TMTstop-A_1_6.png,TMTstop-A_1_6.png,TMTstop-A_1_6.png,10,1,,,,,,,,,0,5,5,5,0,0,0,0,,,,,,,,,,,,,1,1,73.90658039995469,None,['1'],1,[0.6635653998237103],73.90658039995469,None,,001,2022_Feb_02_1215,TMTAstop-A,2021.2.3,149.4125100940747,
TMTstop-A_1_6.xlsx,130:156,2,['2'],TMTstop-A_1_6.png,TMTstop-A_1_6firstgreen.png,TMTstop-A_1_6firstred.png,10,2,,,,,,,,,0,5,5,5,0,1,1,1,,,,,,,,,,,,,1,1,74.64946829993278,None,['2'],1,[-0.003480300074443221],74.64946829993278,None,,001,2022_Feb_02_1215,TMTAstop-A,2021.2.3,149.4125100940747,
TMTstop-A_1_6.xlsx,130:156,3,['3'],TMTstop-A_1_6linestimulus0.png,TMTstop-A_1_6greenlinestimulus0.png,TMTstop-A_1_6redlinestimulus0.png,10,3,,,,,,,,,0,5,5,5,0,2,2,2,,,,,,,,,,,,,1,1,74.71856369986199,None,['3'],1,[0.022113499930128455],74.71856369986199,None,,001,2022_Feb_02_1215,TMTAstop-A,2021.2.3,149.4125100940747,
TMTstop-A_1_6.xlsx,130:156,4,['1'],TMTstop-A_1_6linestimulus1.png,TMTstop-A_1_6greenlinestimulus1.png,TMTstop-A_1_6redlinestimulus1.png,10,1,,,,,,,,,0,5,5,5,0,3,3,3,,,,,,,,,,,,,1,1,74.81711780000478,None,['1'],1,[0.10256249993108213],74.81711780000478,None,,001,2022_Feb_02_1215,TMTAstop-A,2021.2.3,149.4125100940747,
TMTstop-A_1_6.xlsx,130:156,5,['3'],TMTstop-A_1_6linestimulus2.png,TMTstop-A_1_6greenlinestimulus2.png,TMTstop-A_1_6redlinestimulus2.png,10,3,,,,,,,,,0,5,5,5,0,4,4,4,,,,,,,,,,,,,2,1,75.00439949985594,None,"['2', '3']",1,"[-0.02872840012423694, 0.09008860005997121]",75.00439949985594,None,,001,2022_Feb_02_1215,TMTAstop-A,2021.2.3,149.4125100940747,
TMTstop-A_1_6.xlsx,130:156,6,['1'],TMTstop-A_1_6linestimulus3.png,TMTstop-A_1_6greenlinestimulus3.png,TMTstop-A_1_6redlinestimulus3.png,10,1,,,,,,,,,0,5,5,5,0,5,5,5,,,,,,,,,,,,,1,1,75.22047629998997,None,['1'],1,[0.033759000012651086],75.22047629998997,None,,001,2022_Feb_02_1215,TMTAstop-A,2021.2.3,149.4125100940747,
TMTstop-A_1_6.xlsx,130:156,7,['3'],TMTstop-A_1_6linestimulus4.png,TMTstop-A_1_6greenlinestimulus4.png,TMTstop-A_1_6redlinestimulus4.png,10,3,,,,,,,,,0,5,5,5,0,6,6,6,,,,,,,,,,,,,2,1,75.34680150006898,None,"['2', '3']",1,"[0.0004488001577556133, 0.11862510000355542]",75.34680150006898,None,,001,2022_Feb_02_1215,TMTAstop-A,2021.2.3,149.4125100940747,
TMTstop-A_1_6.xlsx,130:156,8,['1'],TMTstop-A_1_6linestimulus5.png,TMTstop-A_1_6greenlinestimulus5.png,TMTstop-A_1_6redlinestimulus5.png,10,1,,,,,,,,,0,5,5,5,0,7,7,7,,,,,,,,,,,,,1,1,75.56781310006045,None,['1'],1,[0.10942059988155961],75.56781310006045,None,,001,2022_Feb_02_1215,TMTAstop-A,2021.2.3,149.4125100940747,
TMTstop-A_1_6.xlsx,130:156,9,['2'],TMTstop-A_1_6linestimulus6.png,TMTstop-A_1_6greenlinestimulus6.png,TMTstop-A_1_6redlinestimulus6.png,10,2,,,,,,,,,0,5,5,5,0,8,8,8,,,,,,,,,,,,,1,1,75.74631299986504,None,['2'],1,[0.04686500015668571],75.74631299986504,None,,001,2022_Feb_02_1215,TMTAstop-A,2021.2.3,149.4125100940747,
TMTstop-A_1_6.xlsx,130:156,10,['3'],TMTstop-A_1_6linestimulus7.png,TMTstop-A_1_6greenlinestimulus7.png,TMTstop-A_1_6redlinestimulus7.png,10,3,,,,,,,,,0,5,5,5,0,9,9,9,,,,,,,,,,,,,1,1,75.86521949991584,None,['3'],1,[-0.013880500104278326],75.86521949991584,None,,001,2022_Feb_02_1215,TMTAstop-A,2021.2.3,149.4125100940747,
TMTstop-A_1_6.xlsx,130:156,11,['1'],TMTstop-A_1_6linestimulus8.png,TMTstop-A_1_6greenlinestimulus8.png,TMTstop-A_1_6redlinestimulus8.png,10,1,,,,,,,,,0,5,5,5,0,10,10,10,,,,,,,,,,,,,1,1,75.933898499934,None,['1'],1,[0.10791380004957318],75.933898499934,None,,001,2022_Feb_02_1215,TMTAstop-A,2021.2.3,149.4125100940747,
TMTstop-A_1_6.xlsx,130:156,12,['3'],TMTstop-A_1_6linestimulus9.png,TMTstop-A_1_6greenlinestimulus9.png,TMTstop-A_1_6redlinestimulus9.png,10,3,,,,,,,,,0,5,5,5,0,11,11,11,,,,,,,,,,,,,2,1,76.11686729989015,None,"['2', '3']",1,"[0.016699600033462048, 0.1381084001623094]",76.11686729989015,None,,001,2022_Feb_02_1215,TMTAstop-A,2021.2.3,149.4125100940747,
TMTstop-A_1_6.xlsx,130:156,13,['2'],TMTstop-A_1_6linestimulus10.png,TMTstop-A_1_6greenlinestimulus10.png,TMTstop-A_1_6redlinestimulus10.png,1,2,,,,,,,,,0,5,5,5,0,12,12,12,,,,,,,,,,,,,2,1,76.34685419988818,None,"['1', '2']",1,"[0.08167329989373684, 0.18919009994715452]",76.34685419988818,None,,001,2022_Feb_02_1215,TMTAstop-A,2021.2.3,149.4125100940747,
TMTstop-A_1_6.xlsx,130:156,14,['3'],TMTstop-A_1_6linestimulus11.png,TMTstop-A_1_6greenlinestimulus11.png,TMTstop-A_1_6redlinestimulus11.png,None,3,,,,,,,,,0,5,5,5,0,13,13,13,,,,,,,,,,,,,1,1,76.62140469998121,None,['3'],1,[0.004779200069606304],76.62140469998121,None,,001,2022_Feb_02_1215,TMTAstop-A,2021.2.3,149.4125100940747,
TMTstop-A_1_6.xlsx,130:156,15,['2'],TMTstop-A_1_6linestimulus12.png,TMTstop-A_1_6greenlinestimulus12.png,TMTstop-A_1_6redlinestimulus12.png,None,2,,,,,,,,,0,5,5,5,0,14,14,14,,,,,,,,,,,,,2,1,76.70496549992822,None,"['1', '2']",1,"[0.06424139998853207, 0.09858809993602335]",76.70496549992822,None,,001,2022_Feb_02_1215,TMTAstop-A,2021.2.3,149.4125100940747,
TMTstop-A_1_6.xlsx,130:156,16,['1'],TMTstop-A_1_6linestimulus13.png,TMTstop-A_1_6greenlinestimulus13.png,TMTstop-A_1_6redlinestimulus13.png,None,1,,,,,,,,,0,5,5,5,0,15,15,15,,,,,,,,,,,,,2,1,76.89291980001144,None,"['3', '1']",1,"[0.0319193999748677, 0.16397359990514815]",76.89291980001144,None,,001,2022_Feb_02_1215,TMTAstop-A,2021.2.3,149.4125100940747,
TMTstop-A_1_6.xlsx,130:156,17,['3'],TMTstop-A_1_6linestimulus14.png,TMTstop-A_1_6greenlinestimulus14.png,TMTstop-A_1_6redlinestimulus14.png,None,3,,,,,,,,,0,5,5,5,0,16,16,16,,,,,,,,,,,,,2,1,77.12832250003703,None,"['2', '3']",1,"[-0.0027317998465150595, 0.09837720007635653]",77.12832250003703,None,,001,2022_Feb_02_1215,TMTAstop-A,2021.2.3,149.4125100940747,
TMTstop-A_1_6.xlsx,130:156,18,['1'],TMTstop-A_1_6linestimulus15.png,TMTstop-A_1_6greenlinestimulus15.png,TMTstop-A_1_6redlinestimulus15.png,None,1,,,,,,,,,0,5,5,5,0,17,17,17,,,,,,,,,,,,,1,1,77.31589109986089,None,['1'],1,[0.03965949988923967],77.31589109986089,None,,001,2022_Feb_02_1215,TMTAstop-A,2021.2.3,149.4125100940747,
TMTstop-A_1_6.xlsx,130:156,19,['2'],TMTstop-A_1_6linestimulus16.png,TMTstop-A_1_6greenlinestimulus16.png,TMTstop-A_1_6redlinestimulus16.png,None,2,,,,,,,,,0,5,5,5,0,18,18,18,,,,,,,,,,,,,1,1,77.44084280007519,None,['2'],1,[-0.01781779993325472],77.44084280007519,None,,001,2022_Feb_02_1215,TMTAstop-A,2021.2.3,149.4125100940747,
TMTstop-A_1_6.xlsx,130:156,20,['3'],TMTstop-A_1_6linestimulus17.png,TMTstop-A_1_6greenlinestimulus17.png,TMTstop-A_1_6redlinestimulus17.png,None,3,,,,,,,,,0,5,5,5,0,19,19,19,,,,,,,,,,,,,1,1,77.51709980005398,None,['3'],1,[-0.02203890006057918],77.51709980005398,None,,001,2022_Feb_02_1215,TMTAstop-A,2021.2.3,149.4125100940747,
TMTstop-A_1_6.xlsx,130:156,21,['2'],TMTstop-A_1_6linestimulus18.png,TMTstop-A_1_6greenlinestimulus18.png,TMTstop-A_1_6redlinestimulus18.png,None,2,,,,,,,,,0,5,5,5,0,20,20,20,,,,,,,,,,,,,2,1,77.58685289998539,None,"['1', '2']",1,"[0.1367826999630779, 0.21364660002291203]",77.58685289998539,None,,001,2022_Feb_02_1215,TMTAstop-A,2021.2.3,149.4125100940747,
TMTstop-A_1_6.xlsx,130:156,22,['3'],TMTstop-A_1_6linestimulus19.png,TMTstop-A_1_6greenlinestimulus19.png,TMTstop-A_1_6redlinestimulus19.png,None,3,,,,,,,,,0,5,5,5,0,21,21,21,,,,,,,,,,,,,1,1,77.87836189987138,None,['3'],1,[0.022321300115436316],77.87836189987138,None,,001,2022_Feb_02_1215,TMTAstop-A,2021.2.3,149.4125100940747,
TMTstop-A_1_6.xlsx,130:156,23,['1'],TMTstop-A_1_6linestimulus20.png,TMTstop-A_1_6greenlinestimulus20.png,TMTstop-A_1_6redlinestimulus20.png,None,1,,,,,,,,,0,5,5,5,0,22,22,22,,,,,,,,,,,,,1,1,77.97557020001113,None,['1'],1,[0.104586600093171],77.97557020001113,None,,001,2022_Feb_02_1215,TMTAstop-A,2021.2.3,149.4125100940747,
TMTstop-A_1_6.xlsx,130:156,24,['2'],TMTstop-A_1_6linestimulus21.png,TMTstop-A_1_6greenlinestimulus21.png,TMTstop-A_1_6redlinestimulus21.png,None,2,,,,,,,,,0,5,5,5,0,23,23,23,,,,,,,,,,,,,1,1,78.16306359996088,None,['2'],1,[-0.018031700048595667],78.16306359996088,None,,001,2022_Feb_02_1215,TMTAstop-A,2021.2.3,149.4125100940747,
TMTstop-A_1_6.xlsx,130:156,25,['3'],TMTstop-A_1_6linestimulus22.png,TMTstop-A_1_6greenlinestimulus22.png,TMTstop-A_1_6redlinestimulus22.png,None,3,,,,,,,,,0,5,5,5,0,24,24,24,,,,,,,,,,,,,1,1,78.23235469986685,None,['3'],1,[0.021921300096437335],78.23235469986685,None,,001,2022_Feb_02_1215,TMTAstop-A,2021.2.3,149.4125100940747,
TMTstop-A_1_6.xlsx,130:156,None,None,TMTstop-A_1_6linestimulus23.png,TMTstop-A_1_6greenlinestimulus23.png,TMTstop-A_1_6redlinestimulus23.png,None,None,,,,,,,,,0,5,5,5,0,25,25,25,,,,,,,,,,,,,4,1,78.33275060006417,None,"['1', '2', '3', '1']",0,"[0.06192509992979467, 0.1368887999560684, 0.2588605999480933, 0.38787380000576377]",78.33275060006417,None,,001,2022_Feb_02_1215,TMTAstop-A,2021.2.3,149.4125100940747,
