NumberLetter,corrAns,StimFile,Correct_StimFile,False_StimFile,DurationTrial,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,Instruct.started,Instruct.stopped,text_2.started,text_2.stopped,Stim.started,Stim.stopped,key_resp_2.keys,key_resp_2.corr,key_resp_2.rt,key_resp_2.started,key_resp_2.stopped,participant,session,date,expName,psychopyVersion,frameRate,
6,3,TMTstop-B_1_1linestimulus8.png,TMTstop-B_1_1greenlinestimulus8.png,TMTstop-B_1_1redlinestimulus8.png,10,0,10,10,10,,,,,9.939933699904941,None,['2'],0,[0.11666319996584207],9.939933699904941,None,,001,2021_Nov_03_1315,TMTAB,2021.2.3,143.1602335548167,
F,2,TMTstop-B_1_1linestimulus9.png,TMTstop-B_1_1greenlinestimulus9.png,TMTstop-B_1_1redlinestimulus9.png,10,0,11,11,11,,,,,10.135190999950282,None,['2'],0,[0.10803510004188865],10.135190999950282,None,,001,2021_Nov_03_1315,TMTAB,2021.2.3,143.1602335548167,
7,1,TMTstop-B_1_1linestimulus10.png,TMTstop-B_1_1greenlinestimulus10.png,TMTstop-B_1_1redlinestimulus10.png,1,0,12,12,12,,,,,10.32889229990542,None,['2'],0,[0.10467939998488873],10.32889229990542,None,,001,2021_Nov_03_1315,TMTAB,2021.2.3,143.1602335548167,
G,3,TMTstop-B_1_1linestimulus11.png,TMTstop-B_1_1greenlinestimulus11.png,TMTstop-B_1_1redlinestimulus11.png,None,0,13,13,13,,,,,10.517220199923031,None,['2'],0,[0.10052220011129975],10.517220199923031,None,,001,2021_Nov_03_1315,TMTAB,2021.2.3,143.1602335548167,
8,1,TMTstop-B_1_1linestimulus12.png,TMTstop-B_1_1greenlinestimulus12.png,TMTstop-B_1_1redlinestimulus12.png,None,0,14,14,14,,,,,10.703783300006762,None,['2'],0,[0.10570129996631294],10.703783300006762,None,,001,2021_Nov_03_1315,TMTAB,2021.2.3,143.1602335548167,
H,2,TMTstop-B_1_1linestimulus13.png,TMTstop-B_1_1greenlinestimulus13.png,TMTstop-B_1_1redlinestimulus13.png,None,0,15,15,15,,,,,10.891655699932016,None,['2'],0,[0.09887210000306368],10.891655699932016,None,,001,2021_Nov_03_1315,TMTAB,2021.2.3,143.1602335548167,
9,3,TMTstop-B_1_1linestimulus14.png,TMTstop-B_1_1greenlinestimulus14.png,TMTstop-B_1_1redlinestimulus14.png,None,0,16,16,16,,,,,11.078434599912725,None,['2'],0,[0.10443289997056127],11.078434599912725,None,,001,2021_Nov_03_1315,TMTAB,2021.2.3,143.1602335548167,
I,2,TMTstop-B_1_1linestimulus15.png,TMTstop-B_1_1greenlinestimulus15.png,TMTstop-B_1_1redlinestimulus15.png,None,0,17,17,17,,,,,11.266036299988627,None,['2'],0,[0.10448939993511885],11.266036299988627,None,,001,2021_Nov_03_1315,TMTAB,2021.2.3,143.1602335548167,
10,1,TMTstop-B_1_1linestimulus16.png,TMTstop-B_1_1greenlinestimulus16.png,TMTstop-B_1_1redlinestimulus16.png,None,0,18,18,18,,,,,11.453701199963689,None,['2'],0,[0.12350830005016178],11.453701199963689,None,,001,2021_Nov_03_1315,TMTAB,2021.2.3,143.1602335548167,
J,2,TMTstop-B_1_1linestimulus17.png,TMTstop-B_1_1greenlinestimulus17.png,TMTstop-B_1_1redlinestimulus17.png,None,0,19,19,19,,,,,11.655380100011826,None,['2'],0,[0.12015979993157089],11.655380100011826,None,,001,2021_Nov_03_1315,TMTAB,2021.2.3,143.1602335548167,
11,3,TMTstop-B_1_1linestimulus18.png,TMTstop-B_1_1greenlinestimulus18.png,TMTstop-B_1_1redlinestimulus18.png,None,0,20,20,20,,,,,11.856865899986587,None,['2'],0,[0.11647689994424582],11.856865899986587,None,,001,2021_Nov_03_1315,TMTAB,2021.2.3,143.1602335548167,
K,1,TMTstop-B_1_1linestimulus19.png,TMTstop-B_1_1greenlinestimulus19.png,TMTstop-B_1_1redlinestimulus19.png,None,0,21,21,21,,,,,12.057838100008667,None,['2'],0,[0.12327639991417527],12.057838100008667,None,,001,2021_Nov_03_1315,TMTAB,2021.2.3,143.1602335548167,
12,3,TMTstop-B_1_1linestimulus20.png,TMTstop-B_1_1greenlinestimulus20.png,TMTstop-B_1_1redlinestimulus20.png,None,0,22,22,22,,,,,12.266532099922188,None,['2'],0,[0.465153600089252],12.266532099922188,None,,001,2021_Nov_03_1315,TMTAB,2021.2.3,143.1602335548167,
L,1,TMTstop-B_1_1linestimulus21.png,TMTstop-B_1_1greenlinestimulus21.png,TMTstop-B_1_1redlinestimulus21.png,None,0,23,23,23,,,,,12.814811899908818,None,['2'],0,[0.1436639999737963],12.814811899908818,None,,001,2021_Nov_03_1315,TMTAB,2021.2.3,143.1602335548167,
13,2,TMTstop-B_1_1linestimulus22.png,TMTstop-B_1_1greenlinestimulus22.png,TMTstop-B_1_1redlinestimulus22.png,None,0,24,24,24,,,,,13.044263999909163,None,['2'],0,[0.1365710999816656],13.044263999909163,None,,001,2021_Nov_03_1315,TMTAB,2021.2.3,143.1602335548167,
None,None,TMTstop-B_1_1linestimulus23.png,TMTstop-B_1_1greenlinestimulus23.png,TMTstop-B_1_1redlinestimulus23.png,None,0,25,25,25,,,,,13.259471099940129,None,['2'],0,[0.18097330001182854],13.259471099940129,None,,001,2021_Nov_03_1315,TMTAB,2021.2.3,143.1602335548167,
