Block_file,Condition_rows,NumberLetter,corrAns,Correct,StimFile,Correct_StimFile,False_StimFile,Version,Block,TrialNumber_session,Blocks_TMTControl.thisRepN,Blocks_TMTControl.thisTrialN,Blocks_TMTControl.thisN,Blocks_TMTControl.thisIndex,trials_TMTControl.thisRepN,trials_TMTControl.thisTrialN,trials_TMTControl.thisN,trials_TMTControl.thisIndex,Attempts,First_attempt,Stim.started,Stim.stopped,key_resp_2.keys,key_resp_2.corr,key_resp_2.rt,key_resp_2.started,key_resp_2.stopped,participant,session,date,expName,psychopyVersion,frameRate,
TMTstop-Control_1_1.xlsx,0:26,12,['1'],1,TMTstop-control_1_1linestimulus9.png,TMTstop-control_1_1greenlinestimulus9.png,TMTstop-control_1_1redlinestimulus9.png,TMT_Control,1,12,0,0,0,0,0,11,11,11,1,1,13.383133899886161,None,['1'],1,[0.05165680008940399],13.383133899886161,None,,001,2022_Feb_02_1746,TMT_fmri,2021.2.3,132.12745026607996,
TMTstop-Control_1_1.xlsx,0:26,13,['3'],3,TMTstop-control_1_1linestimulus10.png,TMTstop-control_1_1greenlinestimulus10.png,TMTstop-control_1_1redlinestimulus10.png,TMT_Control,1,13,0,0,0,0,0,12,12,12,2,0,13.514621699927375,None,"['2', '3']",1,"[-0.05831909994594753, 0.06892140000127256]",13.514621699927375,None,,001,2022_Feb_02_1746,TMT_fmri,2021.2.3,132.12745026607996,
TMTstop-Control_1_1.xlsx,0:26,14,['1'],1,TMTstop-control_1_1linestimulus11.png,TMTstop-control_1_1greenlinestimulus11.png,TMTstop-control_1_1redlinestimulus11.png,TMT_Control,1,14,0,0,0,0,0,13,13,13,1,1,13.674904000014067,None,['1'],1,[0.06060680001974106],13.674904000014067,None,,001,2022_Feb_02_1746,TMT_fmri,2021.2.3,132.12745026607996,
TMTstop-Control_1_1.xlsx,0:26,15,['3'],3,TMTstop-control_1_1linestimulus12.png,TMTstop-control_1_1greenlinestimulus12.png,TMTstop-control_1_1redlinestimulus12.png,TMT_Control,1,15,0,0,0,0,0,14,14,14,2,0,13.820222100010142,None,"['2', '3']",1,"[-0.021867400035262108, 0.07216760003939271]",13.820222100010142,None,,001,2022_Feb_02_1746,TMT_fmri,2021.2.3,132.12745026607996,
TMTstop-Control_1_1.xlsx,0:26,16,['1'],1,TMTstop-control_1_1linestimulus13.png,TMTstop-control_1_1greenlinestimulus13.png,TMTstop-control_1_1redlinestimulus13.png,TMT_Control,1,16,0,0,0,0,0,15,15,15,1,1,13.980115699814633,None,['1'],1,[0.05315350019373],13.980115699814633,None,,001,2022_Feb_02_1746,TMT_fmri,2021.2.3,132.12745026607996,
TMTstop-Control_1_1.xlsx,0:26,17,['2'],2,TMTstop-control_1_1linestimulus14.png,TMTstop-control_1_1greenlinestimulus14.png,TMTstop-control_1_1redlinestimulus14.png,TMT_Control,1,17,0,0,0,0,0,16,16,16,1,1,14.11197269987315,None,['2'],1,[-0.04660029988735914],14.11197269987315,None,,001,2022_Feb_02_1746,TMT_fmri,2021.2.3,132.12745026607996,
TMTstop-Control_1_1.xlsx,0:26,18,['1'],1,TMTstop-control_1_1linestimulus15.png,TMTstop-control_1_1greenlinestimulus15.png,TMTstop-control_1_1redlinestimulus15.png,TMT_Control,1,18,0,0,0,0,0,17,17,17,2,0,14.18821099982597,None,"['3', '1']",1,"[-0.026901999954134226, 0.11766460002399981]",14.18821099982597,None,,001,2022_Feb_02_1746,TMT_fmri,2021.2.3,132.12745026607996,
TMTstop-Control_1_1.xlsx,0:26,19,['3'],3,TMTstop-control_1_1linestimulus16.png,TMTstop-control_1_1greenlinestimulus16.png,TMTstop-control_1_1redlinestimulus16.png,TMT_Control,1,19,0,0,0,0,0,18,18,18,2,0,14.39276979980059,None,"['2', '3']",1,"[-0.017932499991729856, 0.05834700004197657]",14.39276979980059,None,,001,2022_Feb_02_1746,TMT_fmri,2021.2.3,132.12745026607996,
TMTstop-Control_1_1.xlsx,0:26,20,['1'],1,TMTstop-control_1_1linestimulus17.png,TMTstop-control_1_1greenlinestimulus17.png,TMTstop-control_1_1redlinestimulus17.png,TMT_Control,1,20,0,0,0,0,0,19,19,19,1,1,14.545653899898753,None,['1'],1,[0.046388400020077825],14.545653899898753,None,,001,2022_Feb_02_1746,TMT_fmri,2021.2.3,132.12745026607996,
TMTstop-Control_1_1.xlsx,0:26,21,['3'],3,TMTstop-control_1_1linestimulus18.png,TMTstop-control_1_1greenlinestimulus18.png,TMTstop-control_1_1redlinestimulus18.png,TMT_Control,1,21,0,0,0,0,0,20,20,20,2,0,14.67512149992399,None,"['2', '3']",1,"[-0.024047600105404854, 0.06959640001878142]",14.67512149992399,None,,001,2022_Feb_02_1746,TMT_fmri,2021.2.3,132.12745026607996,
TMTstop-Control_1_1.xlsx,0:26,22,['1'],1,TMTstop-control_1_1linestimulus19.png,TMTstop-control_1_1greenlinestimulus19.png,TMTstop-control_1_1redlinestimulus19.png,TMT_Control,1,22,0,0,0,0,0,21,21,21,1,1,14.827746599912643,None,['1'],1,[0.07777739991433918],14.827746599912643,None,,001,2022_Feb_02_1746,TMT_fmri,2021.2.3,132.12745026607996,
TMTstop-Control_1_1.xlsx,0:26,23,['3'],3,TMTstop-control_1_1linestimulus20.png,TMTstop-control_1_1greenlinestimulus20.png,TMTstop-control_1_1redlinestimulus20.png,TMT_Control,1,23,0,0,0,0,0,22,22,22,2,0,14.986745700007305,None,"['2', '3']",1,"[-0.02392790000885725, 0.06444849981926382]",14.986745700007305,None,,001,2022_Feb_02_1746,TMT_fmri,2021.2.3,132.12745026607996,
TMTstop-Control_1_1.xlsx,0:26,24,['1'],1,TMTstop-control_1_1linestimulus21.png,TMTstop-control_1_1greenlinestimulus21.png,TMTstop-control_1_1redlinestimulus21.png,TMT_Control,1,24,0,0,0,0,0,23,23,23,1,1,15.18144609988667,None,['1'],1,[0.013753399951383471],15.18144609988667,None,,001,2022_Feb_02_1746,TMT_fmri,2021.2.3,132.12745026607996,
TMTstop-Control_1_1.xlsx,0:26,25,['3'],3,TMTstop-control_1_1linestimulus22.png,TMTstop-control_1_1greenlinestimulus22.png,TMTstop-control_1_1redlinestimulus22.png,TMT_Control,1,25,0,0,0,0,0,24,24,24,2,0,15.278698900016025,None,"['2', '3']",1,"[-0.026076599955558777, 0.08452880010008812]",15.278698900016025,None,,001,2022_Feb_02_1746,TMT_fmri,2021.2.3,132.12745026607996,
TMTstop-Control_1_1.xlsx,0:26,None,None,None,TMTstop-control_1_1linestimulus23.png,TMTstop-control_1_1greenlinestimulus23.png,TMTstop-control_1_1redlinestimulus23.png,TMT_Control,1,Feedback_last,0,0,0,0,0,25,25,25,3,0,15.479734899941832,None,"['1', '2', '3']",0,"[0.015084800077602267, 0.04709320003166795, 0.18184270011261106]",15.479734899941832,None,,001,2022_Feb_02_1746,TMT_fmri,2021.2.3,132.12745026607996,
TMTstop-Control_1_2.xlsx,26:52,1,['1'],1,TMTstop-control_1_2.png,TMTstop-control_1_2.png,TMTstop-control_1_2.png,TMT_Control,2,26,0,1,1,1,0,0,0,0,1,1,19.63222899986431,None,['1'],1,[0.42994499998167157],19.63222899986431,None,,001,2022_Feb_02_1746,TMT_fmri,2021.2.3,132.12745026607996,
TMTstop-Control_1_2.xlsx,26:52,2,['3'],3,TMTstop-control_1_2.png,TMTstop-control_1_2firstgreen.png,TMTstop-control_1_2firstred.png,TMT_Control,2,27,0,1,1,1,0,1,1,1,2,0,20.139342400012538,None,"['2', '3']",1,"[-0.009082900127395988, 0.09567779977805912]",20.139342400012538,None,,001,2022_Feb_02_1746,TMT_fmri,2021.2.3,132.12745026607996,
TMTstop-Control_1_2.xlsx,26:52,3,['2'],2,TMTstop-control_1_2linestimulus0.png,TMTstop-control_1_2greenlinestimulus0.png,TMTstop-control_1_2redlinestimulus0.png,TMT_Control,2,28,0,1,1,1,0,2,2,2,2,0,20.34113909979351,None,"['1', '2']",1,"[0.04031040007248521, 0.09776949998922646]",20.34113909979351,None,,001,2022_Feb_02_1746,TMT_fmri,2021.2.3,132.12745026607996,
TMTstop-Control_1_2.xlsx,26:52,4,['3'],3,TMTstop-control_1_2linestimulus1.png,TMTstop-control_1_2greenlinestimulus1.png,TMTstop-control_1_2redlinestimulus1.png,TMT_Control,2,29,0,1,1,1,0,3,3,3,1,1,20.54232809995301,None,['3'],1,[0.11720420001074672],20.54232809995301,None,,001,2022_Feb_02_1746,TMT_fmri,2021.2.3,132.12745026607996,
,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,
